Rk;Player;Nation;Pos;Squad;Age;Born;90s;Matches;Touches_per90;Def Pen_per90;Def 3rd_per90;Mid 3rd_per90;Att 3rd_per90;Att Pen_per90;Live_per90;Att_per90;Succ_per90;Succ%_per90;Tkld_per90;Tkld%_per90;Carries_per90;TotDist_per90;PrgDist_per90;PrgC_per90;1/3_per90;CPA_per90;Mis_per90;Dis_per90;Rec_per90;PrgR_per90;SCA_per90;SCA90_per90;PassLive_per90;PassDead_per90;TO_per90;Sh_per90;Fld_per90;Def_per90;GCA_per90;GCA90_per90;PassLive.1_per90;PassDead.1_per90;TO.1_per90;Sh.1_per90;Fld.1_per90;Def.1_per90
228;Henri Koudossou;de GER;DF;Augsburg;25-263;1999,0;8,3;Matches;56,51;3,86;16,14;22,77;17,83;1,45;56,51;2,05;0,96;5,67;0,96;5,67;26,51;145,54;69,52;2,29;1,45;0,48;1,69;0,24;28,92;5,78;2,17;0,26;1,81;0,0;0,12;0,12;0,0;0,12;0,24;0,03;0,24;0,0;0,0;0,0;0,0;0,0
182;Hong Hyunseok;kr KOR;MF;Mainz 05;25-342;1999,0;5,9;Matches;49,49;1,02;5,93;25,25;19,32;2,71;49,49;1,69;0,68;6,78;0,68;6,78;24,07;123,22;71,02;1,69;1,53;0,34;1,86;2,03;31,53;5,25;3,73;0,63;3,22;0,0;0,17;0,34;0,0;0,0;0,51;0,09;0,34;0,0;0,0;0,17;0,0;0,0
113;Hugo Ekitike;fr FRA;FW;Eint Frankfurt;22-338;2002,0;28,5;Matches;36,98;0,95;2,39;15,09;20,46;6,88;36,88;4,18;1,82;1,53;2,14;1,8;22,21;155,89;80,95;3,26;2,0;1,82;3,47;1,19;27,26;7,54;3,54;0,12;2,21;0,0;0,49;0,7;0,14;0,0;0,42;0,01;0,32;0,0;0,07;0,0;0,04;0,0
242;Hugo Larsson;se SWE;MF;Eint Frankfurt;20-331;2004,0;26,6;Matches;55,56;2,97;15,98;29,96;9,96;0,98;55,56;0,71;0,45;2,38;0,26;1,38;30,19;117,93;51,95;0,6;0,75;0,15;0,86;0,41;37,82;1,24;2,14;0,08;1,8;0,0;0,08;0,19;0,04;0,04;0,19;0,01;0,08;0,0;0,04;0,08;0,0;0,0
403;Ibrahima Sissoko;ml MLI;MF;Bochum;27-209;1997,0;29,0;Matches;49,28;2,76;12,62;27,07;10,41;1,76;49,28;2,1;1,1;1,81;0,9;1,47;23,83;122,9;53,55;1,21;0,83;0,1;1,38;1,1;27,31;2,38;2,24;0,08;1,83;0,0;0,1;0,03;0,14;0,14;0,1;0,0;0,07;0,0;0,0;0,0;0,03;0,0
322;Ivan Ordets;ua UKR;DF;Bochum;32-320;1992,0;20,7;Matches;55,85;8,21;30,53;22,37;3,04;2,32;55,85;0,05;0,05;4,83;0,0;0,0;24,64;99,57;33,29;0,1;0,1;0,0;0,29;0,0;27,92;0,19;0,87;0,04;0,72;0,0;0,0;0,05;0,1;0,0;0,05;0,0;0,05;0,0;0,0;0,0;0,0;0,0
186;Jackson Irvine;au AUS;MF;St. Pauli;32-078;1993,0;29,0;Matches;44,34;2,66;11,38;23,76;9,76;2,59;44,34;0,79;0,31;1,35;0,45;1,95;16,0;61,41;30,93;0,66;0,62;0,17;1,45;0,45;24,48;2,0;1,93;0,07;1,66;0,0;0,0;0,14;0,03;0,1;0,17;0,01;0,1;0,0;0,0;0,03;0,0;0,03
62;Jacob Bruun Larsen;dk DEN;FW,MF;Hoffenheim;26-247;1998,0;4,4;Matches;51,36;0,68;3,86;18,64;30,23;6,82;51,36;4,77;1,59;7,57;2,95;14,07;33,41;203,64;107,05;3,64;2,95;1,82;2,05;2,05;37,95;9,32;4,32;0,98;2,73;0,23;0,45;0,91;0,0;0,0;0,91;0,2;0,45;0,0;0,23;0,23;0,0;0,0
63;Jacob Bruun Larsen;dk DEN;MF,FW;Stuttgart;26-247;1998,0;4,6;Matches;46,74;0,65;4,78;16,96;25,22;5,87;46,74;4,78;2,17;9,89;2,17;9,89;27,61;191,52;92,39;4,13;1,09;2,17;2,39;0,65;32,17;8,7;4,13;0,93;2,61;0,22;0,43;0,87;0,0;0,0;0,87;0,2;0,43;0,0;0,22;0,22;0,0;0,0
271;Jakov Medić;hr CRO;DF;Bochum;26-259;1998,0;17,8;Matches;54,78;9,38;31,01;21,52;2,36;1,24;54,78;0,17;0,11;3,75;0,06;1,87;27,98;124,1;53,2;0,11;0,0;0,0;0,39;0,17;30,56;0,17;0,56;0,03;0,51;0,0;0,0;0,06;0,0;0,0;0,06;0,0;0,06;0,0;0,0;0,0;0,0;0,0
205;Jakub Kamiński;pl POL;DF,MF;Wolfsburg;22-353;2002,0;12,6;Matches;47,86;2,46;9,05;18,81;20,95;2,86;47,86;1,75;0,63;2,89;1,03;4,69;23,89;151,9;88,25;3,25;1,98;1,27;1,59;0,87;24,68;5,48;3,41;0,27;2,22;0,71;0,24;0,16;0,08;0,0;0,4;0,03;0,16;0,08;0,0;0,08;0,08;0,0
288;Jamal Musiala;de GER;MF;Bayern Munich;22-087;2003,0;20,0;Matches;63,9;0,35;4,7;28,25;31,8;8,15;63,9;7,05;3,6;2,56;2,95;2,09;39,6;220,6;115,0;3,55;2,4;1,8;3,35;1,65;51,55;7,8;5,55;0,28;3,5;0,05;1,1;0,35;0,45;0,1;0,45;0,02;0,2;0,0;0,1;0,05;0,05;0,05
376;James Sands;us USA;MF,DF;St. Pauli;24-322;2000,0;5,0;Matches;51,8;2,4;12,6;29,6;9,8;1,2;51,8;0,2;0,2;20,0;0,0;0,0;23,8;82,6;29,2;0,0;0,0;0,0;0,6;0,6;30,4;1,2;1,4;0,28;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
139;Jamie Gittens;eng ENG;FW,MF;Dortmund;20-289;2004,0;19,7;Matches;44,31;0,41;4,31;14,87;26,4;5,58;44,31;8,68;3,91;2,28;3,65;2,14;31,83;262,49;143,45;5,74;2,84;3,2;2,49;1,78;33,15;9,14;3,71;0,19;1,73;0,0;1,47;0,36;0,15;0,0;0,51;0,03;0,2;0,0;0,3;0,0;0,0;0,0
245;Jamie Leweling;de GER;MF,FW;Stuttgart;24-087;2001,0;18,5;Matches;43,3;0,97;5,24;16,54;22,59;3,62;43,3;4,43;2,22;2,7;1,78;2,17;29,19;230,92;101,78;2,97;2,16;0,92;2,27;2,05;32,32;8,86;2,81;0,15;2,0;0,0;0,43;0,16;0,22;0,0;0,49;0,03;0,16;0,0;0,05;0,16;0,11;0,0
388;Jan Schöppner;de GER;MF;Heidenheim;25-346;1999,0;29,8;Matches;48,32;3,46;13,66;24,13;10,91;2,15;48,32;1,07;0,47;1,47;0,6;1,89;23,62;128,09;66,88;1,17;0,87;0,17;1,34;0,81;26,88;1,61;1,88;0,06;1,48;0,03;0,1;0,2;0,03;0,03;0,13;0,0;0,1;0,0;0,0;0,03;0,0;0,0
159;Janik Haberer;de GER;MF,DF;Union Berlin;31-052;1994,0;18,8;Matches;48,46;2,18;12,98;26,86;9,15;0,9;48,46;0,32;0,11;1,77;0,16;2,66;23,62;83,62;32,23;0,69;0,21;0,0;0,69;0,59;26,97;1,17;1,81;0,1;1,44;0,05;0,0;0,16;0,16;0,0;0,05;0,0;0,05;0,0;0,0;0,0;0,0;0,0
17;Jann-Fiete Arp;de GER;FW,MF;Holstein Kiel;25-138;2000,0;7,9;Matches;38,35;1,14;5,44;14,56;19,11;3,54;38,1;4,05;1,77;5,54;2,03;6,33;20,0;117,59;43,54;1,77;1,27;0,38;4,3;2,03;22,66;8,35;4,18;0,53;2,28;0,51;0,25;0,38;0,63;0,13;0,38;0,05;0,13;0,13;0,0;0,13;0,0;0,0
268;Jean Mattéo Bahoya;fr FRA;MF,FW;Eint Frankfurt;20-017;2005,0;10,2;Matches;46,57;0,78;7,75;20,39;19,51;3,24;46,57;2,94;1,67;5,56;1,18;3,92;26,18;165,88;78,04;2,35;1,37;0,98;1,86;1,67;28,73;9,12;4,02;0,39;3,24;0,29;0,1;0,1;0,2;0,1;0,59;0,06;0,29;0,0;0,1;0,0;0,2;0,0
145;Jeffrey Gouweleeuw;nl NED;DF;Augsburg;33-318;1991,0;32,7;Matches;63,03;7,95;28,29;30,58;4,65;1,28;63,0;0,37;0,21;1,78;0,15;1,28;35,75;187,43;103,98;0,73;0,73;0,03;0,58;0,18;37,74;0,58;1,04;0,03;0,89;0,12;0,0;0,0;0,0;0,03;0,15;0,0;0,09;0,03;0,0;0,0;0,0;0,03
412;Jens Stage;dk DEN;MF;Werder Bremen;28-197;1996,0;24,5;Matches;51,88;1,76;12,61;26,73;12,94;3,39;51,88;0,69;0,33;1,92;0,33;1,92;27,27;108,82;50,65;1,14;0,98;0,24;1,1;0,41;34,04;3,63;2,57;0,1;2,12;0,0;0,04;0,12;0,16;0,12;0,61;0,02;0,49;0,0;0,04;0,0;0,04;0,04
483;Jeong Woo-yeong;kr KOR;MF,FW;Union Berlin;25-246;1999,0;14,0;Matches;44,36;0,86;5,64;18,64;21,14;2,43;44,36;1,5;0,86;4,08;0,57;2,72;27,57;145,57;71,64;2,29;1,71;0,43;1,64;1,14;30,21;6,64;3,5;0,25;2,86;0,14;0,07;0,29;0,07;0,07;0,36;0,03;0,21;0,07;0,07;0,0;0,0;0,0
124;Jeremie Frimpong;nl NED;DF,MF;Leverkusen;24-165;2000,0;25,7;Matches;46,89;0,78;5,6;15,33;26,34;4,36;46,89;3,04;0,97;1,25;1,83;2,35;26,19;162,45;92,96;3,89;1,6;1,25;1,75;1,01;32,18;10,58;2,57;0,1;2,06;0,0;0,12;0,16;0,12;0,12;0,43;0,02;0,27;0,0;0,04;0,04;0,04;0,04
291;Joakim Mæhle;dk DEN;DF;Wolfsburg;28-004;1997,0;24,3;Matches;60,25;2,67;18,19;26,3;16,26;1,77;60,25;2,47;0,78;1,3;1,56;2,6;32,55;171,44;88,68;2,43;1,73;0,25;1,52;0,33;34,73;4,81;1,69;0,07;1,4;0,08;0,12;0,04;0,04;0,0;0,33;0,01;0,25;0,0;0,04;0,0;0,04;0,0
380;Joe Scally;us USA;DF;Gladbach;22-144;2002,0;28,6;Matches;64,69;3,74;24,51;29,76;10,91;0,77;64,69;2,06;1,08;1,84;0,91;1,54;34,27;189,44;92,45;1,82;0,94;0,1;0,87;0,8;40,66;2,41;0,98;0,03;0,73;0,07;0,03;0,07;0,03;0,03;0,07;0,0;0,07;0,0;0,0;0,0;0,0;0,0
111;Johannes Eggestein;de GER;FW;St. Pauli;27-016;1998,0;20,6;Matches;34,61;0,29;2,23;18,01;14,66;3,79;34,51;0,83;0,34;2,0;0,49;2,85;18,64;82,72;29,85;1,21;0,83;0,39;2,57;1,46;26,36;6,7;2,09;0,1;1,75;0,0;0,0;0,19;0,1;0,05;0,19;0,01;0,19;0,0;0,0;0,0;0,0;0,0
434;John Tolkin;us USA;DF,MF;Holstein Kiel;22-297;2002,0;8,2;Matches;58,41;4,27;26,1;21,1;11,34;0,61;58,41;1,22;0,61;6,1;0,49;4,88;21,22;85,24;33,54;0,73;0,37;0,0;0,61;0,73;26,71;1,46;2,44;0,3;1,34;0,98;0,0;0,0;0,12;0,0;0,24;0,03;0,0;0,24;0,0;0,0;0,0;0,0
121;Jonas Föhrenbach;de GER;DF;Heidenheim;29-118;1996,0;20,4;Matches;54,51;3,53;20,39;23,68;10,83;0,83;54,51;0,83;0,34;2,02;0,44;2,59;25,54;133,09;72,25;1,76;0,54;0,2;0,78;0,15;28,63;2,45;1,67;0,08;1,47;0,05;0,05;0,05;0,05;0,0;0,2;0,01;0,15;0,05;0,0;0,0;0,0;0,0
171;Jonas Hofmann;de GER;MF,DF;Leverkusen;32-314;1992,0;4,0;Matches;54,5;1,0;6,0;21,75;27,0;4,0;54,5;1,0;0,5;12,5;0,5;12,5;30,25;165,0;80,75;2,5;1,75;0,75;1,25;0,5;44,5;7,25;4,0;1,01;3,25;0,25;0,0;0,25;0,25;0,0;0,25;0,06;0,25;0,0;0,0;0,0;0,0;0,0
316;Jonas Omlin;ch SUI;GK;Gladbach;31-134;1994,0;10,9;Matches;49,91;42,66;49,72;0,18;0,0;0,0;49,91;0,09;0,09;9,17;0,0;0,0;32,39;134,77;71,74;0,0;0,0;0,0;0,0;0,0;30,0;0,0;0,09;0,01;0,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
447;Jonas Urbig;de GER;GK;Bayern Munich;21-289;2003,0;8,0;Matches;38,75;25,25;37,0;1,75;0,12;0,0;38,75;0,0;0,0;;0,0;;25,12;115,5;72,5;0,0;0,0;0,0;0,12;0,0;24,25;0,0;0,12;0,02;0,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
477;Jonas Wind;dk DEN;FW,MF;Wolfsburg;26-106;1999,0;21,8;Matches;37,16;0,78;2,89;19,54;14,91;4,04;37,06;0,92;0,28;1,38;0,55;2,75;20,64;70,37;22,75;0,78;0,46;0,55;2,52;1,28;29,22;4,31;2,98;0,14;2,57;0,0;0,0;0,18;0,23;0,0;0,28;0,01;0,23;0,0;0,0;0,05;0,0;0,0
66;Jonathan Burkardt;de GER;FW;Mainz 05;24-317;2000,0;23,4;Matches;33,68;0,81;2,09;15,56;16,15;5,17;33,59;1,67;0,68;1,75;0,98;2,52;19,1;79,83;31,92;1,37;1,11;0,56;3,25;1,41;24,02;6,71;2,31;0,1;1,75;0,0;0,13;0,26;0,17;0,0;0,34;0,01;0,26;0,0;0,0;0,04;0,04;0,0
424;Jonathan Tah;de GER;DF;Leverkusen;29-102;1996,0;33,0;Matches;79,58;6,79;26,91;48,39;4,45;1,3;79,58;0,15;0,09;1,82;0,06;1,21;47,0;245,76;137,3;0,45;0,7;0,0;0,48;0,3;57,21;0,27;0,91;0,03;0,76;0,0;0,06;0,06;0,03;0,0;0,15;0,0;0,12;0,0;0,0;0,03;0,0;0,0
334;Jordan Pefok;us USA;FW;Union Berlin;29-028;1996,0;10,1;Matches;32,28;2,28;5,45;15,54;12,08;4,26;32,28;1,29;0,69;5,33;0,59;4,57;15,64;52,97;20,2;0,3;0,59;0,0;2,38;1,68;20,99;3,96;2,57;0,26;1,68;0,1;0,1;0,5;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
256;Jordy Makengo;fr FRA;DF;Freiburg;23-294;2001,0;8,3;Matches;47,35;2,77;15,3;19,4;13,13;0,36;47,35;1,45;0,48;4,01;0,84;7,02;24,46;136,14;46,02;1,08;0,84;0,12;1,33;0,6;27,47;4,22;1,08;0,13;0,84;0,12;0,12;0,0;0,0;0,0;0,12;0,01;0,12;0,0;0,0;0,0;0,0;0,0
449;Josha Vagnoman;de GER;DF,MF;Stuttgart;24-164;2000,0;20,4;Matches;54,17;2,99;15,93;23,73;14,8;1,76;54,17;1,37;0,39;1,4;0,83;2,98;26,52;126,27;47,35;1,18;0,93;0,49;1,32;0,93;33,09;4,71;1,42;0,07;1,23;0,05;0,05;0,05;0,05;0,0;0,05;0,0;0,05;0,0;0,0;0,0;0,0;0,0
216;Joshua Kimmich;de GER;MF;Bayern Munich;30-105;1995,0;31,6;Matches;122,37;2,28;17,09;73,67;32,18;0,6;122,37;0,7;0,38;1,72;0,28;1,29;75,92;378,8;164,46;1,61;2,63;0,03;0,66;0,22;96,42;2,44;5,03;0,16;3,67;1,14;0,06;0,09;0,03;0,03;0,57;0,02;0,41;0,09;0,03;0,03;0,0;0,0
199;Josip Juranović;hr CRO;DF,MF;Union Berlin;29-281;1995,0;12,9;Matches;54,96;3,18;16,43;22,25;17,21;0,54;54,96;1,86;0,85;3,55;0,62;2,58;23,8;121,63;61,78;1,47;0,93;0,23;0,93;0,23;24,81;3,49;3,95;0,31;2,33;1,55;0,0;0,08;0,0;0,0;0,16;0,01;0,0;0,16;0,0;0,0;0,0;0,0
413;Josip Stanišić;hr CRO;DF;Bayern Munich;25-052;2000,0;9,7;Matches;90,31;5,67;23,3;51,24;17,01;1,03;90,31;0,72;0,52;7,36;0,21;2,95;54,95;277,42;166,08;2,06;2,58;0,31;1,13;0,62;62,47;3,09;2,37;0,24;2,27;0,0;0,1;0,0;0,0;0,0;0,41;0,04;0,31;0,0;0,1;0,0;0,0;0,0
328;João Palhinha;pt POR;MF;Bayern Munich;29-319;1995,0;7,5;Matches;84,13;2,4;12,53;55,87;16,0;1,73;84,13;0,53;0,27;6,67;0,27;6,67;44,0;147,6;51,07;0,4;0,4;0,13;0,8;0,93;66,53;0,93;1,73;0,23;1,47;0,0;0,0;0,27;0,0;0,0;0,13;0,02;0,0;0,0;0,0;0,13;0,0;0,0
57;Julian Brandt;de GER;MF;Dortmund;29-022;1996,0;25,6;Matches;56,84;0,51;6,05;26,21;25,2;3,16;56,84;2,11;0,74;1,38;1,25;2,32;33,95;160,78;78,67;2,38;1,88;0,66;1,88;1,41;42,85;7,77;3,98;0,16;3,48;0,23;0,08;0,2;0,0;0,0;0,55;0,02;0,51;0,04;0,0;0,0;0,0;0,0
74;Julian Chabot;de GER;DF;Stuttgart;27-101;1998,0;25,2;Matches;88,85;10,67;40,08;45,83;3,25;1,23;88,85;0,2;0,12;2,38;0,08;1,59;53,73;267,98;132,02;0,28;0,36;0,08;0,52;0,12;60,91;0,2;0,95;0,04;0,83;0,04;0,0;0,08;0,0;0,0;0,08;0,0;0,08;0,0;0,0;0,0;0,0;0,0
367;Julian Ryerson;no NOR;DF;Dortmund;27-188;1997,0;25,1;Matches;67,09;1,55;15,3;32,11;20,72;1,55;67,09;2,51;1,43;2,27;0,92;1,45;39,92;219,08;111,39;2,63;1,55;0,48;1,67;0,8;43,43;5,42;2,23;0,09;1,75;0,32;0,16;0,0;0,0;0,0;0,2;0,01;0,16;0,0;0,04;0,0;0,0;0,0
469;Julian Weigl;de GER;MF;Gladbach;29-258;1995,0;32,0;Matches;64,84;3,81;22,28;37,0;6,03;0,28;64,84;0,25;0,22;2,73;0,0;0,0;33,16;125,28;55,0;0,34;0,44;0,03;0,41;0,31;44,25;0,28;1,59;0,05;1,41;0,0;0,0;0,16;0,03;0,0;0,19;0,01;0,19;0,0;0,0;0,0;0,0;0,0
258;Julián Malatini;ar ARG;DF;Werder Bremen;23-358;2001,0;5,0;Matches;72,6;5,0;31,2;32,0;9,6;0,8;72,6;0,6;0,4;13,34;0,2;6,66;44,8;220,6;104,2;1,6;1,6;0,0;0,6;0,2;49,0;0,8;1,0;0,2;0,8;0,0;0,0;0,2;0,0;0,0;0,4;0,08;0,4;0,0;0,0;0,0;0,0;0,0
1;Junior Adamu;at AUT;FW;Freiburg;23-352;2001,0;17,2;Matches;31,05;1,22;3,08;14,65;13,6;4,65;31,05;1,69;0,58;2,01;1,05;3,61;15,99;59,65;20,29;0,47;0,29;0,23;3,43;1,4;20,35;4,88;1,69;0,1;1,28;0,0;0,06;0,17;0,17;0,0;0,17;0,01;0,12;0,0;0,0;0,06;0,0;0,0
304;Justin Njinmah;de GER;FW,MF;Werder Bremen;24-190;2000,0;10,6;Matches;32,92;0,19;1,6;11,7;20,09;5,47;32,92;2,55;1,04;3,84;1,32;4,9;21,7;134,34;67,08;3,11;1,51;1,13;2,17;0,66;24,91;9,72;3,68;0,35;2,55;0,0;0,47;0,19;0,47;0,0;0,38;0,04;0,28;0,0;0,0;0,0;0,09;0,0
378;Kaishu Sano;jp JPN;MF;Mainz 05;24-145;2000,0;33,8;Matches;53,67;2,01;12,16;32,04;10,18;1,15;53,67;1,51;0,95;1,86;0,47;0,93;26,45;137,99;66,57;1,57;1,27;0,27;1,15;0,92;30,38;1,36;1,83;0,05;1,48;0,0;0,09;0,06;0,12;0,09;0,15;0,0;0,12;0,0;0,0;0,0;0,0;0,03
146;Kamil Grabara;pl POL;GK;Wolfsburg;26-136;1999,0;28,7;Matches;42,65;30,66;41,64;1,01;0,0;0,0;42,65;0,07;0,07;3,48;0,0;0,0;24,67;105,82;61,32;0,0;0,0;0,0;0,0;0,0;23,52;0,0;0,21;0,01;0,17;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;Karim Adeyemi;de GER;FW,MF;Dortmund;23-126;2002,0;15,9;Matches;40,0;0,57;3,21;14,53;22,96;5,53;40,0;5,91;2,52;2,68;3,08;3,28;26,23;203,14;97,04;4,28;2,26;2,58;2,7;1,95;29,25;9,62;3,58;0,23;2,2;0,06;0,75;0,38;0,13;0,06;0,69;0,04;0,44;0,0;0,19;0,06;0,0;0,0
273;Karol Mets;ee EST;DF;St. Pauli;32-008;1993,0;10,0;Matches;73,6;9,9;36,0;34,6;3,2;0,8;73,6;0,1;0,0;0,0;0,1;10,0;34,3;142,4;73,6;0,5;0,6;0,0;0,4;0,0;46,6;0,2;0,9;0,09;0,8;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
379;Kauã Santos;br BRA;GK;Eint Frankfurt;22-043;2003,0;8,5;Matches;38,35;32,94;38,24;0,12;0,0;0,0;38,35;0,0;0,0;;0,0;;22,47;99,41;65,06;0,0;0,0;0,0;0,0;0,0;18,0;0,0;0,35;0,04;0,24;0,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
385;Keven Schlotterbeck;de GER;DF;Augsburg;28-026;1997,0;14,4;Matches;58,68;7,01;27,43;27,36;4,1;1,32;58,68;0,21;0,21;6,94;0,0;0,0;29,44;99,79;50,76;0,21;0,35;0,0;0,56;0,0;35,42;0,14;1,67;0,12;1,39;0,0;0,07;0,14;0,0;0,07;0,14;0,01;0,14;0,0;0,0;0,0;0,0;0,0
7;Kevin Akpoguma;ng NGA;DF;Hoffenheim;30-035;1995,0;24,7;Matches;68,5;9,19;30,73;33,6;4,66;0,2;68,5;0,61;0,32;2,16;0,24;1,62;36,11;159,07;71,74;0,57;0,61;0,0;0,45;0,36;41,5;0,65;1,09;0,04;1,01;0,04;0,0;0,0;0,04;0,0;0,04;0,0;0,04;0,0;0,0;0,0;0,0;0,0
206;Kevin Kampl;si SVN;MF;RB Leipzig;34-227;1990,0;17,7;Matches;74,35;2,09;13,84;45,31;15,76;0,73;74,35;1,07;0,73;3,86;0,34;1,79;44,8;226,95;114,35;1,19;1,92;0,17;0,73;0,68;54,07;1,81;2,49;0,14;2,2;0,23;0,06;0,0;0,0;0,0;0,28;0,02;0,28;0,0;0,0;0,0;0,0;0,0
285;Kevin Müller;de GER;GK;Heidenheim;34-070;1991,0;32,7;Matches;42,6;35,38;41,96;0,64;0,0;0,0;42,6;0,0;0,0;;0,0;;23,82;106,88;58,01;0,0;0,0;0,0;0,06;0,0;21,1;0,0;0,12;0,0;0,06;0,06;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,03;0,0;0,0;0,0;0,0
419;Kevin Stöger;at AUT;MF;Gladbach;31-270;1993,0;17,2;Matches;76,63;1,8;10,99;38,72;27,27;1,98;76,51;2,09;0,99;2,74;0,87;2,42;40,64;213,95;102,15;2,33;2,27;0,29;1,69;1,45;52,97;5,52;6,16;0,36;3,49;1,74;0,29;0,12;0,52;0,0;0,47;0,03;0,41;0,06;0,0;0,0;0,0;0,0
439;Kevin Trapp;de GER;GK;Eint Frankfurt;34-320;1990,0;25,5;Matches;39,25;33,73;39,06;0,2;0,0;0,0;39,25;0,0;0,0;;0,0;;25,18;113,65;63,49;0,0;0,0;0,0;0,04;0,0;21,84;0,0;0,04;0,0;0,04;0,0;0,0;0,0;0,0;0,0;0,04;0,0;0,04;0,0;0,0;0,0;0,0;0,0
461;Kevin Vogt;de GER;DF;Union Berlin;33-243;1991,0;15,2;Matches;67,76;9,14;34,47;33,42;0,66;0,13;67,7;0,33;0,26;5,26;0,07;1,32;36,84;163,88;85,72;0,72;0,2;0,07;0,33;0,13;40,72;0,13;1,12;0,07;0,99;0,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
120;Kilian Fischer;de GER;DF;Wolfsburg;24-224;2000,0;25,5;Matches;59,96;3,41;20,67;26,12;13,65;0,78;59,96;0,9;0,39;1,71;0,51;2,22;27,61;157,84;80,27;2,0;1,22;0,2;1,22;0,35;31,14;3,49;1,53;0,06;1,29;0,16;0,0;0,04;0,0;0,04;0,08;0,0;0,08;0,0;0,0;0,0;0,0;0,0
396;Kiliann Sildillia;fr FRA;DF;Freiburg;23-008;2002,0;8,9;Matches;64,72;4,27;21,46;31,01;12,47;1,24;64,72;1,01;0,67;7,49;0,22;2,49;28,43;135,62;62,13;1,24;1,12;0,22;0,9;0,67;35,39;3,82;1,8;0,2;1,01;0,67;0,0;0,11;0,0;0,0;0,11;0,01;0,11;0,0;0,0;0,0;0,0;0,0
277;Kim Min-jae;kr KOR;DF;Bayern Munich;28-190;1996,0;25,4;Matches;108,82;6,34;35,87;69,37;3,98;0,55;108,82;0,2;0,12;2,36;0,08;1,57;64,72;270,35;130,35;0,63;0,91;0,04;0,55;0,2;82,6;0,2;1,02;0,04;0,94;0,0;0,0;0,0;0,04;0,04;0,08;0,0;0,08;0,0;0,0;0,0;0,0;0,0
