Rk;Player;Nation;Pos;Squad;Age;Born;90s;Matches;Touches_per90;Def Pen_per90;Def 3rd_per90;Mid 3rd_per90;Att 3rd_per90;Att Pen_per90;Live_per90;Att_per90;Succ_per90;Succ%_per90;Tkld_per90;Tkld%_per90;Carries_per90;TotDist_per90;PrgDist_per90;PrgC_per90;1/3_per90;CPA_per90;Mis_per90;Dis_per90;Rec_per90;PrgR_per90;SCA_per90;SCA90_per90;PassLive_per90;PassDead_per90;TO_per90;Sh_per90;Fld_per90;Def_per90;GCA_per90;GCA90_per90;PassLive.1_per90;PassDead.1_per90;TO.1_per90;Sh.1_per90;Fld.1_per90;Def.1_per90
84;Kingsley Coman;fr FRA;FW;Bayern Munich;28-345;1996,0;14,2;Matches;65,77;0,92;5,92;22,75;37,82;5,99;65,77;5,21;2,75;3,71;2,18;2,95;42,68;270,0;131,48;4,65;2,32;1,97;1,97;1,27;51,62;15,14;5,7;0,4;4,23;0,0;0,99;0,35;0,14;0,0;0,77;0,05;0,42;0,0;0,21;0,07;0,07;0,0
187;Ko Itakura;jp JPN;DF;Gladbach;28-117;1997,0;31,0;Matches;70,0;10,52;38,29;29,55;2,58;1,03;70,0;0,74;0,39;1,68;0,32;1,4;42,77;214,32;113,81;0,74;0,55;0,0;0,29;0,26;48,81;0,16;0,81;0,03;0,55;0,0;0,03;0,16;0,03;0,03;0,03;0,0;0,0;0,0;0,0;0,03;0,0;0,0
279;Koji Miyoshi;jp JPN;FW,MF;Bochum;28-059;1997,0;5,2;Matches;38,65;0,58;5,96;17,31;16,35;4,04;38,65;2,69;0,96;6,87;1,73;12,37;23,08;131,54;58,27;2,12;1,15;0,58;2,69;0,96;23,85;4,42;1,73;0,34;1,35;0,0;0,19;0,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
240;Konrad Laimer;at AUT;DF;Bayern Munich;27-362;1997,0;18,9;Matches;75,19;2,06;12,28;36,24;26,88;3,49;75,19;1,59;0,9;3,0;0,63;2,12;43,17;229,37;145,98;4,6;3,17;0,95;1,85;1,22;53,65;5,98;3,28;0,17;2,96;0,11;0,05;0,05;0,05;0,05;0,42;0,02;0,42;0,0;0,0;0,0;0,0;0,0
229;Konstantinos Koulierakis;gr GRE;DF;Wolfsburg;21-177;2003,0;27,4;Matches;68,83;10,33;34,93;30,62;3,54;1,09;68,83;0,44;0,26;2,13;0,18;1,52;38,28;187,48;97,85;0,73;0,62;0,0;0,66;0,07;43,98;0,29;1,13;0,04;0,88;0,07;0,0;0,15;0,0;0,04;0,15;0,01;0,11;0,0;0,0;0,04;0,0;0,0
296;Kosta Nedeljković;rs SRB;DF;RB Leipzig;19-159;2005,0;5,3;Matches;53,4;3,02;12,45;21,89;19,25;0,94;53,4;0,75;0,19;4,72;0,38;9,43;22,64;126,42;65,28;1,89;1,32;0,19;0,75;0,19;32,08;5,09;1,13;0,21;1,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
191;Kristijan Jakić;hr CRO;MF;Augsburg;28-010;1997,0;25,6;Matches;53,16;2,89;12,58;30,86;10,27;1,33;53,16;1,13;0,55;1,89;0,51;1,75;27,46;116,33;51,72;0,94;0,51;0,12;1,52;0,82;32,34;1,91;1,64;0,06;1,37;0,04;0,12;0,08;0,04;0,0;0,27;0,01;0,23;0,0;0,0;0,0;0,04;0,0
359;Lars Ritzka;de GER;DF,MF;St. Pauli;27-017;1998,0;10,2;Matches;55,59;3,92;21,08;23,92;10,69;0,59;55,59;0,1;0,0;0,0;0,1;9,8;15,78;62,75;37,94;0,78;0,59;0,0;0,59;0,39;25,78;3,33;1,18;0,11;1,08;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
362;Lasse Rosenboom;de GER;DF;Holstein Kiel;23-125;2002,0;19,3;Matches;40,41;3,99;16,79;15,13;8,81;1,87;40,41;0,98;0,36;1,91;0,57;3,0;14,72;74,2;29,27;0,98;0,67;0,16;1,87;0,67;17,36;2,59;1,3;0,07;1,14;0,0;0,0;0,1;0,05;0,0;0,16;0,01;0,16;0,0;0,0;0,0;0,0;0,0
190;Lee Jae-sung;kr KOR;MF;Mainz 05;32-287;1992,0;29,4;Matches;47,11;1,46;7,48;21,9;18,2;4,22;47,11;1,02;0,37;1,25;0,54;1,81;23,78;80,54;31,56;0,95;0,78;0,34;2,48;0,92;31,9;5,61;2,48;0,08;2,18;0,0;0,07;0,07;0,17;0,0;0,48;0,02;0,37;0,0;0,0;0,03;0,07;0,0
260;Lennard Maloney;us USA;MF;Heidenheim;25-228;1999,0;8,4;Matches;45,0;4,52;21,79;20,71;2,74;0,6;45,0;0,48;0,12;2,98;0,36;8,93;17,5;58,57;24,52;0,12;0,12;0,0;1,31;0,12;19,17;0,0;0,83;0,1;0,71;0,0;0,0;0,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
406;Leo Skiri Østigård;no NOR;DF;Hoffenheim;25-177;1999,0;10,3;Matches;72,52;11,36;34,47;36,31;1,94;1,17;72,52;0,29;0,19;6,48;0,1;3,23;33,4;153,3;61,17;0,0;0,1;0,0;0,1;0,1;36,8;0,1;0,87;0,08;0,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
142;Leon Goretzka;de GER;MF,DF;Bayern Munich;30-107;1995,0;14,7;Matches;93,4;3,2;15,24;59,05;19,66;1,84;93,4;0,54;0,48;5,95;0,07;0,85;54,01;289,32;155,03;2,38;2,38;0,2;0,27;0,27;71,5;1,9;1,9;0,13;1,43;0,0;0,14;0,14;0,07;0,14;0,14;0,01;0,14;0,0;0,0;0,0;0,0;0,0
51;Leonardo Bittencourt;de GER;MF;Werder Bremen;31-156;1993,0;10,9;Matches;73,49;0,73;13,58;41,74;18,81;1,83;73,49;0,46;0,09;1,83;0,28;5,5;48,62;222,84;91,01;1,74;1,19;0,18;1,1;0,18;53,49;3,49;3,58;0,33;2,57;0,18;0,0;0,37;0,37;0,09;0,46;0,04;0,46;0,0;0,0;0,0;0,0;0,0
416;Leonidas Stergiou;ch SUI;DF;Stuttgart;23-082;2002,0;9,5;Matches;67,58;3,37;18,0;33,89;16,0;0,95;67,58;0,63;0,42;7,02;0,21;3,51;35,68;161,68;67,37;1,16;1,37;0,21;0,63;0,42;39,58;3,37;1,26;0,13;0,95;0,11;0,21;0,0;0,0;0,0;0,63;0,07;0,42;0,0;0,21;0,0;0,0;0,0
350;Leopold Querfeld;at AUT;DF;Union Berlin;21-155;2003,0;19,4;Matches;54,95;9,07;28,97;23,56;2,78;1,75;54,95;0,46;0,15;1,72;0,26;2,87;27,37;127,78;68,87;0,15;0,1;0,0;0,26;0,1;29,59;0,26;1,34;0,07;1,24;0,0;0,0;0,05;0,05;0,0;0,1;0,01;0,1;0,0;0,0;0,0;0,0;0,0
377;Leroy Sané;de GER;FW;Bayern Munich;29-133;1996,0;18,2;Matches;65,05;0,44;3,74;21,92;40,44;6,65;65,05;5,49;2,14;2,14;3,02;3,02;43,24;274,89;124,51;4,12;2,58;2,09;3,57;1,48;52,36;14,62;4,18;0,23;3,02;0,05;0,44;0,27;0,27;0,11;0,49;0,03;0,38;0,0;0,05;0,0;0,0;0,05
175;Lewis Holtby;de GER;MF;Holstein Kiel;34-248;1990,0;13,8;Matches;61,38;3,12;18,26;31,09;12,39;1,01;61,38;1,09;0,51;3,38;0,51;3,38;26,96;113,7;50,58;1,01;0,72;0,07;1,09;0,58;35,14;2,46;2,68;0,19;1,38;0,94;0,0;0,07;0,22;0,07;0,22;0,02;0,07;0,07;0,0;0,0;0,07;0,0
319;Loïs Openda;be BEL;FW,MF;RB Leipzig;25-097;2000,0;27,3;Matches;33,11;0,44;1,98;13,48;18,02;5,79;33,08;2,71;0,81;1,09;1,36;1,83;19,08;109,45;54,1;2,12;0,95;1,36;3,0;0,99;26,3;8,39;2,42;0,09;1,5;0,0;0,15;0,37;0,4;0,0;0,37;0,01;0,18;0,0;0,0;0,07;0,11;0,0
214;Luca Kerber;de GER;MF,DF;Heidenheim;23-075;2002,0;8,7;Matches;41,84;3,79;15,06;19,89;7,13;1,26;41,84;0,57;0,11;2,3;0,34;6,9;20,11;77,7;29,31;0,11;0,0;0,11;1,38;0,46;22,87;1,38;1,03;0,12;0,8;0,0;0,0;0,11;0,11;0,0;0,11;0,01;0,0;0,0;0,0;0,11;0,0;0,0
299;Luca Netz;de GER;DF;Gladbach;22-009;2003,0;10,8;Matches;61,67;4,07;22,31;23,8;15,93;1,57;61,67;1,94;0,56;2,65;1,3;6,18;26,67;110,93;61,85;1,48;1,02;0,28;1,3;0,93;35,83;5,09;2,5;0,23;2,31;0,09;0,0;0,0;0,0;0,09;0,37;0,03;0,37;0,0;0,0;0,0;0,0;0,0
337;Luca Philipp;de GER;GK;Hoffenheim;24-177;2000,0;6,0;Matches;35,83;29,5;35,5;0,33;0,0;0,0;35,83;0,0;0,0;;0,0;;16,67;88,33;38,33;0,0;0,0;0,0;0,0;0,0;14,83;0,0;0,17;0,03;0,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
173;Lucas Höler;de GER;FW,MF;Freiburg;30-318;1994,0;20,7;Matches;41,26;1,93;6,38;18,45;17,0;4,3;41,21;1,64;0,87;2,56;0,63;1,85;19,08;76,96;32,51;1,01;0,58;0,34;2,51;1,16;27,58;5,89;2,46;0,12;1,79;0,05;0,1;0,34;0,19;0,0;0,29;0,01;0,14;0,0;0,05;0,05;0,05;0,0
437;Lucas Tousart;fr FRA;MF;Union Berlin;28-025;1997,0;6,2;Matches;42,58;5,0;13,55;20,65;9,19;3,23;42,58;1,77;0,81;7,34;0,97;8,79;15,16;73,06;31,61;0,65;0,0;0,16;1,29;0,81;16,29;2,1;1,94;0,31;1,29;0,0;0,0;0,32;0,16;0,16;0,32;0,05;0,16;0,0;0,0;0,16;0,0;0,0
94;Lukas Daschner;de GER;MF,FW;Bochum;26-235;1998,0;4,6;Matches;46,3;1,09;5,65;21,74;19,57;3,04;46,09;3,26;1,09;7,24;2,17;14,5;25,22;131,74;56,52;1,74;1,52;0,22;4,57;0,43;28,48;4,13;2,17;0,47;1,52;0,43;0,22;0,0;0,0;0,0;0,22;0,05;0,22;0,0;0,0;0,0;0,0;0,0
218;Lukas Klostermann;de GER;DF;RB Leipzig;28-355;1996,0;20,4;Matches;72,16;7,89;29,8;36,81;5,78;0,64;72,16;0,25;0,2;3,92;0,05;0,98;36,86;149,56;77,11;0,78;0,69;0,05;0,44;0,0;48,43;1,27;0,83;0,04;0,69;0,1;0,0;0,05;0,0;0,0;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0
236;Lukas Kübler;de GER;DF;Freiburg;32-267;1992,0;20,5;Matches;61,85;3,66;18,05;31,71;12,59;1,27;61,85;0,44;0,0;0,0;0,34;3,8;25,32;115,76;53,22;1,17;0,83;0,15;0,59;0,34;33,22;2,39;1,27;0,06;1,02;0,05;0,0;0,2;0,0;0,0;0,2;0,01;0,15;0,0;0,0;0,05;0,0;0,0
307;Lukas Nmecha;de GER;FW,MF;Wolfsburg;26-161;1998,0;5,2;Matches;35,19;1,35;3,27;15,19;17,12;4,62;35,19;1,54;0,77;9,62;0,58;7,21;20,96;90,38;33,27;1,54;0,77;0,58;2,69;0,58;26,73;6,15;1,54;0,3;0,96;0,0;0,19;0,19;0,19;0,0;0,19;0,04;0,0;0,0;0,0;0,19;0,0;0,0
443;Lukas Ullrich;de GER;DF;Gladbach;21-069;2004,0;21,1;Matches;50,85;3,89;20,47;20,57;10,33;1,23;50,85;1,14;0,38;1,58;0,62;2,57;25,17;129,57;64,93;1,47;0,9;0,19;1,0;0,57;29,0;3,36;1,33;0,06;1,14;0,05;0,05;0,05;0,05;0,0;0,24;0,01;0,24;0,0;0,0;0,0;0,0;0,0
180;Lukáš Hrádecký;fi FIN;GK;Leverkusen;35-181;1989,0;29,0;Matches;33,17;26,97;32,83;0,38;0,0;0,0;33,17;0,0;0,0;;0,0;;18,55;100,86;56,48;0,0;0,0;0,0;0,0;0,0;17,38;0,0;0,14;0,0;0,14;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,03;0,0;0,0;0,0;0,0;0,0
130;Lutsharel Geertruida;nl NED;DF;RB Leipzig;24-310;2000,0;17,3;Matches;73,18;3,53;21,68;43,82;8,5;1,1;73,18;0,81;0,4;2,89;0,4;2,89;37,11;150,98;78,44;1,21;0,87;0,17;0,81;0,23;48,5;1,97;1,45;0,08;1,27;0,06;0,0;0,0;0,0;0,12;0,06;0,0;0,06;0,0;0,0;0,0;0,0;0,0
41;László Bénes;sk SVK;MF,FW;Union Berlin;27-257;1997,0;6,5;Matches;61,54;0,15;8,15;29,08;24,62;2,0;61,54;0,77;0,15;3,08;0,62;12,31;31,85;121,23;54,15;0,92;1,08;0,46;1,23;0,77;38,0;5,23;4,62;0,7;2,62;1,85;0,0;0,15;0,0;0,0;0,15;0,02;0,0;0,15;0,0;0,0;0,0;0,0
391;Léo Scienza;br BRA;FW,MF;Heidenheim;26-253;1998,0;12,8;Matches;45,62;0,62;5,55;19,38;22,34;3,44;45,62;6,48;2,89;3,48;2,73;3,3;28,75;267,42;166,09;5,47;3,12;1,33;3,2;1,02;28,83;7,03;6,41;0,5;2,42;1,56;0,78;0,23;1,41;0,0;0,55;0,04;0,23;0,16;0,0;0,0;0,16;0,0
451;Maarten Vandevoordt;be BEL;GK;RB Leipzig;23-087;2002,0;4,8;Matches;38,54;27,29;36,25;2,29;0,0;0,0;38,54;0,0;0,0;;0,0;;20,62;100,0;58,33;0,0;0,0;0,0;0,0;0,0;18,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
220;Magnus Knudsen;no NOR;MF;Holstein Kiel;23-343;2001,0;20,6;Matches;47,91;2,91;16,12;26,6;5,49;0,44;47,91;0,78;0,44;2,73;0,34;2,13;23,69;121,7;59,27;0,78;0,49;0,1;1,26;0,49;29,76;1,21;1,55;0,08;1,21;0,0;0,05;0,1;0,19;0,0;0,19;0,01;0,19;0,0;0,0;0,0;0,0;0,0
91;Mahmoud Dahoud;de GER;MF;Eint Frankfurt;29-143;1996,0;4,0;Matches;65,75;2,0;16,25;37,5;12,25;0,75;65,75;0,75;0,25;8,32;0,5;16,68;40,0;130,25;52,75;0,25;1,5;0,0;1,0;0,5;48,0;1,5;3,25;0,8;2,5;0,0;0,0;0,5;0,0;0,25;0,5;0,12;0,25;0,0;0,0;0,0;0,0;0,25
372;Manolis Saliakas;gr GRE;MF,DF;St. Pauli;28-254;1996,0;25,7;Matches;60,7;2,84;17,39;26,77;16,73;1,17;60,7;0,35;0,12;1,3;0,19;2,16;25,41;92,72;50,31;1,09;1,32;0,08;0,23;0,23;34,09;3,11;2,3;0,09;1,67;0,39;0,04;0,08;0,12;0,0;0,19;0,01;0,16;0,0;0,0;0,0;0,04;0,0
300;Manuel Neuer;de GER;GK;Bayern Munich;39-058;1986,0;22,0;Matches;43,45;25,14;40,91;2,64;0,0;0,0;43,45;0,05;0,05;4,55;0,0;0,0;29,0;148,18;85,45;0,0;0,0;0,0;0,0;0,0;31,68;0,0;0,14;0,01;0,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
370;Marcel Sabitzer;at AUT;MF;Dortmund;31-068;1994,0;18,0;Matches;57,11;2,06;7,28;32,28;17,89;1,72;57,11;0,83;0,33;2,22;0,5;3,33;32,06;138,56;69,72;1,33;1,72;0,17;1,22;0,67;39,83;3,89;2,33;0,13;1,44;0,17;0,06;0,33;0,06;0,28;0,33;0,02;0,11;0,0;0,0;0,0;0,06;0,17
122;Marco Friedl;at AUT;DF;Werder Bremen;27-069;1998,0;24,0;Matches;73,71;10,46;42,71;29,79;1,46;0,21;73,71;0,33;0,25;3,12;0,08;1,04;44,54;201,5;87,83;0,17;0,21;0,0;0,5;0,29;45,88;0,04;0,54;0,02;0,38;0,08;0,0;0,08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
152;Marco Grüll;at AUT;FW,MF;Werder Bremen;26-322;1998,0;13,1;Matches;37,79;0,46;3,28;16,41;18,7;4,05;37,79;2,98;0,99;2,54;1,76;4,5;24,2;123,44;47,56;1,83;1,45;0,69;3,28;2,98;27,56;7,1;3,13;0,24;2,21;0,0;0,23;0,31;0,38;0,0;0,38;0,03;0,15;0,0;0,0;0,08;0,15;0,0
225;Marco Komenda;hr CRO;DF;Holstein Kiel;28-179;1996,0;14,5;Matches;62,41;7,52;31,86;26,9;3,72;0,76;62,41;0,07;0,07;6,9;0,0;0,0;30,34;126,28;75,59;0,9;0,55;0,07;0,21;0,0;41,1;1,1;1,59;0,11;1,45;0,0;0,07;0,0;0,0;0,07;0,07;0,0;0,07;0,0;0,0;0,0;0,0;0,0
144;Mario Götze;de GER;MF,FW;Eint Frankfurt;32-355;1992,0;17,1;Matches;57,66;0,7;9,24;28,83;20,29;2,51;57,66;1,35;0,53;2,29;0,7;3,05;36,08;143,63;70,99;1,7;1,35;0,35;1,52;1,58;41,29;5,61;3,39;0,2;3,16;0,18;0,0;0,0;0,06;0,0;0,18;0,01;0,18;0,0;0,0;0,0;0,0;0,0
65;Marius Bülter;de GER;FW,DF;Hoffenheim;32-056;1993,0;19,2;Matches;40,31;1,3;5,62;15,47;19,74;4,32;40,31;2,45;1,25;2,66;1,15;2,44;26,61;152,29;74,74;2,97;1,25;1,2;2,03;1,09;30,0;8,07;2,5;0,13;1,77;0,0;0,16;0,16;0,36;0,05;0,36;0,02;0,21;0,0;0,1;0,0;0,05;0,0
286;Marius Müller;de GER;GK;Wolfsburg;31-316;1993,0;5,3;Matches;43,58;32,26;43,02;0,57;0,0;0,0;43,58;0,0;0,0;;0,0;;27,74;131,13;75,47;0,0;0,0;0,0;0,0;0,0;23,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
481;Marius Wolf;de GER;DF;Augsburg;29-362;1995,0;23,8;Matches;59,96;2,27;12,69;25,17;22,86;1,93;59,96;1,81;0,8;1,86;0,92;2,15;26,34;104,58;57,23;1,51;0,8;0,34;1,05;0,67;32,31;3,99;3,36;0,14;2,23;0,71;0,25;0,04;0,13;0,0;0,25;0,01;0,13;0,08;0,04;0,0;0,0;0,0
189;Marko Ivezić;rs SRB;DF;Holstein Kiel;23-173;2001,0;18,4;Matches;63,91;9,51;37,12;25,43;1,85;0,76;63,91;0,38;0,22;3,1;0,11;1,55;32,39;143,7;69,67;0,16;0,38;0,0;0,92;0,38;40,54;0,49;0,65;0,04;0,54;0,0;0,0;0,0;0,05;0,05;0,05;0,0;0,05;0,0;0,0;0,0;0,0;0,0
68;Marnon Busch;de GER;DF,MF;Heidenheim;30-167;1994,0;15,5;Matches;66,45;5,1;24,39;30,19;12,26;0,58;66,45;0,52;0,19;2,42;0,26;3,23;31,94;147,61;78,52;1,42;1,29;0,06;0,84;0,06;35,68;2,77;1,74;0,11;1,35;0,26;0,0;0,13;0,0;0,0;0,06;0,0;0,0;0,0;0,0;0,06;0,0;0,0
428;Martin Terrier;fr FRA;MF,FW;Leverkusen;28-081;1997,0;6,5;Matches;38,46;0,46;2,0;16,46;20,15;5,38;38,46;0,62;0,31;7,69;0,31;7,69;19,85;88,92;42,46;1,69;0,62;0,62;1,69;0,92;31,54;5,38;3,23;0,5;2,46;0,15;0,0;0,31;0,31;0,0;0,46;0,07;0,46;0,0;0,0;0,0;0,0;0,0
108;Marvin Ducksch;de GER;FW;Werder Bremen;31-078;1994,0;26,9;Matches;41,08;1,15;3,09;16,99;21,38;4,31;41,0;0,71;0,26;1,37;0,41;2,15;20,0;67,88;30,33;0,97;0,74;0,45;1,15;0,41;25,02;6,17;3,83;0,14;2,16;1,38;0,04;0,22;0,0;0,04;0,45;0,02;0,33;0,07;0,0;0,04;0,0;0,0
123;Marvin Friedrich;de GER;DF;Gladbach;29-162;1995,0;11,0;Matches;74,73;8,18;38,73;33,64;2,45;1,55;74,73;0,18;0,18;9,09;0,0;0,0;45,64;224,0;116,73;1,0;0,27;0,0;0,45;0,27;53,0;0,27;0,82;0,07;0,73;0,0;0,0;0,09;0,0;0,0;0,09;0,01;0,0;0,0;0,0;0,09;0,0;0,0
341;Marvin Pieringer;de GER;FW,MF;Heidenheim;25-232;1999,0;24,5;Matches;34,65;1,27;4,2;17,43;13,39;3,96;34,53;1,43;0,65;1,87;0,61;1,75;19,06;80,78;32,49;0,94;0,9;0,2;2,82;0,98;24,78;4,69;2,82;0,11;1,96;0,04;0,2;0,29;0,29;0,04;0,29;0,01;0,12;0,0;0,0;0,04;0,08;0,04
230;Matej Kovar;cz CZE;GK;Leverkusen;25-007;2000,0;5,0;Matches;31,0;26,8;31,0;0,0;0,0;0,0;31,0;0,0;0,0;;0,0;;19,8;97,8;42,8;0,0;0,0;0,0;0,0;0,0;16,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
178;Mathias Honsak;at AUT;FW,DF;Heidenheim;28-155;1996,0;13,1;Matches;49,31;2,98;12,37;21,98;15,65;2,52;49,31;1,76;0,69;2,98;0,99;4,31;25,8;153,74;75,34;2,82;2,14;0,69;2,9;0,92;28,7;4,43;3,13;0,24;1,68;0,61;0,31;0,38;0,15;0,0;0,38;0,03;0,0;0,15;0,23;0,0;0,0;0,0
138;Matthias Ginter;de GER;DF;Freiburg;31-125;1994,0;28,5;Matches;63,72;6,95;29,65;30,39;3,96;1,96;63,72;0,21;0,14;2,34;0,07;1,17;34,77;177,68;98,91;0,39;0,42;0,04;0,35;0,0;42,28;0,56;0,95;0,03;0,7;0,07;0,0;0,11;0,07;0,0;0,14;0,0;0,11;0,0;0,0;0,0;0,04;0,0
421;Mattias Svanberg;se SWE;MF;Wolfsburg;26-139;1999,0;13,5;Matches;38,52;2,0;8,52;18,44;12,07;1,85;38,52;1,85;0,74;2,96;0,96;3,85;17,41;80,15;36,22;0,81;1,26;0,07;1,41;0,74;20,67;2,89;2,15;0,16;0,96;0,67;0,07;0,07;0,3;0,07;0,37;0,03;0,07;0,0;0,07;0,0;0,15;0,07
47;Matúš Bero;sk SVK;MF;Bochum;29-260;1995,0;28,5;Matches;56,81;2,04;9,02;26,21;22,35;1,96;56,77;1,93;0,67;1,21;1,26;2,3;25,82;112,49;49,75;1,02;1,3;0,32;1,61;0,81;29,23;3,89;4,21;0,15;2,25;1,44;0,14;0,21;0,11;0,07;0,25;0,01;0,07;0,07;0,07;0,04;0,0;0,0
134;Max Geschwill;de GER;DF;Holstein Kiel;23-321;2001,0;14,2;Matches;58,24;5,63;29,01;24,51;5,07;0,92;58,24;0,35;0,14;2,82;0,21;4,23;26,69;114,86;55,0;0,42;0,28;0,0;0,35;0,14;33,66;1,13;1,69;0,12;1,27;0,14;0,0;0,14;0,0;0,14;0,14;0,01;0,07;0,0;0,0;0,0;0,0;0,07
280;Max Moerstedt;de GER;FW;Hoffenheim;;;5,0;Matches;31,8;1,2;3,0;12,4;17,0;6,2;31,8;0,8;0,2;5,0;0,6;15,0;16,8;62,0;25,6;1,2;0,4;0,6;2,6;2,2;25,0;7,2;3,2;0,64;2,2;0,0;0,2;0,2;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
363;Max Rosenfelder;de GER;DF;Freiburg;22-103;2003,0;13,9;Matches;59,42;6,76;26,4;28,35;5,32;0,79;59,42;1,8;1,01;4,03;0,72;2,88;32,01;194,32;106,26;1,73;0,94;0,29;0,36;0,14;37,05;1,29;1,08;0,08;0,72;0,0;0,22;0,0;0,07;0,07;0,07;0,01;0,07;0,0;0,0;0,0;0,0;0,0
244;Maxim Leitsch;de GER;DF;Mainz 05;27-006;1998,0;7,5;Matches;63,07;8,4;28,53;29,87;4,67;1,73;63,07;0,13;0,0;0,0;0,0;0,0;23,07;101,2;43,87;0,53;0,67;0,0;1,07;0,4;32,0;0,67;0,93;0,12;0,8;0,0;0,0;0,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
16;Maximilian Arnold;de GER;MF;Wolfsburg;30-362;1994,0;26,2;Matches;60,15;3,28;13,59;35,38;11,76;0,27;60,15;0,23;0,04;0,64;0,11;1,91;30,04;117,14;45,8;0,34;0,42;0,0;0,69;0,42;33,78;0,61;3,17;0,12;1,79;1,18;0,04;0,04;0,11;0,0;0,38;0,01;0,11;0,27;0,0;0,0;0,0;0,0
30;Maximilian Bauer;de GER;DF;Augsburg;25-104;2000,0;7,3;Matches;57,81;6,16;24,25;30,41;3,29;0,41;57,81;0,0;0,0;;0,0;;29,59;135,75;73,84;0,55;0,55;0,0;0,82;0,27;35,62;0,96;0,55;0,08;0,27;0,0;0,0;0,0;0,14;0,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
