Rk;Player;Nation;Pos;Squad;Age;Born;90s;Matches;Touches_per90;Def Pen_per90;Def 3rd_per90;Mid 3rd_per90;Att 3rd_per90;Att Pen_per90;Live_per90;Att_per90;Succ_per90;Succ%_per90;Tkld_per90;Tkld%_per90;Carries_per90;TotDist_per90;PrgDist_per90;PrgC_per90;1/3_per90;CPA_per90;Mis_per90;Dis_per90;Rec_per90;PrgR_per90;SCA_per90;SCA90_per90;PassLive_per90;PassDead_per90;TO_per90;Sh_per90;Fld_per90;Def_per90;GCA_per90;GCA90_per90;PassLive.1_per90;PassDead.1_per90;TO.1_per90;Sh.1_per90;Fld.1_per90;Def.1_per90
38;Maximilian Beier;de GER;FW,MF;Dortmund;22-219;2002,0;17,7;Matches;34,92;0,9;4,12;13,84;17,4;4,97;34,92;2,88;1,24;2,44;1,53;2,99;19,1;83,67;42,26;1,36;0,68;0,51;2,2;1,47;23,9;7,01;3,11;0,18;2,15;0,0;0,34;0,23;0,17;0,23;0,4;0,02;0,28;0,0;0,06;0,06;0,0;0,0
112;Maximilian Eggestein;de GER;MF;Freiburg;28-167;1996,0;31,6;Matches;55,6;2,09;12,75;33,35;9,97;1,58;55,6;0,76;0,35;1,45;0,41;1,72;25,73;132,22;66,68;1,08;0,79;0,09;0,89;0,6;34,59;1,3;1,61;0,05;1,33;0,0;0,03;0,09;0,13;0,03;0,16;0,01;0,16;0,0;0,0;0,0;0,0;0,0
278;Maximilian Mittelstädt;de GER;DF;Stuttgart;28-067;1997,0;27,4;Matches;87,04;3,87;19,16;44,71;23,58;1,17;87,04;1,39;0,77;2,02;0,51;1,34;45,66;220,77;106,17;2,26;1,9;0,07;0,88;0,29;56,24;5,66;3,58;0,13;3,18;0,29;0,07;0,0;0,0;0,04;0,55;0,02;0,51;0,04;0,0;0,0;0,0;0,0
480;Maximilian Wittek;de GER;DF;Bochum;29-276;1995,0;30,1;Matches;62,52;3,49;16,94;29,14;17,01;0,66;62,52;1,0;0,4;1,33;0,47;1,55;25,55;116,15;59,24;1,56;1,43;0,23;1,26;0,4;28,57;2,76;3,32;0,11;2,06;0,93;0,03;0,17;0,13;0,0;0,2;0,01;0,1;0,03;0,0;0,03;0,03;0,0
361;Merlin Röhl;de GER;MF,FW;Freiburg;22-323;2002,0;10,7;Matches;37,66;0,56;4,3;18,22;15,79;2,62;37,66;3,74;1,12;2,8;2,34;5,84;20,28;137,85;57,01;1,87;1,4;0,84;4,21;2,06;23,93;5,61;2,34;0,22;1,78;0,0;0,09;0,19;0,19;0,09;0,28;0,03;0,09;0,0;0,0;0,09;0,09;0,0
226;Mert Kömür;de GER;MF;Augsburg;19-311;2005,0;7,3;Matches;42,88;1,1;5,89;16,85;20,68;2,33;42,88;3,01;1,64;7,47;0,96;4,36;25,34;143,42;75,34;2,47;2,33;0,55;3,01;3,15;29,73;6,3;3,42;0,47;1,23;1,51;0,27;0,27;0,14;0,0;0,14;0,02;0,0;0,14;0,0;0,0;0,0;0,0
147;Michael Gregoritsch;at AUT;FW;Freiburg;31-036;1994,0;7,1;Matches;30,99;0,85;3,8;13,52;13,94;4,65;30,99;0,99;0,56;8,04;0,42;6,04;13,24;59,86;28,45;0,85;0,42;0,42;1,97;1,27;20,99;5,07;2,68;0,38;2,11;0,0;0,14;0,28;0,0;0,14;0,7;0,1;0,42;0,0;0,0;0,28;0,0;0,0
315;Michael Olise;fr FRA;FW,MF;Bayern Munich;23-163;2001,0;25,9;Matches;75,56;0,69;4,13;25,68;46,64;5,71;75,56;5,83;2,78;1,84;2,32;1,53;50,39;286,41;147,03;4,59;2,66;1,78;2,28;1,12;60,08;14,71;6,53;0,25;4,67;0,66;0,58;0,27;0,35;0,0;0,97;0,04;0,5;0,12;0,08;0,12;0,15;0,0
491;Michael Zetterer;de GER;GK;Werder Bremen;29-316;1995,0;34,0;Matches;40,91;33,91;40,41;0,53;0,0;0,0;40,91;0,03;0,03;2,94;0,0;0,0;29,41;190,38;97,41;0,0;0,0;0,0;0,03;0,0;24,41;0,0;0,15;0,0;0,15;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,03;0,0;0,0;0,0;0,0;0,0
209;Mikkel Kaufmann;dk DEN;FW;Heidenheim;24-141;2001,0;4,1;Matches;33,9;1,46;4,63;17,32;12,44;2,93;33,9;1,71;0,49;6,98;0,73;10,46;18,78;89,51;41,71;0,98;1,46;0,98;2,68;0,49;24,15;5,12;2,93;0,71;1,71;0,24;0,0;0,24;0,73;0,0;0,24;0,06;0,0;0,0;0,0;0,0;0,24;0,0
455;Miloš Veljković;rs SRB;DF;Werder Bremen;29-240;1995,0;11,4;Matches;64,74;5,88;28,68;32,28;3,95;0,44;64,74;0,0;0,0;;0,0;;40,35;179,56;100,53;0,79;0,53;0,0;0,18;0,18;44,47;0,18;1,23;0,11;1,23;0,0;0,0;0,0;0,0;0,0;0,09;0,01;0,09;0,0;0,0;0,0;0,0;0,0
472;Mitchell Weiser;de GER;DF,MF;Werder Bremen;31-033;1994,0;31,9;Matches;61,1;1,88;12,54;29,12;20,09;3,42;61,1;2,63;1,1;1,31;1,29;1,53;31,03;132,26;66,8;2,04;1,38;0,41;2,23;1,13;37,93;6,27;2,73;0,09;2,29;0,06;0,06;0,09;0,16;0,06;0,41;0,01;0,38;0,0;0,0;0,03;0,0;0,0
13;Mohamed Amoura;dz ALG;FW;Wolfsburg;25-015;2000,0;27,4;Matches;40,36;0,62;4,34;14,05;22,96;4,64;40,29;3,32;1,35;1,49;1,75;1,92;22,92;149,93;75,44;2,96;1,68;1,28;3,14;0,66;26,75;8,91;2,92;0,11;2,04;0,07;0,22;0,36;0,15;0,07;0,47;0,02;0,44;0,0;0,04;0,0;0,0;0,0
154;Morgan Guilavogui;gn GUI;FW,MF;St. Pauli;27-075;1998,0;20,1;Matches;41,39;1,49;5,77;17,06;19,1;5,12;41,39;2,39;1,04;2,18;1,09;2,28;19,1;104,38;51,49;2,09;1,39;1,09;2,49;1,19;28,11;6,72;2,59;0,13;1,89;0,0;0,35;0,15;0,1;0,1;0,2;0,01;0,1;0,0;0,05;0,05;0,0;0,0
60;Moritz Broschinski;de GER;FW,MF;Bochum;24-243;2000,0;15,4;Matches;35,84;1,23;3,51;13,7;19,29;4,42;35,84;3,44;0,91;1,71;2,47;4,66;20,91;122,53;52,86;2,4;1,36;0,84;4,48;2,14;25,0;8,44;2,34;0,15;1,75;0,0;0,19;0,26;0,13;0,0;0,26;0,02;0,13;0,0;0,06;0,06;0,0;0,0
196;Moritz Jenz;de GER;DF;Mainz 05;26-024;1999,0;17,8;Matches;61,69;9,04;31,74;28,09;2,02;1,12;61,69;0,28;0,11;2,25;0,11;2,25;28,65;123,88;53,82;0,06;0,11;0,06;0,39;0,0;33,26;0,17;0,62;0,03;0,45;0,0;0,0;0,17;0,0;0,0;0,11;0,01;0,06;0,0;0,0;0,06;0,0;0,0
302;Moritz Nicolas;de GER;GK;Gladbach;27-215;1997,0;18,2;Matches;46,04;38,02;45,88;0,16;0,0;0,0;46,04;0,0;0,0;;0,0;;31,59;152,36;85,05;0,0;0,0;0,0;0,0;0,0;27,91;0,0;0,05;0,0;0,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
52;Myron Boadu;nl NED;FW;Bochum;24-130;2001,0;11,6;Matches;24,74;0,6;1,64;10,6;12,93;3,97;24,66;1,98;0,95;4,12;1,03;4,5;15,43;72,41;29,57;1,03;0,78;0,6;2,59;1,29;18,02;6,03;2,59;0,22;1,9;0,0;0,34;0,09;0,26;0,0;0,26;0,02;0,09;0,0;0,17;0,0;0,0;0,0
12;Nadiem Amiri;de GER;MF;Mainz 05;28-209;1996,0;27,5;Matches;76,11;1,64;13,09;42,15;21,96;1,78;76,04;2,44;1,16;1,74;1,13;1,68;41,24;196,87;93,75;1,82;1,56;0,51;1,53;0,98;47,53;2,33;4,33;0,16;2,69;1,09;0,22;0,18;0,11;0,04;0,55;0,02;0,47;0,0;0,0;0,07;0,0;0,0
292;Nathan N'Goumou;cm CMR;FW;Gladbach;25-071;2000,0;9,2;Matches;41,96;1,41;7,39;14,35;20,87;5,98;41,96;2,93;0,98;3,62;1,3;4,83;23,37;158,26;92,5;3,26;1,96;1,74;1,3;1,2;28,04;9,24;2,39;0,26;1,74;0,0;0,22;0,33;0,11;0,0;0,54;0,06;0,43;0,0;0,0;0,11;0,0;0,0
427;Nathan Tella;ng NGA;MF,FW;Leverkusen;25-323;1999,0;15,1;Matches;35,03;0,53;3,58;12,52;19,21;4,44;35,03;3,38;1,26;2,47;1,66;3,25;20,4;113,11;53,71;2,52;0,86;1,13;2,58;1,06;25,76;8,61;2,12;0,14;1,52;0,0;0,2;0,26;0,13;0,0;0,46;0,03;0,4;0,0;0,07;0,0;0,0;0,0
61;Nathaniel Brown;de GER;DF,MF;Eint Frankfurt;21-342;2003,0;21,6;Matches;54,35;1,99;14,54;22,45;18,01;2,31;54,35;1,53;0,51;1,54;0,79;2,38;27,78;150,88;77,78;2,08;1,44;0,28;1,39;0,56;30,46;5,51;2,96;0,14;2,04;0,74;0,0;0,09;0,09;0,0;0,51;0,02;0,32;0,14;0,0;0,05;0,0;0,0
239;Nediljko Labrović;hr CRO;GK;Augsburg;25-226;1999,0;15,0;Matches;36,4;30,07;35,8;0,6;0,0;0,0;36,4;0,0;0,0;;0,0;;20,4;104,73;61,53;0,0;0,0;0,0;0,0;0,0;15,87;0,0;0,07;0,0;0,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
471;Nelson Weiper;de GER;FW,MF;Mainz 05;20-068;2005,0;7,8;Matches;39,87;0,64;2,82;16,28;21,03;6,41;39,87;2,69;1,28;6,1;1,41;6,72;19,1;90,0;31,79;1,54;0,77;0,64;6,92;1,41;27,31;7,95;2,05;0,26;1,41;0,0;0,26;0,38;0,0;0,0;0,26;0,03;0,26;0,0;0,0;0,0;0,0;0,0
482;Nick Woltemade;de GER;FW,MF;Stuttgart;23-099;2002,0;18,0;Matches;43,78;1,06;3,33;18,44;22,5;8,83;43,61;3,94;1,72;2,43;2,06;2,89;26,11;126,0;53,94;1,72;1,56;1,22;4,67;2,78;34,61;7,83;4,39;0,24;3,06;0,0;0,44;0,67;0,17;0,06;0,56;0,03;0,28;0,0;0,22;0,06;0,0;0,0
115;Nico Elvedi;ch SUI;DF;Gladbach;28-236;1996,0;23,7;Matches;77,09;14,85;44,39;30,8;2,03;0,72;77,09;0,0;0,0;;0,0;;40,21;200,17;107,17;0,84;0,51;0,0;0,25;0,04;48,61;0,21;0,68;0,03;0,63;0,0;0,0;0,04;0,0;0,0;0,17;0,01;0,13;0,0;0,0;0,04;0,0;0,0
386;Nico Schlotterbeck;de GER;DF;Dortmund;25-174;1999,0;22,0;Matches;104,41;8,77;37,77;60,82;6,82;0,95;104,41;1,0;0,64;2,89;0,23;1,03;66,68;302,09;186,68;1,68;1,36;0,05;0,55;0,45;76,09;0,64;2,27;0,1;1,86;0,18;0,05;0,09;0,05;0,05;0,27;0,01;0,18;0,09;0,0;0,0;0,0;0,0
354;Nicolai Remberg;de GER;MF;Holstein Kiel;24-339;2000,0;26,9;Matches;48,92;4,5;15,95;28,14;5,46;0,97;48,92;0,93;0,26;1,04;0,48;1,93;20,52;106,06;50,04;0,93;0,71;0,0;0,82;0,67;27,62;1,15;1,12;0,04;0,89;0,0;0,0;0,11;0,11;0,0;0,11;0,0;0,11;0,0;0,0;0,0;0,0;0,0
170;Nicolas Höfler;de GER;MF;Freiburg;35-076;1990,0;8,8;Matches;54,77;4,2;15,23;32,27;7,73;0,45;54,77;0,45;0,45;11,36;0,0;0,0;22,61;97,95;21,7;0,11;0,34;0,11;1,14;1,14;30,34;0,34;1,48;0,17;1,36;0,0;0,0;0,0;0,11;0,0;0,11;0,01;0,11;0,0;0,0;0,0;0,0;0,0
392;Nicolas Seiwald;at AUT;MF,DF;RB Leipzig;24-020;2001,0;23,2;Matches;69,27;4,61;19,05;40,86;9,74;0,34;69,27;0,43;0,17;1,72;0,26;2,59;32,76;125,22;60,34;0,73;0,86;0,09;0,39;0,34;44,18;1,29;2,11;0,09;1,68;0,43;0,0;0,0;0,0;0,0;0,13;0,01;0,13;0,0;0,0;0,0;0,0;0,0
305;Niels Nkounkou;fr FRA;DF,MF;Eint Frankfurt;24-204;2000,0;4,2;Matches;70,24;3,81;22,14;31,67;18,33;1,9;70,24;3,81;1,67;10,43;1,67;10,43;42,38;232,62;128,33;4,05;3,33;0,24;1,67;0,95;41,67;5,0;3,81;0,9;2,62;0,71;0,24;0,0;0,0;0,24;0,24;0,06;0,0;0,24;0,0;0,0;0,0;0,0
105;Niklas Dorsch;de GER;MF;Heidenheim;27-129;1998,0;14,8;Matches;53,92;2,16;12,84;32,43;9,93;0,54;53,92;0,95;0,47;3,38;0,41;2,9;31,01;159,73;68,45;0,88;0,68;0,07;1,08;0,88;33,04;1,42;0,07;0,19;0,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
414;Niklas Stark;de GER;DF;Werder Bremen;30-040;1995,0;23,4;Matches;66,58;6,88;34,74;29,79;2,09;0,6;66,58;0,04;0,04;4,27;0,0;0,0;37,69;151,5;66,2;0,3;0,13;0,0;0,3;0,0;42,86;0,13;0,47;0,02;0,38;0,04;0,0;0,0;0,04;0,0;0,09;0,0;0,09;0,0;0,0;0,0;0,0;0,0
420;Niklas Süle;de GER;DF;Dortmund;29-263;1995,0;11,7;Matches;88,72;8,8;37,26;45,38;6,41;0,77;88,72;0,6;0,26;3,67;0,34;4,88;57,09;242,39;131,54;1,28;1,03;0,0;0,26;0,0;68,21;0,85;1,28;0,11;1,2;0,0;0,0;0,0;0,09;0,0;0,09;0,01;0,09;0,0;0,0;0,0;0,0;0,0
453;Nikola Vasilj;ba BIH;GK;St. Pauli;29-173;1995,0;33,0;Matches;45,24;31,79;44,61;0,67;0,0;0,0;45,24;0,03;0,03;3,03;0,0;0,0;27,55;138,61;77,79;0,0;0,0;0,0;0,0;0,0;27,88;0,0;0,03;0,0;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
456;Nikolas Veratschnig;at AUT;DF,MF;Mainz 05;22-120;2003,0;4,0;Matches;50,0;1,75;9,0;18,0;23,5;4,5;50,0;2,75;0,5;4,55;1,75;15,9;24,75;108,5;52,75;1,75;0,75;0,5;1,75;0,75;25,5;7,5;2,25;0,56;1,5;0,5;0,0;0,0;0,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
83;Nnamdi Collins;de GER;DF;Eint Frankfurt;21-134;2004,0;16,5;Matches;67,09;5,15;24,91;32,79;9,64;1,15;67,09;2,06;0,73;2,14;1,09;3,21;37,76;199,82;86,06;1,82;1,27;0,36;1,03;0,67;41,82;2,55;0,55;0,03;0,42;0,0;0,12;0,0;0,0;0,0;0,18;0,01;0,06;0,0;0,12;0,0;0,0;0,0
19;Noah Atubolu;de GER;GK;Freiburg;22-364;2002,0;25,6;Matches;46,8;35,86;46,41;0,43;0,0;0,0;46,8;0,0;0,0;;0,0;;26,56;140,59;70,43;0,0;0,0;0,0;0,0;0,0;26,56;0,0;0,23;0,01;0,2;0,04;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
473;Noah Weißhaupt;de GER;FW,MF;St. Pauli;23-246;2001,0;12,9;Matches;39,46;0,47;4,73;14,88;20,47;3,33;39,46;2,95;1,01;2,65;1,32;3,47;23,72;156,51;78,29;3,26;2,09;1,32;2,87;0,85;27,52;7,29;3,26;0,25;1,47;0,62;0,31;0,16;0,7;0,0;0,08;0,01;0,08;0,0;0,0;0,0;0,0;0,0
283;Nordi Mukiele;fr FRA;DF;Leverkusen;27-204;1997,0;10,0;Matches;72,5;2,7;18,4;40,7;14,1;2,2;72,5;1,7;0,9;5,29;0,7;4,12;36,3;175,0;99,2;2,0;1,4;0,6;1,0;0,3;44,1;2,8;1,5;0,15;1,1;0,0;0,2;0,1;0,0;0,1;0,1;0,01;0,0;0,0;0,0;0,1;0,0;0,0
4;Oladapo Afolayan;eng ENG;FW,MF;St. Pauli;27-101;1998,0;18,2;Matches;40,71;0,71;4,62;16,7;20,05;3,41;40,71;5,38;2,64;2,69;2,36;2,41;27,2;189,67;76,48;2,91;2,36;1,54;3,46;2,47;30,49;5,93;2,86;0,16;1,54;0,0;0,66;0,38;0,27;0,0;0,33;0,02;0,16;0,0;0,16;0,0;0,0;0,0
31;Oliver Baumann;de GER;GK;Hoffenheim;34-356;1990,0;28,0;Matches;40,96;32,18;40,11;0,89;0,0;0,0;40,96;0,04;0,04;3,57;0,0;0,0;24,21;114,75;64,39;0,0;0,0;0,0;0,0;0,0;20,5;0,0;0,36;0,01;0,21;0,14;0,0;0,0;0,0;0,0;0,07;0,0;0,0;0,07;0,0;0,0;0,0;0,0
67;Oliver Burke;sct SCO;FW;Werder Bremen;28-047;1997,0;10,1;Matches;43,56;0,5;3,76;16,53;23,86;7,82;43,56;1,19;0,69;5,77;0,5;4,13;24,36;133,96;48,81;2,18;1,19;1,39;3,76;1,29;32,57;8,71;3,27;0,32;2,38;0,1;0,2;0,4;0,1;0,1;0,2;0,02;0,0;0,1;0,0;0,0;0,0;0,1
263;Omar Marmoush;eg EGY;FW;Eint Frankfurt;26-106;1999,0;16,1;Matches;41,68;0,06;2,48;14,29;26,15;6,77;41,55;6,27;2,86;2,83;2,86;2,83;27,45;206,09;112,42;4,53;3,29;2,8;4,1;2,3;30,0;7,76;5,65;0,35;2,42;1,24;0,81;0,56;0,56;0,06;1,3;0,08;0,43;0,19;0,37;0,19;0,12;0,0
438;Omar Traoré;de GER;DF;Heidenheim;27-109;1998,0;29,1;Matches;58,83;2,41;17,73;26,63;15,4;0,72;58,83;2,2;0,86;1,34;1,07;1,66;31,68;199,35;114,71;3,54;1,82;0,21;1,37;0,76;34,16;3,95;1,86;0,06;1,44;0,1;0,14;0,07;0,1;0,0;0,07;0,0;0,07;0,0;0,0;0,0;0,0;0,0
183;Oscar Højlund;dk DEN;MF;Eint Frankfurt;20-140;2005,0;8,0;Matches;62,12;1,25;15,62;36,5;10,38;1,38;62,12;1,38;1,0;9,09;0,38;3,41;36,38;169,0;78,12;2,12;1,0;0,62;2,25;1,38;42,25;1,12;2,12;0,26;1,38;0,0;0,12;0,25;0,0;0,38;0,12;0,02;0,0;0,0;0,12;0,0;0,0;0,0
151;Pascal Groß;de GER;MF,DF;Dortmund;33-343;1991,0;25,9;Matches;84,09;2,32;16,06;44,4;24,13;1,93;84,09;0,35;0,12;1,29;0,23;2,58;44,36;194,75;91,58;1,58;1,66;0,19;0,85;0,35;58,3;4,71;3,71;0,14;2,24;1,12;0,04;0,23;0,04;0,04;0,66;0,03;0,54;0,0;0,04;0,04;0,0;0,04
106;Patrick Drewes;de GER;GK;Bochum;32-109;1993,0;21,0;Matches;43,48;33,76;42,95;0,52;0,0;0,0;43,48;0,0;0,0;;0,0;;22,81;117,67;61,14;0,0;0,0;0,0;0,0;0,0;20,24;0,0;0,1;0,0;0,05;0,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
117;Patrick Erras;de GER;DF;Holstein Kiel;30-123;1995,0;9,2;Matches;67,61;13,48;38,8;26,3;2,5;1,52;67,61;0,0;0,0;;0,0;;30,65;115,54;64,78;0,33;0,11;0,0;0,33;0,0;44,89;0,11;0,87;0,09;0,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
254;Patrick Mainka;de GER;DF;Heidenheim;30-199;1994,0;34,0;Matches;62,82;8,41;35,44;24,26;3,62;1,26;62,82;0,32;0,18;1,6;0,09;0,8;34,44;183,79;99,85;0,62;0,62;0,03;0,47;0,24;36,97;0,35;0,82;0,02;0,68;0,0;0,0;0,15;0,0;0,0;0,06;0,0;0,0;0,0;0,0;0,06;0,0;0,0
323;Patrick Osterhage;de GER;MF;Freiburg;25-112;2000,0;25,2;Matches;49,96;1,79;11,19;28,69;10,36;1,39;49,96;1,07;0,44;1,62;0,48;1,76;25,24;128,41;56,19;1,03;0,71;0,16;1,03;0,79;31,75;1,98;1,63;0,06;1,19;0,0;0,04;0,16;0,16;0,08;0,16;0,01;0,08;0,0;0,0;0,08;0,0;0,0
476;Patrick Wimmer;at AUT;MF,FW;Wolfsburg;23-359;2001,0;19,7;Matches;46,7;1,02;8,12;20,81;18,78;3,2;46,7;3,5;1,88;2,72;1,47;2,13;25,58;155,13;77,41;2,34;2,23;0,66;2,18;1,37;27,01;3,81;3,6;0,18;2,28;0,41;0,41;0,1;0,25;0,15;0,61;0,03;0,36;0,05;0,05;0,05;0,05;0,05
382;Patrik Schick;cz CZE;FW;Leverkusen;29-120;1996,0;18,7;Matches;30,91;0,86;2,78;13,05;15,35;5,78;30,86;1,39;0,53;2,06;0,75;2,88;16,68;55,72;14,22;0,37;0,11;0,37;2,3;1,6;24,17;5,72;1,82;0,1;1,18;0,0;0,21;0,16;0,27;0,0;0,16;0,01;0,05;0,0;0,0;0,05;0,05;0,0
295;Paul Nebel;de GER;MF;Mainz 05;22-226;2002,0;26,1;Matches;58,08;1,11;6,97;24,33;27,47;2,8;58,08;2,45;0,96;1,5;1,38;2,16;34,25;175,17;69,73;2,57;1,72;0,73;2,57;1,65;41,34;8,39;3,22;0,12;2,18;0,19;0,27;0,15;0,34;0,08;0,23;0,01;0,19;0,0;0,0;0,0;0,04;0,0
467;Paul Wanner;de GER;MF,FW;Heidenheim;19-152;2005,0;19,7;Matches;47,46;0,96;7,01;24,37;17,16;2,08;47,41;2,99;1,27;2,15;1,47;2,5;25,18;132,64;56,29;1,42;1,47;0,3;2,28;1,88;29,19;3,3;2,59;0,13;1,52;0,46;0,05;0,3;0,25;0,0;0,36;0,02;0,25;0,0;0,0;0,1;0,0;0,0
204;Pavel Kadeřábek;cz CZE;DF;Hoffenheim;33-029;1992,0;17,5;Matches;58,06;2,97;14,57;23,71;19,89;1,77;58,06;0,46;0,29;3,57;0,17;2,14;26,06;103,31;49,83;0,86;1,09;0,06;0,34;0,17;34,57;4,91;2,34;0,13;1,66;0,4;0,17;0,06;0,0;0,06;0,06;0,0;0,06;0,0;0,0;0,0;0,0;0,0
163;Phil Harres;de GER;FW;Holstein Kiel;23-060;2002,0;17,2;Matches;27,97;1,28;3,43;15,23;9,59;3,55;27,97;1,4;0,29;1,21;0,99;4,12;13,95;58,9;21,8;0,7;0,87;0,58;3,72;1,4;18,49;4,13;1,28;0,07;0,81;0,0;0,0;0,23;0,23;0,0;0,29;0,02;0,06;0,0;0,0;0,12;0,12;0,0
172;Philipp Hofmann;de GER;FW;Bochum;32-055;1993,0;25,3;Matches;37,08;1,58;3,48;21,66;12,13;3,95;37,08;0,79;0,4;1,98;0,4;1,98;19,21;64,51;18,02;0,32;0,59;0,08;2,17;1,26;28,89;4,43;2,17;0,09;1,66;0,0;0,0;0,36;0,08;0,08;0,12;0,0;0,08;0,0;0,0;0,04;0,0;0,0
246;Philipp Lienhart;at AUT;DF;Freiburg;28-317;1996,0;30,8;Matches;81,82;7,69;38,38;39,71;4,03;0,62;81,82;0,32;0,13;1,3;0,16;1,62;46,88;289,68;158,6;1,43;0,62;0,03;0,32;0,06;55,58;0,29;0,84;0,03;0,65;0,13;0,0;0,0;0,03;0,03;0,06;0,0;0,03;0,03;0,0;0,0;0,0;0,0
375;Philipp Sander;de GER;MF;Gladbach;27-092;1998,0;15,6;Matches;59,04;3,4;16,47;33,59;9,68;1,09;59,04;1,15;0,71;3,92;0,38;2,13;30,32;145,19;65,64;1,03;0,96;0,32;1,03;0,45;36,86;1,86;1,79;0,12;1,28;0,26;0,06;0,19;0,0;0,0;0,06;0,0;0,06;0,0;0,0;0,0;0,0;0,0
440;Philipp Treu;de GER;MF,DF;St. Pauli;24-172;2000,0;32,0;Matches;58,34;2,94;17,62;24,84;16,56;1,44;58,34;1,22;0,41;1,04;0,59;1,52;25,78;138,34;67,47;1,81;1,31;0,34;1,06;0,38;30,59;3,66;2,16;0,07;1,56;0,16;0,16;0,12;0,12;0,03;0,16;0,0;0,09;0,03;0,03;0,0;0,0;0,0
432;Phillip Tietz;de GER;FW;Augsburg;27-319;1997,0;18,7;Matches;36,2;1,18;3,64;15,94;17,11;4,76;36,15;1,66;0,8;2,59;0,8;2,59;18,56;58,93;17,01;0,43;0,64;0,21;2,46;0,91;26,84;6,04;2,57;0,14;1,87;0,05;0,16;0,37;0,11;0,0;0,27;0,01;0,11;0,0;0,05;0,11;0,0;0,0
