Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
73,Abdoulie Ceesay,gm GAM,FW,St. Pauli,21-139,2004.0,0.7,26,0,2,13,11,2,26,0,0,,0,,12,32,3,0,0,0,4,3,18,8,Matches,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
21,Adam Aznou,ma MAR,DF,Bayern Munich,18-356,2006.0,0.2,18,1,1,7,11,0,18,0,0,,0,,12,40,16,0,2,0,0,0,14,2,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
110,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,29-241,1995.0,4.1,280,30,106,138,36,6,280,2,1,50.0,1,50.0,110,363,164,1,0,0,2,2,152,4,Matches,5,1.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
169,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,22-303,2002.0,20.8,761,20,73,334,367,114,761,64,33,51.6,27,42.2,429,2621,1336,54,31,19,51,37,552,102,Matches,57,2.74,41,1,7,4,4,0,10,0.48,6,1,2,1,0,0
34,Adrian Beck,de GER,"MF,FW",Heidenheim,27-349,1997.0,17.8,962,23,184,502,296,53,962,75,40,53.3,30,40.0,553,3077,1192,37,17,11,42,26,584,83,Matches,56,3.16,37,4,10,4,1,0,4,0.23,2,1,1,0,0,0
342,Alassane Pléa,fr FRA,"MF,FW",Gladbach,32-075,1993.0,21.1,979,3,81,494,412,77,978,43,17,39.5,23,53.5,601,3068,1698,51,31,14,40,22,773,141,Matches,72,3.41,58,2,5,1,5,1,14,0.66,10,1,2,0,1,0
128,Aleix García,es ESP,MF,Leverkusen,27-330,1997.0,16.2,1503,45,225,831,452,11,1503,5,4,80.0,1,20.0,787,3463,1633,27,34,1,10,5,1169,47,Matches,60,3.71,39,16,0,4,0,1,10,0.62,5,3,0,2,0,0
332,Aleksandar Pavlovic,de GER,MF,Bayern Munich,21-021,2004.0,16.1,1648,17,194,1100,363,11,1648,5,5,100.0,0,0.0,1035,4360,1984,15,43,3,13,2,1401,33,Matches,30,1.86,29,0,0,1,0,0,3,0.19,3,0,0,0,0,0
46,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,26-258,1998.0,14.0,520,23,109,223,202,41,520,53,22,41.5,26,49.1,264,1650,839,25,19,13,36,18,304,72,Matches,36,2.57,21,5,4,4,1,1,7,0.5,2,0,2,1,1,1
274,Alexander Meyer,de GER,GK,Dortmund,34-041,1991.0,2.0,87,64,86,1,0,0,87,0,0,,0,,51,295,130,0,0,0,0,0,42,0,Matches,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
309,Alexander Nübel,de GER,GK,Stuttgart,28-236,1996.0,34.0,1377,1113,1366,13,0,0,1377,1,1,100.0,0,0.0,823,3832,2255,0,0,0,1,0,805,0,Matches,10,0.29,8,2,0,0,0,0,3,0.09,3,0,0,0,0,0
345,Alexander Prass,at AUT,DF,Hoffenheim,23-363,2001.0,17.4,1199,71,351,531,325,32,1199,42,20,47.6,17,40.5,605,2773,1327,28,30,5,21,10,689,66,Matches,35,2.01,29,1,4,0,1,0,5,0.29,3,1,0,0,1,0
390,Alexander Schwolow,de GER,GK,Union Berlin,32-356,1992.0,6.0,218,177,218,0,0,0,218,0,0,,0,,138,591,322,0,0,0,0,0,123,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
82,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,26-352,1998.0,23.4,994,13,112,479,431,64,994,90,42,46.7,40,44.4,619,4039,1888,59,47,9,85,50,727,102,Matches,77,3.29,54,1,8,3,11,0,6,0.26,3,0,1,0,2,0
22,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,22-163,2002.0,1.0,43,0,2,18,25,2,43,9,2,22.2,6,66.7,30,207,129,2,4,0,5,3,29,5,Matches,3,2.93,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
213,Aljoscha Kemlein,de GER,MF,Union Berlin,20-295,2004.0,10.2,549,16,117,331,105,18,549,9,6,66.7,3,33.3,260,952,437,5,5,1,11,1,329,19,Matches,21,2.05,18,2,0,0,0,1,2,0.2,1,0,0,0,0,1
202,Almugera Kabar,de GER,DF,Dortmund,18-352,2006.0,1.5,114,0,27,68,20,1,114,2,1,50.0,0,0.0,71,285,101,5,3,0,0,3,78,2,Matches,3,1.99,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
95,Alphonso Davies,ca CAN,DF,Bayern Munich,24-203,2000.0,17.3,1463,33,263,720,498,49,1463,68,31,45.6,31,45.6,895,5191,2807,81,53,21,33,19,1057,140,Matches,61,3.52,52,0,4,3,2,0,8,0.46,6,0,1,1,0,0
161,Amadou Haidara,ml MLI,MF,RB Leipzig,27-113,1998.0,14.7,1100,62,257,693,157,14,1100,12,7,58.3,5,41.7,505,1801,733,7,6,0,6,7,691,24,Matches,29,1.98,26,0,0,2,1,0,3,0.2,2,0,0,1,0,0
92,Ameen Al-Dakhil,be BEL,DF,Stuttgart,23-079,2002.0,4.8,407,67,217,185,6,0,407,0,0,,0,,239,1305,616,1,0,0,3,0,264,0,Matches,4,0.83,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
3,Amine Adli,ma MAR,"MF,FW",Leverkusen,25-014,2000.0,8.5,468,4,40,152,286,53,468,32,15,46.9,16,50.0,248,1501,838,37,25,11,20,6,350,100,Matches,29,3.41,19,0,2,4,4,0,0,0.0,0,0,0,0,0,0
340,Amos Pieper,de GER,DF,Werder Bremen,27-127,1998.0,16.6,1136,168,595,482,60,11,1136,3,2,66.7,1,33.3,570,2403,1110,11,7,0,4,3,671,3,Matches,5,0.3,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8,Andreas Albers,dk DEN,FW,St. Pauli,35-062,1990.0,0.7,44,0,2,17,26,8,44,3,2,66.7,0,0.0,24,129,18,1,0,0,4,6,40,6,Matches,2,2.95,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
162,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,28-127,1997.0,14.3,812,114,453,325,38,21,812,1,1,100.0,0,0.0,394,1493,581,2,4,0,8,3,469,5,Matches,5,0.35,3,0,0,2,0,0,1,0.07,1,0,0,0,0,0
407,Andreas Skov Olsen,dk DEN,"FW,MF",Wolfsburg,25-146,1999.0,5.9,329,9,64,112,154,27,329,14,4,28.6,9,64.3,188,1102,570,22,11,7,7,5,226,48,Matches,32,5.38,24,4,1,2,1,0,1,0.17,0,1,0,0,0,0
185,Andrej Ilic,rs SRB,FW,Union Berlin,25-051,2000.0,10.4,302,10,32,139,135,45,301,7,1,14.3,6,85.7,151,560,167,5,6,4,32,9,209,59,Matches,15,1.44,9,0,1,3,2,0,2,0.19,1,0,0,1,0,0
231,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,33-339,1991.0,30.7,1554,11,176,715,676,131,1551,47,20,42.6,22,46.8,938,5047,2534,75,55,22,46,38,1153,202,Matches,102,3.32,78,13,2,7,2,0,14,0.46,11,1,0,1,1,0
381,András Schäfer,hu HUN,MF,Union Berlin,26-041,1999.0,17.0,799,39,185,410,211,20,799,29,13,44.8,13,44.8,362,1697,698,23,16,4,27,9,400,42,Matches,29,1.7,21,0,1,1,5,1,3,0.18,2,0,1,0,0,0
397,André Silva,pt POR,FW,Werder Bremen,29-199,1995.0,4.2,176,4,11,78,89,26,174,16,1,6.3,12,75.0,103,529,199,6,6,4,13,9,124,28,Matches,15,3.6,11,0,1,2,1,0,1,0.24,1,0,0,0,0,0
398,André Silva,pt POR,"FW,MF",RB Leipzig,29-199,1995.0,1.5,65,3,11,22,34,10,64,0,0,,0,,35,291,152,6,1,3,6,1,39,11,Matches,15,3.6,11,0,1,2,1,0,1,0.24,1,0,0,0,0,0
211,Andu Kelati,de GER,"MF,DF",Holstein Kiel,22-284,2002.0,3.2,159,4,30,90,43,9,159,4,3,75.0,1,25.0,88,310,129,3,0,0,8,4,106,11,Matches,9,2.81,8,0,0,1,0,0,1,0.31,1,0,0,0,0,0
418,Angelo Stiller,de GER,MF,Stuttgart,24-050,2001.0,30.5,2781,75,486,1752,556,35,2781,30,20,66.7,10,33.3,1588,7214,3723,39,39,3,21,25,2112,69,Matches,111,3.64,88,17,2,0,3,1,10,0.33,8,2,0,0,0,0
78,Anrie Chase,jp JPN,DF,Stuttgart,21-061,2004.0,8.2,622,65,253,334,40,4,622,5,2,40.0,3,60.0,334,1209,546,6,7,0,4,1,453,2,Matches,8,0.98,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
219,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,23-134,2002.0,17.7,775,20,141,310,336,75,775,56,26,46.4,25,44.6,435,2574,1526,53,35,19,47,17,477,146,Matches,62,3.5,38,0,12,4,6,2,10,0.56,5,0,3,1,0,1
69,Anthony Caci,fr FRA,DF,Mainz 05,27-327,1997.0,29.8,1973,70,398,884,709,62,1973,64,29,45.3,31,48.4,960,3680,1650,45,25,13,44,24,1161,152,Matches,95,3.18,73,17,2,2,0,1,11,0.37,11,0,0,0,0,0
198,Anthony Jung,de GER,DF,Werder Bremen,33-202,1991.0,21.1,1695,231,901,733,72,1,1695,9,7,77.8,1,11.1,1044,4729,2322,20,20,0,13,2,1165,6,Matches,14,0.66,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0
248,Anthony Losilla,fr FRA,MF,Bochum,39-075,1986.0,12.6,547,37,149,313,89,2,547,5,1,20.0,4,80.0,223,810,326,3,3,1,10,7,284,11,Matches,19,1.5,18,0,0,0,1,0,2,0.16,2,0,0,0,0,0
365,Anthony Rouault,fr FRA,DF,Stuttgart,23-360,2001.0,13.5,1014,125,512,476,33,11,1014,5,2,40.0,3,60.0,573,2545,1121,6,6,0,4,4,697,4,Matches,11,0.82,9,0,0,0,1,1,0,0.0,0,0,0,0,0,0
411,Anton Stach,de GER,"MF,DF",Hoffenheim,26-190,1998.0,28.7,1925,141,578,1077,292,32,1925,35,15,42.9,18,51.4,1002,5221,2932,33,31,5,23,10,1136,36,Matches,63,2.19,50,1,4,4,3,1,5,0.17,5,0,0,0,0,0
310,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,20-037,2005.0,17.3,802,19,137,316,362,54,802,86,39,45.3,39,45.3,480,3164,1634,57,36,26,38,31,557,123,Matches,41,2.37,29,0,8,0,4,0,5,0.29,4,0,0,0,1,0
184,Arijon Ibrahimović,de GER,FW,Bayern Munich,19-164,2005.0,0.0,3,0,2,1,0,0,3,1,1,100.0,0,0.0,3,20,5,0,0,0,0,0,3,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
136,Armin Gigovic,ba BIH,MF,Holstein Kiel,23-048,2002.0,21.1,935,56,240,509,201,38,935,55,20,36.4,26,47.3,476,2986,1268,37,23,7,45,23,536,45,Matches,39,1.85,29,2,1,1,6,0,7,0.33,3,1,1,0,2,0
394,Armindo Sieb,de GER,"FW,MF",Mainz 05,22-096,2003.0,8.5,333,4,33,147,156,46,333,36,11,30.6,24,66.7,184,1187,551,28,7,8,33,25,238,64,Matches,17,2.0,10,0,2,4,1,0,4,0.47,3,0,0,1,0,0
308,Arnaud Nordin,fr FRA,"DF,MF",Mainz 05,26-341,1998.0,0.9,68,3,9,20,39,7,68,5,1,20.0,3,60.0,34,213,58,3,1,3,5,3,42,15,Matches,4,4.5,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
116,Arne Engels,be BEL,"MF,FW",Augsburg,21-258,2003.0,0.9,32,1,1,14,17,2,32,1,0,0.0,1,100.0,17,75,38,1,3,0,0,0,24,5,Matches,1,1.14,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
253,Arne Maier,de GER,MF,Augsburg,26-136,1999.0,10.4,699,16,103,327,275,21,699,16,7,43.8,9,56.3,390,1740,823,19,18,5,21,9,451,56,Matches,44,4.23,25,17,0,2,0,0,4,0.38,1,2,0,1,0,0
18,Arthur,br BRA,DF,Leverkusen,22-068,2003.0,8.4,508,15,119,220,173,13,508,24,5,20.8,19,79.2,242,1264,698,15,14,2,13,6,309,53,Matches,7,0.84,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0
79,Arthur Chaves,br BRA,DF,Hoffenheim,24-115,2001.0,24.3,1513,174,670,746,111,22,1513,10,3,30.0,6,60.0,740,2893,1314,10,17,0,11,11,919,13,Matches,23,0.95,19,0,0,2,1,1,1,0.04,0,0,0,1,0,0
429,Arthur Theate,be BEL,DF,Eint Frankfurt,24-364,2000.0,30.0,2230,237,902,1134,213,33,2230,13,10,76.9,3,23.1,1321,6297,3611,50,36,1,21,7,1431,24,Matches,47,1.56,35,1,0,6,3,2,7,0.23,6,0,0,1,0,0
457,Arthur Vermeeren,be BEL,MF,RB Leipzig,20-106,2005.0,17.5,1109,46,250,669,201,6,1109,15,6,40.0,9,60.0,536,2174,992,14,16,1,19,12,753,20,Matches,28,1.6,27,0,0,0,0,1,2,0.11,2,0,0,0,0,0
324,Assan Ouedraogo,de GER,MF,RB Leipzig,19-015,2006.0,0.6,30,0,5,15,12,4,30,3,0,0.0,3,100.0,23,193,70,2,0,3,2,6,26,2,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
463,Aster Vranckx,be BEL,MF,Wolfsburg,22-232,2002.0,6.2,276,30,94,149,37,4,276,6,5,83.3,1,16.7,123,487,206,5,2,0,13,5,144,6,Matches,6,0.97,5,0,0,0,1,0,1,0.16,1,0,0,0,0,0
208,Atakan Karazor,,MF,Stuttgart,28-223,1996.0,29.1,2124,86,417,1361,359,27,2124,21,12,57.1,4,19.0,1112,4676,1987,19,33,1,30,16,1426,33,Matches,43,1.48,34,1,0,3,3,2,7,0.24,5,0,0,1,0,1
11,Aurele Amenda,ch SUI,DF,Eint Frankfurt,21-297,2003.0,1.1,89,13,42,42,6,1,89,1,1,100.0,0,0.0,46,186,72,1,0,0,1,0,52,1,Matches,2,1.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
20,Ayman Azhil,ma MAR,MF,Dortmund,24-044,2001.0,0.3,9,0,2,4,3,0,9,1,0,0.0,1,100.0,4,12,0,0,0,0,1,1,5,1,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
28,Aymen Barkok,ma MAR,MF,Mainz 05,27-003,1998.0,0.8,47,2,9,22,17,1,47,3,0,0.0,2,66.7,22,139,75,2,0,0,0,0,29,6,Matches,2,2.47,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
436,Bazoumana Touré,ci CIV,"FW,MF",Hoffenheim,19-083,2006.0,6.8,291,4,37,105,156,36,291,22,12,54.5,9,40.9,183,1175,580,24,12,11,36,8,198,56,Matches,25,3.7,17,0,3,3,1,1,4,0.59,3,0,0,0,0,1
9,Ben Alexander Voll,de GER,GK,St. Pauli,24-166,2000.0,1.0,52,46,52,0,0,0,52,0,0,,0,,33,185,120,0,0,0,0,0,23,0,Matches,1,0.99,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
93,Bence Dárdai,hu HUN,MF,Wolfsburg,19-120,2006.0,14.5,595,25,144,314,137,18,595,12,3,25.0,5,41.7,287,1017,382,5,6,0,18,11,337,24,Matches,24,1.66,17,0,0,4,3,0,2,0.14,1,0,0,0,1,0
174,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,24-007,2001.0,28.2,1112,19,125,446,567,138,1112,115,42,36.5,62,53.9,710,5462,2582,103,68,52,111,94,781,214,Matches,79,2.8,49,1,12,10,6,1,7,0.25,3,0,1,1,2,0
137,Benedikt Gimber,de GER,DF,Heidenheim,28-094,1997.0,29.7,1643,199,939,664,59,22,1643,16,8,50.0,4,25.0,865,3784,1673,7,9,0,25,7,965,8,Matches,15,0.51,12,0,0,1,1,1,1,0.03,0,0,0,0,1,0
339,Benedikt Pichler,at AUT,FW,Holstein Kiel,27-308,1997.0,8.7,310,13,29,149,133,44,310,18,8,44.4,9,50.0,152,863,383,18,7,8,23,12,230,58,Matches,30,3.44,20,1,2,5,2,0,3,0.34,2,0,1,0,0,0
166,Benjamin Henrichs,de GER,DF,RB Leipzig,28-090,1997.0,10.4,606,42,189,269,154,8,606,13,9,69.2,4,30.8,290,1285,438,9,7,0,9,6,345,55,Matches,20,1.93,18,1,0,1,0,0,4,0.39,4,0,0,0,0,0
393,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,21-358,2003.0,26.4,901,25,90,473,357,91,899,75,39,52.0,32,42.7,444,2670,1230,47,29,14,66,55,692,141,Matches,51,1.93,31,0,11,7,2,0,9,0.34,4,0,2,2,1,0
45,Bernardo,br BRA,DF,Bochum,30-010,1995.0,19.8,1249,118,553,605,98,28,1249,5,3,60.0,2,40.0,630,3164,1475,14,7,1,11,8,693,14,Matches,22,1.11,18,1,0,2,0,1,0,0.0,0,0,0,0,0,0
492,Budu Zivzivadze,ge GEO,FW,Heidenheim,31-075,1994.0,10.6,332,7,26,158,152,37,332,30,9,30.0,19,63.3,185,904,370,11,12,2,27,16,219,43,Matches,26,2.45,22,0,1,1,1,1,4,0.38,3,0,0,1,0,0
448,Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,19-194,2005.0,7.5,395,4,33,191,174,31,395,22,11,50.0,9,40.9,265,1368,523,11,13,4,19,14,315,45,Matches,38,5.06,24,2,6,3,1,2,3,0.4,2,0,0,0,0,1
197,Carl Johansson,se SWE,DF,Holstein Kiel,31-001,1994.0,6.3,396,92,265,120,15,11,396,0,0,,0,,155,493,189,0,0,0,2,0,218,0,Matches,8,1.27,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
56,Carlo Boukhalfa,ma MAR,MF,St. Pauli,26-021,1999.0,18.3,651,28,118,315,222,29,651,28,12,42.9,16,57.1,290,1281,486,10,9,3,31,20,393,44,Matches,36,1.97,25,0,1,6,3,1,2,0.11,2,0,0,0,0,0
81,Carney Chukwuemeka,eng ENG,MF,Dortmund,21-216,2003.0,2.8,169,1,7,69,95,22,169,13,7,53.8,3,23.1,107,545,313,15,10,9,11,7,119,24,Matches,20,7.11,18,0,1,1,0,0,4,1.42,4,0,0,0,0,0
250,Castello Lukeba,fr FRA,DF,RB Leipzig,22-158,2002.0,17.5,1445,125,557,772,132,14,1445,32,20,62.5,8,25.0,806,3545,1925,18,21,2,20,11,993,23,Matches,17,0.97,14,1,2,0,0,0,1,0.06,1,0,0,0,0,0
489,Cedric Zesiger,ch SUI,DF,Augsburg,26-334,1998.0,13.6,771,101,341,371,61,9,771,4,1,25.0,3,75.0,398,1750,815,4,9,0,8,3,424,7,Matches,13,0.96,11,1,0,1,0,0,3,0.22,3,0,0,0,0,0
490,Cedric Zesiger,ch SUI,DF,Wolfsburg,26-334,1998.0,5.8,303,48,153,131,19,0,303,3,3,100.0,0,0.0,135,653,299,3,0,0,1,1,154,2,Matches,13,0.96,11,1,0,1,0,0,3,0.22,3,0,0,0,0,0
125,Chris Führich,de GER,"MF,FW",Stuttgart,27-135,1998.0,22.0,1220,20,109,438,687,115,1220,85,40,47.1,42,49.4,782,6087,3161,114,68,54,37,26,905,202,Matches,85,3.86,68,6,4,7,0,0,8,0.36,6,1,0,1,0,0
267,Chrislain Matsima,fr FRA,DF,Augsburg,23-009,2002.0,28.3,1669,229,700,846,138,24,1669,12,7,58.3,4,33.3,910,3558,1731,14,18,2,20,9,989,13,Matches,17,0.6,17,0,0,0,0,0,1,0.04,1,0,0,0,0,0
158,Christian Günter,de GER,DF,Freiburg,32-085,1993.0,25.7,1304,63,360,521,427,27,1304,9,3,33.3,6,66.7,559,2125,970,19,19,7,15,4,764,109,Matches,53,2.06,40,8,0,3,2,0,4,0.16,3,1,0,0,0,0
32,Christoph Baumgartner,at AUT,MF,RB Leipzig,25-296,1999.0,17.9,910,49,167,451,311,65,910,42,17,40.5,19,45.2,438,2576,1434,37,35,7,47,31,575,95,Matches,42,2.35,31,0,3,6,1,1,6,0.34,3,0,1,2,0,0
441,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,38-089,1987.0,19.3,979,91,300,427,256,13,979,8,2,25.0,5,62.5,365,1582,691,18,7,2,10,8,423,45,Matches,57,2.94,30,25,0,1,1,0,6,0.31,3,3,0,0,0,0
70,Cole Campbell,us USA,"MF,FW",Dortmund,19-093,2006.0,0.2,21,2,4,9,8,0,21,1,0,0.0,1,100.0,10,57,34,1,0,0,3,0,13,1,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
272,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,25-200,1999.0,4.0,156,10,38,69,52,4,156,6,3,50.0,1,16.7,58,296,165,6,5,2,5,0,80,11,Matches,6,1.5,2,2,0,0,2,0,0,0.0,0,0,0,0,0,0
127,Cristian Gamboa,cr CRC,DF,Bochum,35-212,1989.0,2.5,154,6,47,75,34,4,154,2,0,0.0,2,100.0,84,375,147,2,1,1,3,0,85,9,Matches,6,2.39,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0
486,Dan-Axel Zagadou,fr FRA,"DF,MF",Stuttgart,25-355,1999.0,0.3,12,1,10,2,0,0,12,0,0,,0,,6,11,1,0,1,0,0,0,9,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
401,Danel Sinani,lu LUX,"FW,MF",St. Pauli,28-049,1997.0,13.9,693,11,61,336,302,30,693,22,10,45.5,9,40.9,297,1440,630,16,15,6,31,16,433,64,Matches,60,4.32,32,18,1,5,3,1,4,0.29,3,0,0,1,0,0
479,Dani de Wit,nl NED,"MF,FW",Bochum,27-116,1998.0,12.8,558,27,97,315,146,37,558,8,1,12.5,5,62.5,244,815,315,5,4,0,11,3,311,37,Matches,22,1.72,14,1,0,4,2,1,2,0.16,0,0,0,1,1,0
335,Daniel Peretz,il ISR,GK,Bayern Munich,24-318,2000.0,3.0,106,63,97,9,0,0,106,0,0,,0,,67,338,177,0,0,0,0,0,77,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
422,Daniel Svensson,se SWE,"DF,FW",Dortmund,23-101,2002.0,8.7,580,24,146,214,224,25,580,5,1,20.0,3,60.0,303,1155,557,11,6,5,6,7,358,51,Matches,20,2.3,16,4,0,0,0,0,3,0.35,3,0,0,0,0,0
103,Danilho Doekhi,nl NED,DF,Union Berlin,26-328,1998.0,34.0,1654,182,783,739,143,64,1654,5,3,60.0,1,20.0,883,3986,1988,13,10,0,13,6,1000,14,Matches,32,0.94,21,0,0,8,2,1,4,0.12,2,0,0,2,0,0
86,Danny da Costa,de GER,DF,Mainz 05,31-315,1993.0,22.3,1451,98,566,781,115,2,1451,17,8,47.1,9,52.9,813,3463,1613,21,19,2,22,7,886,22,Matches,31,1.39,29,0,1,0,0,1,3,0.13,3,0,0,0,0,0
200,David Jurásek,cz CZE,DF,Hoffenheim,24-290,2000.0,6.9,499,16,132,194,176,9,499,12,3,25.0,8,66.7,238,1299,599,17,21,1,6,5,310,42,Matches,19,2.76,15,2,0,1,1,0,1,0.15,1,0,0,0,0,0
281,David Mokwa,fr FRA,"DF,FW",Hoffenheim,21-021,2004.0,0.2,11,0,2,4,5,2,11,1,1,100.0,0,0.0,5,29,9,0,0,0,2,2,5,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
298,David Nemeth,at AUT,DF,St. Pauli,24-067,2001.0,23.7,1338,158,666,622,58,10,1338,9,4,44.4,5,55.6,697,3670,1853,14,9,0,12,3,833,5,Matches,8,0.34,7,1,0,0,0,0,2,0.08,1,1,0,0,0,0
311,David Odogu,de GER,DF,Wolfsburg,18-355,2006.0,2.2,143,20,78,62,3,3,143,0,0,,0,,78,412,177,1,0,0,1,0,79,0,Matches,1,0.46,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
346,David Preu,de GER,"MF,DF",Union Berlin,20-210,2004.0,1.3,63,5,16,26,21,2,63,7,2,28.6,4,57.1,31,98,47,1,1,1,4,2,32,9,Matches,4,2.98,1,1,2,0,0,0,0,0.0,0,0,0,0,0,0
352,David Raum,de GER,DF,RB Leipzig,27-032,1998.0,19.8,1389,58,375,531,497,56,1389,28,11,39.3,13,46.4,593,2580,1421,36,21,4,16,9,787,127,Matches,73,3.68,42,26,2,1,0,2,7,0.35,3,3,0,1,0,0
487,David Zec,si SVN,DF,Holstein Kiel,25-139,2000.0,17.1,1049,206,654,363,39,24,1049,9,5,55.6,4,44.4,527,2288,1173,3,3,1,11,5,633,2,Matches,13,0.76,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0
446,Dayot Upamecano,fr FRA,DF,Bayern Munich,26-209,1998.0,19.5,2101,96,626,1364,116,17,2101,6,3,50.0,3,50.0,1440,7122,4165,17,27,0,6,4,1632,4,Matches,20,1.02,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0
431,Denis Thomalla,de GER,MF,Heidenheim,32-281,1992.0,0.0,1,0,0,1,0,0,1,0,0,,0,,1,8,0,0,0,0,0,0,0,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
