Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
323,Patrick Osterhage,de GER,MF,Freiburg,25-112,2000.0,25.2,1259,45,282,723,261,35,1259,27,11,40.7,12,44.4,636,3236,1416,26,18,4,26,20,800,50,Matches,41,1.63,30,0,1,4,4,2,4,0.16,2,0,0,2,0,0
476,Patrick Wimmer,at AUT,"MF,FW",Wolfsburg,23-359,2001.0,19.7,920,20,160,410,370,63,920,69,37,53.6,29,42.0,504,3056,1525,46,44,13,43,27,532,75,Matches,71,3.61,45,8,8,2,5,3,12,0.61,7,1,1,1,1,1
382,Patrik Schick,cz CZE,FW,Leverkusen,29-120,1996.0,18.7,578,16,52,244,287,108,577,26,10,38.5,14,53.8,312,1042,266,7,2,7,43,30,452,107,Matches,34,1.82,22,0,4,3,5,0,3,0.16,1,0,0,1,1,0
165,Paul Hennrich,de GER,MF,Hoffenheim,20-079,2005.0,0.1,6,0,2,0,4,0,6,2,0,0.0,1,50.0,3,27,10,1,0,0,1,0,2,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
295,Paul Nebel,de GER,MF,Mainz 05,22-226,2002.0,26.1,1516,29,182,635,717,73,1516,64,25,39.1,36,56.3,894,4572,1820,67,45,19,67,43,1079,219,Matches,84,3.23,57,5,7,4,9,2,6,0.23,5,0,0,0,1,0
467,Paul Wanner,de GER,"MF,FW",Heidenheim,19-152,2005.0,19.7,935,19,138,480,338,41,934,59,25,42.4,29,49.2,496,2613,1109,28,29,6,45,37,575,65,Matches,51,2.59,30,9,1,6,5,0,7,0.36,5,0,0,2,0,0
204,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,33-029,1992.0,17.5,1016,52,255,415,348,31,1016,8,5,62.5,3,37.5,456,1808,872,15,19,1,6,3,605,86,Matches,41,2.34,29,7,3,1,0,1,1,0.06,1,0,0,0,0,0
163,Phil Harres,de GER,FW,Holstein Kiel,23-060,2002.0,17.2,481,22,59,262,165,61,481,24,5,20.8,17,70.8,240,1013,375,12,15,10,64,24,318,71,Matches,22,1.28,14,0,0,4,4,0,5,0.29,1,0,0,2,2,0
172,Philipp Hofmann,de GER,FW,Bochum,32-055,1993.0,25.3,938,40,88,548,307,100,938,20,10,50.0,10,50.0,486,1632,456,8,15,2,55,32,731,112,Matches,55,2.17,42,0,0,9,2,2,3,0.12,2,0,0,1,0,0
246,Philipp Lienhart,at AUT,DF,Freiburg,28-317,1996.0,30.8,2520,237,1182,1223,124,19,2520,10,4,40.0,5,50.0,1444,8922,4885,44,19,1,10,2,1712,9,Matches,26,0.84,20,4,0,0,1,1,2,0.06,1,1,0,0,0,0
375,Philipp Sander,de GER,MF,Gladbach,27-092,1998.0,15.6,921,53,257,524,151,17,921,18,11,61.1,6,33.3,473,2265,1024,16,15,5,16,7,575,29,Matches,28,1.8,20,4,1,3,0,0,1,0.06,1,0,0,0,0,0
440,Philipp Treu,de GER,"MF,DF",St. Pauli,24-172,2000.0,32.0,1867,94,564,795,530,46,1867,39,13,33.3,19,48.7,825,4427,2159,58,42,11,34,12,979,117,Matches,69,2.16,50,5,5,4,4,1,5,0.16,3,1,1,0,0,0
432,Phillip Tietz,de GER,FW,Augsburg,27-319,1997.0,18.7,677,22,68,298,320,89,676,31,15,48.4,15,48.4,347,1102,318,8,12,4,46,17,502,113,Matches,48,2.56,35,1,3,7,2,0,5,0.27,2,0,1,2,0,0
290,Phillipp Mwene,at AUT,DF,Mainz 05,31-115,1994.0,29.0,1555,68,356,628,586,49,1555,50,22,44.0,25,50.0,775,4375,1993,62,49,12,47,26,893,144,Matches,63,2.18,51,8,0,1,2,1,10,0.35,8,1,0,0,1,0
168,Piero Hincapié,ec ECU,DF,Leverkusen,23-135,2002.0,29.7,2456,214,824,1288,350,48,2456,17,5,29.4,10,58.8,1366,7178,4318,52,48,6,19,5,1705,72,Matches,35,1.18,27,1,0,6,0,1,3,0.1,3,0,0,0,0,0
156,Péter Gulácsi,hu HUN,GK,RB Leipzig,35-018,1990.0,29.2,994,821,975,20,0,0,994,0,0,,0,,518,2411,1221,0,0,0,1,0,425,0,Matches,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
164,Ramon Hendriks,nl NED,DF,Stuttgart,23-310,2001.0,12.8,839,67,338,418,86,11,839,9,5,55.6,4,44.4,418,2028,761,8,5,2,6,4,499,22,Matches,13,1.01,8,3,1,1,0,0,2,0.16,2,0,0,0,0,0
42,Ramy Bensebaini,dz ALG,DF,Dortmund,30-038,1995.0,22.5,1766,110,513,914,349,36,1766,18,5,27.8,11,61.1,941,3896,1924,26,32,2,16,6,1094,58,Matches,39,1.74,33,3,0,2,0,1,10,0.45,8,1,0,0,0,1
215,Rani Khedira,de GER,MF,Union Berlin,31-117,1994.0,30.3,1246,81,337,710,207,30,1246,11,5,45.5,6,54.5,506,2097,738,12,10,2,24,10,617,34,Matches,33,1.09,31,0,0,1,0,1,2,0.07,2,0,0,0,0,0
153,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,31-153,1993.0,17.5,1487,34,253,687,554,55,1487,20,10,50.0,9,45.0,820,3556,1831,39,40,5,16,15,1117,126,Matches,54,3.09,49,3,0,2,0,0,10,0.57,8,0,0,2,0,0
235,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,27-317,1997.0,27.9,1955,125,590,870,509,61,1955,49,22,44.9,24,49.0,1084,4560,2320,51,36,9,37,15,1218,162,Matches,60,2.15,46,4,2,5,2,1,10,0.36,5,0,1,3,0,1
23,Ridle Baku,de GER,"FW,MF",Wolfsburg,27-046,1998.0,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,Matches,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0
24,Ridle Baku,de GER,"DF,MF",RB Leipzig,27-046,1998.0,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,Matches,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0
102,Ritsu Doan,jp JPN,"FW,MF",Freiburg,26-342,1998.0,31.8,1537,40,215,665,679,108,1537,127,56,44.1,59,46.5,827,4440,2089,64,54,26,58,62,1031,178,Matches,111,3.49,68,2,14,9,15,3,16,0.5,11,1,1,1,1,1
14,Robert Andrich,de GER,"MF,DF",Leverkusen,30-244,1994.0,17.8,1114,45,252,646,220,20,1114,5,2,40.0,1,20.0,526,2140,886,8,14,1,7,1,792,17,Matches,33,1.86,25,0,1,5,1,1,4,0.23,3,0,0,1,0,0
157,Robert Gumny,pl POL,DF,Augsburg,26-354,1998.0,3.0,170,10,41,59,70,5,170,8,2,25.0,4,50.0,87,368,138,5,4,0,3,1,95,13,Matches,8,2.66,5,2,0,0,1,0,0,0.0,0,0,0,0,0,0
408,Robert Skov,dk DEN,"DF,MF",Union Berlin,29-004,1996.0,9.5,564,19,111,261,200,23,563,17,5,29.4,11,64.7,263,1450,760,25,11,8,21,3,291,45,Matches,37,3.9,20,13,1,2,1,0,5,0.53,4,0,1,0,0,0
464,Robert Wagner,de GER,MF,St. Pauli,21-314,2003.0,4.5,183,9,44,100,40,3,183,2,1,50.0,1,50.0,59,209,72,1,2,0,5,6,92,9,Matches,3,0.67,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
143,Robin Gosens,de GER,DF,Union Berlin,30-323,1994.0,1.0,51,1,12,20,19,1,51,0,0,,0,,17,61,37,1,2,0,2,0,26,5,Matches,5,5.0,3,0,0,1,0,1,1,1.0,1,0,0,0,0,0
160,Robin Hack,de GER,"FW,MF",Gladbach,26-270,1998.0,24.1,1186,26,208,565,431,84,1186,63,25,39.7,33,52.4,684,3945,1823,51,46,21,65,44,809,141,Matches,75,3.11,56,6,3,6,3,1,11,0.46,10,0,0,0,1,0
181,Robin Hranáč,cz CZE,DF,Hoffenheim,25-115,2000.0,2.4,170,14,64,104,3,1,170,0,0,,0,,107,466,248,2,2,0,1,0,118,0,Matches,1,0.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
222,Robin Koch,de GER,DF,Eint Frankfurt,28-311,1996.0,28.7,2148,399,1075,1019,60,29,2148,3,1,33.3,2,66.7,1244,5204,2780,9,6,0,12,3,1397,4,Matches,21,0.73,18,0,0,3,0,0,4,0.14,4,0,0,0,0,0
488,Robin Zentner,de GER,GK,Mainz 05,30-208,1994.0,32.0,1287,943,1255,31,1,1,1287,0,0,,0,,751,3707,2055,0,0,0,2,0,664,0,Matches,8,0.25,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
353,Rocco Reitz,de GER,MF,Gladbach,22-360,2002.0,20.3,1199,75,374,658,184,37,1199,36,17,47.2,17,47.2,614,2915,1259,18,13,1,25,23,726,30,Matches,45,2.21,35,0,2,1,2,5,5,0.25,4,0,1,0,0,0
373,Roland Sallai,hu HUN,"FW,MF",Freiburg,28-002,1997.0,0.5,25,0,3,7,15,2,25,1,0,0.0,1,100.0,16,173,88,4,1,2,1,1,18,2,Matches,3,5.87,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
387,Romano Schmid,at AUT,MF,Werder Bremen,25-117,2000.0,31.5,1988,25,244,940,832,104,1987,95,45,47.4,45,47.4,1315,6932,3864,107,76,28,75,55,1502,201,Matches,151,4.8,111,16,5,11,7,1,13,0.41,10,1,0,1,1,0
452,Ruben Vargas,ch SUI,"MF,FW",Augsburg,26-292,1998.0,3.4,179,2,14,75,91,12,179,12,6,50.0,5,41.7,109,706,285,9,3,1,11,7,137,24,Matches,17,5.0,8,5,1,2,1,0,0,0.0,0,0,0,0,0,0
53,Sacha Boey,fr FRA,DF,Bayern Munich,24-253,2000.0,6.6,580,16,83,272,226,11,580,19,6,31.6,11,57.9,360,1543,745,18,9,4,11,7,416,63,Matches,11,1.67,8,0,2,0,1,0,3,0.46,2,0,1,0,0,0
325,Salih Özcan,tr TUR,MF,Wolfsburg,27-133,1998.0,3.9,252,8,37,164,52,3,252,6,4,66.7,2,33.3,128,611,268,6,5,0,5,1,142,5,Matches,11,2.8,7,2,1,1,0,0,0,0.0,0,0,0,0,0,0
326,Salih Özcan,tr TUR,MF,Dortmund,27-133,1998.0,4.3,307,13,76,172,60,7,307,2,2,100.0,0,0.0,127,540,226,4,6,2,4,1,161,4,Matches,11,2.8,7,2,1,1,0,0,0,0.0,0,0,0,0,0,0
25,Samuel Bamba,de GER,"FW,MF",Bochum,21-100,2004.0,0.3,31,0,2,11,19,1,31,4,1,25.0,3,75.0,20,134,69,3,2,1,3,0,22,8,Matches,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
118,Samuel Essende,cd COD,FW,Augsburg,27-121,1998.0,18.2,564,10,43,262,270,93,564,52,14,26.9,32,61.5,347,1652,699,33,19,20,86,37,433,118,Matches,27,1.48,14,1,3,4,5,0,3,0.16,2,0,1,0,0,0
27,Scott Banks,sct SCO,"FW,MF",St. Pauli,23-240,2001.0,1.3,48,2,11,12,26,6,48,7,2,28.6,3,42.9,24,151,63,3,1,3,0,2,28,8,Matches,3,2.35,0,0,1,1,1,0,1,0.78,0,0,0,1,0,0
55,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,26-063,1999.0,8.8,428,50,170,239,21,10,428,1,0,0.0,1,100.0,206,920,379,3,2,0,2,1,230,1,Matches,4,0.46,3,0,0,1,0,0,1,0.11,0,0,0,1,0,0
251,Senne Lynen,be BEL,MF,Werder Bremen,26-094,1999.0,30.4,1717,122,526,974,229,13,1717,28,12,42.9,13,46.4,849,3002,1129,9,14,3,35,15,959,28,Matches,32,1.05,28,0,1,2,0,1,6,0.2,6,0,0,0,0,0
140,Serge Gnabry,de GER,"FW,MF",Bayern Munich,29-314,1995.0,13.8,758,9,68,288,407,96,757,40,18,45.0,20,50.0,468,2491,1226,44,22,25,25,7,581,149,Matches,56,4.06,44,0,8,2,0,2,13,0.94,8,0,4,0,0,1
155,Serhou Guirassy,gn GUI,FW,Dortmund,29-073,1996.0,28.9,965,40,76,485,410,160,961,39,11,28.2,21,53.8,528,2195,904,25,22,12,76,30,747,128,Matches,53,1.84,36,0,1,10,6,0,10,0.35,5,0,0,3,2,0
126,Shiō Fukuda,jp JPN,FW,Gladbach,21-046,2004.0,0.7,18,0,0,6,12,5,18,3,1,33.3,2,66.7,8,22,7,0,1,0,1,1,13,3,Matches,2,3.0,2,0,0,0,0,0,1,1.5,1,0,0,0,0,0
252,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,25-236,1999.0,21.7,899,33,139,389,377,63,897,18,10,55.6,6,33.3,449,1976,945,30,17,13,44,20,581,108,Matches,74,3.41,48,19,2,3,2,0,9,0.41,8,1,0,0,0,0
450,Siebe Van Der Heyden,be BEL,"DF,MF",St. Pauli,26-359,1998.0,9.7,602,54,249,284,72,11,602,5,1,20.0,4,80.0,265,1214,572,10,6,0,3,4,364,26,Matches,8,0.83,6,0,0,0,0,2,0,0.0,0,0,0,0,0,0
475,Silvan Widmer,ch SUI,DF,Mainz 05,32-080,1993.0,5.6,363,26,101,145,119,12,363,4,0,0.0,4,100.0,146,478,112,3,3,1,8,3,190,36,Matches,10,1.78,7,2,0,1,0,0,2,0.36,1,1,0,0,0,0
85,Sirlord Conteh,de GER,"FW,MF",Heidenheim,28-319,1996.0,9.9,301,4,38,120,152,34,301,13,6,46.2,6,46.2,195,1243,705,29,11,12,23,8,218,75,Matches,28,2.82,24,0,1,0,3,0,4,0.4,4,0,0,0,0,0
10,Skelly Alvero,fr FRA,MF,Werder Bremen,23-020,2002.0,2.6,136,15,49,68,19,2,136,3,2,66.7,1,33.3,70,306,132,1,1,0,6,4,74,0,Matches,2,0.76,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
293,Stanley N'Soki,fr FRA,DF,Hoffenheim,26-045,1999.0,14.5,1005,110,480,486,50,4,1005,16,11,68.8,3,18.8,529,2262,1033,10,8,0,16,5,615,6,Matches,19,1.31,17,1,0,1,0,0,1,0.07,1,0,0,0,0,0
39,Stefan Bell,de GER,DF,Mainz 05,33-273,1991.0,16.0,952,129,514,402,41,30,952,6,2,33.3,3,50.0,415,1963,991,8,1,1,13,4,484,5,Matches,10,0.63,7,0,0,2,0,1,3,0.19,2,0,0,1,0,0
241,Stefan Lainer,at AUT,DF,Gladbach,32-270,1992.0,8.4,565,33,196,239,132,6,565,10,5,50.0,5,50.0,288,1620,867,25,20,2,7,7,323,32,Matches,15,1.78,15,0,0,0,0,0,1,0.12,1,0,0,0,0,0
383,Stefan Schimmer,de GER,"FW,MF",Heidenheim,31-026,1994.0,2.7,84,5,7,33,44,15,84,1,0,0.0,1,100.0,38,133,23,0,0,0,5,0,48,15,Matches,4,1.45,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
282,Steve Mounié,bj BEN,"FW,MF",Augsburg,30-237,1994.0,3.9,164,5,14,58,92,36,164,4,1,25.0,3,75.0,86,349,152,8,5,3,12,5,129,27,Matches,7,1.82,2,0,1,4,0,0,0,0.0,0,0,0,0,0,0
409,Steven Skrzybski,de GER,"MF,FW",Holstein Kiel,32-187,1992.0,14.7,619,9,97,311,221,45,618,22,13,59.1,9,40.9,313,1282,552,17,16,6,40,22,398,71,Matches,51,3.47,34,2,2,8,4,1,5,0.34,4,1,0,0,0,0
444,Sven Ulreich,de GER,GK,Bayern Munich,36-294,1988.0,1.0,30,18,27,3,0,0,30,0,0,,0,,13,55,30,0,0,0,0,0,24,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
90,Thomas Dähne,de GER,GK,Holstein Kiel,31-140,1994.0,9.0,432,355,425,7,0,0,432,0,0,,0,,234,1112,603,0,0,0,0,0,213,0,Matches,1,0.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
212,Thomas Keller,de GER,"DF,MF",Heidenheim,25-292,1999.0,1.6,115,11,53,56,6,0,115,0,0,,0,,51,203,101,0,2,0,2,0,71,0,Matches,1,0.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
287,Thomas Müller,de GER,"MF,FW",Bayern Munich,35-253,1989.0,13.6,763,13,46,274,443,103,763,17,8,47.1,8,47.1,386,1527,828,24,19,7,24,20,619,143,Matches,73,5.36,62,2,3,6,0,0,9,0.66,7,0,1,1,0,0
72,Tiago Cardoso,lu LUX,GK,Gladbach,19-047,2006.0,4.2,189,175,189,0,0,0,189,0,0,,0,,101,568,365,0,0,0,0,0,94,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
435,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,22-342,2002.0,20.9,782,18,114,342,339,78,782,80,29,36.3,42,52.5,503,2477,987,31,19,14,55,35,556,125,Matches,55,2.63,33,0,7,8,6,1,8,0.38,4,0,1,2,1,0
141,Tidiam Gomis,fr FRA,"MF,FW",RB Leipzig,18-289,2006.0,1.7,70,0,6,25,40,10,70,7,5,71.4,1,14.3,33,247,143,5,2,1,4,3,47,14,Matches,9,5.33,6,0,2,1,0,0,1,0.59,1,0,0,0,0,0
58,Tim Breithaupt,de GER,MF,Augsburg,23-106,2002.0,1.3,75,2,18,49,8,1,75,2,2,100.0,0,0.0,44,174,67,1,0,0,3,2,47,1,Matches,3,2.25,3,0,0,0,0,0,2,1.5,2,0,0,0,0,0
107,Tim Drexler,de GER,DF,Hoffenheim,20-079,2005.0,4.0,223,18,91,125,11,0,223,0,0,,0,,128,483,208,2,2,0,3,5,143,2,Matches,6,1.51,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0
217,Tim Kleindienst,de GER,FW,Gladbach,29-266,1995.0,30.4,1149,74,145,613,403,137,1147,37,14,37.8,23,62.2,545,2407,1024,45,21,24,82,42,797,145,Matches,68,2.24,48,1,1,10,4,4,14,0.46,9,1,0,1,2,1
312,Tim Oermann,de GER,DF,Bochum,21-230,2003.0,24.6,1172,93,443,631,107,2,1172,14,6,42.9,7,50.0,605,2826,1203,15,14,3,24,9,639,16,Matches,20,0.81,18,1,0,0,0,1,3,0.12,3,0,0,0,0,0
395,Tim Siersleben,de GER,DF,Heidenheim,25-076,2000.0,13.1,869,113,505,309,59,7,869,6,3,50.0,3,50.0,472,2077,990,8,8,1,5,4,560,12,Matches,15,1.14,14,1,0,0,0,0,0,0.0,0,0,0,0,0,0
404,Tim Skarke,de GER,"FW,MF",Union Berlin,28-259,1996.0,12.9,487,10,71,204,216,31,487,24,10,41.7,13,54.2,293,1433,566,26,13,10,34,21,336,96,Matches,34,2.63,26,0,2,3,3,0,4,0.31,3,0,0,1,0,0
35,Timo Becker,de GER,DF,Holstein Kiel,28-060,1997.0,27.2,1325,135,682,519,142,28,1325,26,12,46.2,14,53.8,588,3394,1709,28,26,1,28,10,684,38,Matches,30,1.1,22,1,2,4,0,1,8,0.29,5,0,1,1,0,1
179,Timo Horn,de GER,GK,Bochum,32-012,1993.0,13.0,535,379,525,10,0,0,535,0,0,,0,,285,1421,807,0,0,0,1,0,254,0,Matches,3,0.23,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
470,Timon Weiner,de GER,GK,Holstein Kiel,26-126,1999.0,25.0,1068,936,1064,4,0,0,1068,0,0,,0,,540,2561,1144,0,0,0,0,0,531,0,Matches,5,0.2,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
77,Timothy Chandler,us USA,DF,Eint Frankfurt,35-056,1990.0,0.3,31,1,8,14,9,1,31,1,0,0.0,1,100.0,16,72,45,1,2,0,1,0,21,4,Matches,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
402,Tobias Sippel,de GER,GK,Gladbach,37-063,1988.0,0.7,34,27,34,0,0,0,34,0,0,,0,,16,111,64,0,0,0,0,0,14,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
50,Tom Bischof,de GER,"MF,FW",Hoffenheim,19-330,2005.0,28.4,1951,76,376,957,634,46,1951,64,29,45.3,32,50.0,962,4689,2092,47,34,9,41,38,1146,102,Matches,117,4.12,67,32,4,8,4,2,7,0.25,6,1,0,0,0,0
234,Tom Krauß,de GER,MF,Bochum,23-336,2001.0,12.0,768,23,157,450,171,8,768,23,12,52.2,11,47.8,430,2192,1021,16,20,1,23,7,461,20,Matches,40,3.34,33,0,1,0,5,1,1,0.08,0,0,0,0,0,1
364,Tom Rothe,de GER,"DF,MF",Union Berlin,20-207,2004.0,18.6,1074,65,324,411,342,38,1074,20,5,25.0,15,75.0,456,2080,889,25,11,3,23,31,522,91,Matches,35,1.89,24,5,0,3,3,0,7,0.38,4,1,0,1,1,0
88,Tomáš Čvančara,cz CZE,FW,Gladbach,24-284,2000.0,9.2,336,19,47,152,138,36,336,17,6,35.3,9,52.9,185,899,352,15,7,5,18,6,235,50,Matches,15,1.62,13,0,0,1,1,0,1,0.11,1,0,0,0,0,0
442,Tuta,br BRA,"DF,MF",Eint Frankfurt,25-324,1999.0,25.3,1772,215,831,838,108,26,1772,17,13,76.5,4,23.5,1007,4503,1884,11,9,2,22,7,1130,12,Matches,26,1.03,23,1,0,2,0,0,1,0.04,1,0,0,0,0,0
349,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,26-121,1999.0,4.4,247,15,74,94,87,2,247,19,9,47.4,8,42.1,109,703,353,13,11,0,8,5,125,30,Matches,14,3.18,9,5,0,0,0,0,1,0.23,1,0,0,0,0,0
433,Umut Tohumcu,de GER,"MF,FW",Hoffenheim,20-286,2004.0,4.2,169,8,45,90,36,0,169,7,4,57.1,3,42.9,91,368,193,3,2,0,3,7,102,5,Matches,6,1.44,2,2,0,1,1,0,1,0.24,1,0,0,0,0,0
132,Valentin Gendrey,fr FRA,DF,Hoffenheim,24-337,2000.0,15.7,874,61,241,337,302,28,874,11,3,27.3,8,72.7,363,1547,852,24,15,7,24,11,425,86,Matches,37,2.36,27,5,1,2,2,0,4,0.25,1,2,0,0,1,0
54,Victor Boniface,ng NGA,FW,Leverkusen,24-152,2000.0,11.2,400,5,24,163,215,77,399,35,15,42.9,19,54.3,207,1148,507,26,12,15,43,29,319,61,Matches,32,2.86,19,0,5,8,0,0,3,0.27,1,0,2,0,0,0
129,Viggo Gebel,de GER,MF,RB Leipzig,17-183,2007.0,0.2,6,0,0,3,3,1,6,1,0,0.0,1,100.0,5,18,4,0,0,0,1,0,5,3,Matches,1,6.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
148,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,32-047,1993.0,27.0,1768,35,240,921,618,71,1765,45,25,55.6,19,42.2,939,4935,2516,58,35,21,36,17,1186,147,Matches,121,4.48,69,33,6,12,1,0,15,0.56,10,4,1,0,0,0
15,Waldemar Anton,de GER,DF,Dortmund,28-308,1996.0,21.7,2126,189,793,1162,179,32,2126,24,20,83.3,2,8.3,1386,6989,3497,32,28,0,21,9,1542,28,Matches,41,1.9,32,0,6,2,0,1,5,0.23,4,0,0,1,0,0
321,Willi Orban,hu HUN,DF,RB Leipzig,32-202,1992.0,24.7,2101,268,954,1061,97,45,2101,4,3,75.0,0,0.0,1083,5180,2827,15,6,2,15,4,1320,8,Matches,21,0.85,18,0,0,1,0,2,3,0.12,3,0,0,0,0,0
384,Xaver Schlager,at AUT,MF,RB Leipzig,27-238,1997.0,2.0,123,5,30,80,14,1,123,1,1,100.0,0,0.0,56,310,225,5,0,0,3,2,89,2,Matches,2,0.99,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
400,Xavi Simons,nl NED,MF,RB Leipzig,22-033,2003.0,23.9,1557,13,149,766,672,82,1557,100,33,33.0,56,56.0,869,5261,2765,85,71,22,73,55,1112,185,Matches,108,4.52,77,13,3,3,11,1,12,0.5,8,1,1,2,0,0
87,Yan Couto,br BRA,"DF,FW",Dortmund,22-355,2002.0,9.9,849,28,227,381,249,16,849,33,13,39.4,18,54.5,483,2871,1469,46,32,6,14,7,547,83,Matches,29,2.92,26,0,2,1,0,0,2,0.2,2,0,0,0,0,0
133,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,31-072,1994.0,16.9,854,49,222,407,231,32,854,8,1,12.5,7,87.5,438,1950,1001,27,14,5,19,3,519,63,Matches,29,1.72,23,0,1,1,4,0,2,0.12,1,0,0,0,1,0
210,Yannik Keitel,de GER,MF,Stuttgart,25-098,2000.0,3.0,225,7,50,143,35,4,225,1,1,100.0,0,0.0,105,405,182,2,0,1,2,1,164,3,Matches,2,0.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
249,Yannik Lührs,de GER,DF,Dortmund,21-257,2003.0,1.4,176,11,89,84,4,0,176,0,0,,0,,131,536,147,2,0,0,0,1,140,1,Matches,2,1.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
458,Yorbe Vertessen,be BEL,"MF,FW",Union Berlin,24-136,2001.0,8.0,342,5,41,130,174,26,342,51,19,37.3,27,52.9,194,1227,503,18,14,4,28,17,227,42,Matches,32,4.0,17,6,6,0,3,0,0,0.0,0,0,0,0,0,0
344,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,30-343,1994.0,4.2,221,14,37,91,94,32,221,6,1,16.7,4,66.7,89,362,111,2,4,0,16,10,148,30,Matches,15,3.57,12,0,0,1,2,0,2,0.48,1,0,0,1,0,0
201,Yusuf Kabadayi,de GER,"FW,MF",Augsburg,21-111,2004.0,0.8,42,0,2,16,25,2,42,6,2,33.3,3,50.0,29,246,73,2,4,0,6,0,30,8,Matches,4,5.07,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
150,Álex Grimaldo,es ESP,DF,Leverkusen,29-246,1995.0,29.3,2365,53,376,906,1099,87,2365,50,20,40.0,25,50.0,1310,5845,3220,86,52,20,53,13,1686,252,Matches,129,4.4,72,41,6,7,3,0,11,0.38,5,4,0,1,1,0
