Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
190,Mathias Jørgensen,dk DEN,"FW,MF",Aalborg,23,2000,32,32,2880,32.0,10,5,15,9,1,2,0,0,0.31,0.16,0.47,0.28,0.44,Matches,79,28,35.4,2.47,0.87,0.11,0.32,,90,100.0,90,32,0,,0,0.75,34,67,-33,-1.03,,0,10,10,11,72,6,8,,,0
193,Mathias Kaarsbo,dk DEN,MF,Lyngby,18,2006,1,0,10,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,10,0.3,,0,1,10,0,3.00,0,0,0,0.00,+0.53,0,1,0,0,0,0,0,,,0
211,Mathias Kvistgaarden,dk DEN,"FW,MF",Brøndby,22,2002,29,26,2009,22.3,17,5,22,17,0,0,4,0,0.76,0.22,0.99,0.76,0.99,Matches,80,39,48.8,3.58,1.75,0.21,0.44,,69,69.8,74,9,3,27,0,1.59,44,31,+13,+0.58,+0.69,0,40,47,17,17,4,8,,,0
159,Matthew Hoppe,us USA,FW,SønderjyskE,23,2001,4,0,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5,2,40.0,5.00,2.00,0.00,0.00,,23,3.1,,0,4,23,0,0.75,2,3,-1,-1.00,-0.48,0,2,1,0,1,0,1,,,0
270,Matti Olsen,dk DEN,DF,SønderjyskE,29,1995,7,4,370,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2,0,0.0,0.49,0.00,0.00,,,53,12.8,82,2,3,15,8,0.71,7,11,-4,-0.97,-0.51,0,1,2,0,2,4,4,,,0
288,Max Power,eng ENG,"DF,MF",AGF,31,1993,14,0,240,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4,0,0.0,1.50,0.00,0.00,,,17,8.3,,0,14,17,5,1.21,5,3,+2,+0.75,+0.58,0,2,2,0,23,0,6,,,0
324,Maxime Soulas,fr FRA,DF,SønderjyskE,25,1999,31,31,2745,30.5,2,2,4,2,0,0,6,0,0.07,0.07,0.13,0.07,0.13,Matches,19,3,15.8,0.62,0.10,0.11,0.67,,89,95.3,89,30,0,,0,1.10,45,63,-18,-0.59,-1.26,0,24,10,0,2,30,33,,,0
361,Melker Widell,se SWE,MF,Aalborg,22,2002,27,25,2219,24.7,3,3,6,3,0,0,6,1,0.12,0.12,0.24,0.12,0.24,Matches,51,11,21.6,2.07,0.45,0.06,0.27,,82,77.0,86,16,2,40,0,0.78,27,48,-21,-0.85,+0.78,1,27,58,2,167,16,31,,,0
9,Michael Akoto,de GER,DF,AGF,27,1997,8,3,276,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,1,100.0,0.33,0.33,0.00,0.00,,35,9.6,64,0,5,17,4,1.50,10,6,+4,+1.30,+1.20,0,1,5,0,1,7,5,,,0
275,Michael Opoku,dk DEN,"MF,FW",Lyngby,19,2005,21,10,983,10.9,4,0,4,4,0,1,2,0,0.37,0.00,0.37,0.37,0.37,Matches,34,12,35.3,3.11,1.10,0.12,0.33,,47,34.1,70,2,11,26,9,0.52,10,18,-8,-0.73,-0.31,0,14,12,6,26,2,4,,,0
10,Miiko Albornoz,cl CHI,"MF,DF",Vejle BK,33,1990,6,3,228,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.39,0.00,0.00,,,38,7.9,65,0,3,11,14,0.33,4,7,-3,-1.18,-0.37,0,2,1,0,25,2,1,,,0
16,Mikael Anderson,is ISL,"MF,FW",AGF,26,1998,30,28,2514,27.9,6,6,12,6,0,0,5,0,0.21,0.21,0.43,0.21,0.43,Matches,73,29,39.7,2.61,1.04,0.08,0.21,,84,87.3,88,22,2,20,0,1.23,48,40,+8,+0.29,+0.53,0,33,61,7,105,11,19,,,0
340,Mike Themsen,dk DEN,"MF,FW",Randers,18,2006,18,3,420,4.7,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,5,2,40.0,1.07,0.43,0.20,0.50,,23,14.6,65,0,15,15,9,1.26,5,7,-2,-0.43,-0.76,0,4,6,1,15,2,2,,,0
185,Mikel Johnsen,dk DEN,"MF,FW",Midtjylland,17,2006,20,11,885,9.8,3,3,6,3,0,0,1,0,0.31,0.31,0.61,0.31,0.61,Matches,15,7,46.7,1.53,0.71,0.20,0.43,,44,30.7,59,0,9,26,2,1.75,19,9,+10,+1.02,+0.48,0,3,27,0,37,3,6,,,0
206,Mikel Krüger-Johnsen,,FW,Midtjylland,,,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,1,100.0,2.90,2.90,0.00,0.00,,31,1.1,,0,1,31,2,3.00,2,1,+1,+2.90,+2.24,0,0,0,0,3,0,0,,,0
106,Mikkel Duelund,dk DEN,"FW,MF",AGF,27,1997,7,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5,2,40.0,7.76,3.10,0.00,0.00,,8,2.0,,0,7,8,11,0.43,1,4,-3,-4.66,-4.97,0,1,2,1,3,0,0,,,0
212,Mikkel Ladefoged,dk DEN,FW,SønderjyskE,21,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,3.75,0.00,0.00,,,12,0.8,,0,2,12,0,0.00,0,0,0,0.00,+0.54,0,0,0,0,0,0,1,,,0
233,Mikkel Løndal,dk DEN,DF,Viborg,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,15,1.0,,0,2,15,1,3.00,1,0,+1,+3.00,+2.81,0,1,0,0,1,0,0,,,0
,Mikkel Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,5,,,,,,,,,,,,,,,,
,Mikkel Øxenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,
168,Milan Iloski,us USA,"FW,MF",Nordsjælland,25,1999,16,0,314,3.5,2,0,2,2,0,0,0,0,0.57,0.00,0.57,0.57,0.57,Matches,18,8,44.4,5.16,2.29,0.11,0.25,,20,10.9,,0,16,20,6,1.50,7,8,-1,-0.29,-0.22,0,11,10,3,6,0,1,,,0
296,Mileta Rajovic,dk DEN,FW,Brøndby,25,1999,24,10,1221,13.6,5,2,7,4,1,1,1,0,0.37,0.15,0.52,0.29,0.44,Matches,41,15,36.6,3.02,1.11,0.10,0.27,,51,42.4,88,8,14,24,1,1.63,23,19,+4,+0.29,-0.14,0,7,3,3,3,1,3,,,0
80,Mohamed Cherif Haidara,gn GUI,MF,SønderjyskE,18,2006,17,4,550,6.1,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,6,3,50.0,0.98,0.49,0.17,0.33,,32,19.1,75,2,13,19,11,1.24,8,16,-8,-1.31,-0.96,0,19,9,0,0,6,14,,,0
111,Mohamed Elyounoussi,no NOR,"MF,FW",FC Copenhagen,29,1994,27,21,2002,22.2,8,7,15,8,0,1,0,0,0.36,0.31,0.67,0.36,0.67,Matches,84,29,34.5,3.78,1.30,0.10,0.28,,74,69.5,87,15,6,30,0,1.89,43,21,+22,+0.99,+0.48,0,21,32,6,99,16,14,,,0
342,Mohamed Toure,au AUS,FW,Randers,20,2004,27,14,1335,14.8,7,3,10,6,1,1,2,0,0.47,0.20,0.67,0.40,0.61,Matches,35,18,51.4,2.36,1.21,0.17,0.33,,49,46.4,73,2,13,24,0,1.46,30,22,+8,+0.54,+0.60,0,17,21,12,5,1,3,,,0
129,Munashe Garan'anga,zw ZIM,DF,FC Copenhagen,23,2001,11,7,636,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6,1,16.7,0.85,0.14,0.00,0.00,,58,22.1,80,5,4,19,14,1.91,13,7,+6,+0.85,+0.01,0,5,3,0,0,15,7,,,0
189,Musa Juwara,gm GAM,"MF,FW",Vejle BK,22,2001,29,11,1297,14.4,4,3,7,4,0,0,4,0,0.28,0.21,0.49,0.28,0.49,Matches,43,16,37.2,2.98,1.11,0.09,0.25,,45,45.0,81,5,18,22,2,0.83,17,35,-18,-1.25,-0.74,0,15,16,4,110,15,25,,,0
343,Musa Toure,au AUS,FW,Randers,18,2005,3,1,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.77,0.00,0.00,,,39,4.1,62,0,2,28,2,1.33,2,2,0,0.00,-0.23,0,2,2,1,0,0,1,,,0
,Mustapha Isah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
182,Mylian Jimenez,nl NED,"MF,DF",Aalborg,21,2003,27,13,1304,14.5,0,1,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches,11,2,18.2,0.76,0.14,0.00,0.00,,48,45.3,70,2,14,28,1,0.70,12,37,-25,-1.73,-1.27,0,20,12,0,66,16,22,,,0
344,Nathan Trott,eng ENG,GK,FC Copenhagen,25,1998,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,53.1,90,17,0,,15,1.88,34,22,+12,+0.71,-0.29,0,0,1,0,0,0,0,,,0
155,Nicklas Helenius,dk DEN,FW,Aalborg,33,1991,16,4,569,6.3,3,3,6,3,0,0,0,0,0.47,0.47,0.95,0.47,0.95,Matches,11,3,27.3,1.74,0.47,0.27,1.00,,36,19.8,67,0,12,25,1,0.75,10,10,0,0.00,+1.29,0,5,7,2,1,2,2,,,0
,Nicklas Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
121,Nicolai Flø,dk DEN,GK,SønderjyskE,28,1995,5,5,398,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,80,13.8,80,4,0,,20,0.80,4,9,-5,-1.13,-0.70,0,0,1,0,0,0,0,,,0
216,Nicolai Larsen,dk DEN,GK,Silkeborg,33,1991,31,31,2745,30.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,89,95.3,89,30,0,,1,1.63,55,37,+18,+0.59,+2.59,0,0,7,0,0,0,0,,,0
287,Nicolai Poulsen,dk DEN,MF,AGF,30,1993,28,24,1984,22.0,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14,Matches,11,5,45.5,0.50,0.23,0.09,0.20,,71,68.9,77,10,4,36,0,1.29,36,29,+7,+0.32,+0.32,0,37,24,0,9,28,26,,,0
347,Nicolai Vallys,dk DEN,"MF,FW",Brøndby,27,1996,25,18,1792,19.9,5,2,7,5,0,0,2,0,0.25,0.10,0.35,0.25,0.35,Matches,37,16,43.2,1.86,0.80,0.14,0.31,,72,62.2,88,11,7,31,0,1.52,34,28,+6,+0.30,-0.19,0,16,10,6,13,10,15,,,0
69,Nicolas Bürgy,ch SUI,DF,Viborg,28,1995,13,11,1036,11.5,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,11,4,36.4,0.96,0.35,0.09,0.25,,80,36.0,90,11,2,23,4,1.46,23,16,+7,+0.61,+0.61,0,5,2,0,3,21,5,,,0
33,Nikolai Baden Frederiksen,dk DEN,FW,Lyngby,24,2000,5,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4,0,0.0,6.32,0.00,0.00,,,11,2.0,,0,5,11,7,0.00,0,3,-3,-4.74,-4.29,0,1,0,1,5,0,0,,,0
109,Nikolas Dyhr,dk DEN,DF,Randers,23,2001,26,23,2031,22.6,1,3,4,1,0,0,2,0,0.04,0.13,0.18,0.04,0.18,Matches,5,2,40.0,0.22,0.09,0.20,0.50,,78,70.5,83,8,3,38,0,1.37,40,33,+7,+0.31,+0.31,0,7,9,3,47,17,20,,,0
238,Noah Markmann,dk DEN,DF,Nordsjælland,17,2007,10,3,339,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2,0,0.0,0.53,0.00,0.00,,,34,11.8,74,0,7,17,14,1.30,4,7,-3,-0.80,-0.80,0,7,4,0,0,6,5,,,0
257,Noah Nartey,dk DEN,MF,Brøndby,18,2005,28,19,1752,19.5,3,5,8,3,0,0,7,1,0.15,0.26,0.41,0.15,0.41,Matches,29,7,24.1,1.49,0.36,0.10,0.43,,63,60.8,81,8,9,24,3,1.71,36,26,+10,+0.51,+0.35,1,25,22,0,5,13,38,,,0
,Noah Nguyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
318,Noah Shamoun,sy SYR,MF,Randers,21,2002,11,2,245,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2,1,50.0,0.73,0.37,0.00,0.00,,22,8.5,45,0,9,17,11,1.27,6,5,+1,+0.37,+0.16,0,2,1,1,10,0,0,,,0
75,Norman Campbell,jm JAM,"MF,FW",Randers,24,1999,26,17,1475,16.4,7,1,8,7,0,0,6,1,0.43,0.06,0.49,0.43,0.49,Matches,35,14,40.0,2.14,0.85,0.20,0.50,,57,51.2,72,1,9,28,3,1.44,30,29,+1,+0.06,-0.32,1,34,17,8,47,11,13,,,0
28,Nóel Arnórsson,is ISL,DF,Aalborg,17,2006,16,11,872,9.7,0,2,2,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches,4,0,0.0,0.41,0.00,0.00,,,55,30.3,63,2,5,36,3,0.44,8,24,-16,-1.65,-0.89,0,15,11,0,7,11,14,,,0
272,Ohi Omoijuanfo,no NOR,"FW,MF",Brøndby,30,1994,4,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,1,100.0,1.23,1.23,0.00,0.00,,18,2.5,,0,4,18,5,2.00,3,2,+1,+1.23,+0.88,0,1,1,0,0,0,0,,,0
64,Ola Brynhildsen,no NOR,MF,Midtjylland,25,1999,6,3,279,3.1,2,0,2,2,0,0,0,0,0.65,0.00,0.65,0.65,0.65,Matches,11,5,45.5,3.55,1.61,0.18,0.40,,47,9.7,72,0,3,21,0,2.33,4,2,+2,+0.65,-0.05,0,4,2,0,3,1,1,,,0
26,Oliver Antman,fi FIN,FW,Nordsjælland,22,2001,3,3,232,2.6,1,1,2,1,0,0,1,0,0.39,0.39,0.78,0.39,0.78,Matches,4,2,50.0,1.55,0.78,0.25,0.50,,77,8.1,77,0,0,,0,2.33,5,2,+3,+1.16,+1.37,0,2,1,0,3,0,2,,,0
67,Oliver Bundgaard,dk DEN,DF,Viborg,23,2001,9,6,406,4.5,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,4,2,50.0,0.89,0.44,0.25,0.50,,45,14.1,62,4,3,12,3,1.11,5,5,0,0.00,-0.25,0,8,5,0,10,5,8,,,1
166,Oliver Højer,dk DEN,MF,FC Copenhagen,17,2007,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2,1,50.0,30.00,15.00,0.00,0.00,,3,0.2,,0,2,3,9,1.50,0,0,0,0.00,-0.85,0,0,1,1,0,1,0,,,0
179,Oliver Jensen,dk DEN,MF,Midtjylland,22,2002,28,26,2386,26.5,9,3,12,7,2,2,1,0,0.34,0.11,0.45,0.26,0.38,Matches,47,15,31.9,1.77,0.57,0.15,0.47,,85,82.8,89,25,2,38,0,1.96,58,36,+22,+0.83,+0.83,0,15,19,5,33,15,18,,,0
186,Oliver Jones,au AUS,MF,Randers,21,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,1,0.0,,0,1,1,6,0.00,0,0,0,0.00,-0.22,0,0,0,0,0,0,0,,,0
263,Oliver Nielsen,dk DEN,DF,Vejle BK,21,2003,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,11,2,18.2,0.69,0.12,0.00,0.00,,90,50.0,90,16,0,,0,0.38,16,39,-23,-1.44,-1.19,0,14,11,0,3,13,12,,,0
271,Oliver Olsen,dk DEN,DF,Randers,23,2000,31,31,2790,31.0,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,28,7,25.0,0.90,0.23,0.04,0.14,,90,96.9,90,31,0,,0,1.47,57,50,+7,+0.23,+0.23,0,45,24,2,47,40,49,,,0
303,Oliver Rose-Villadsen,dk DEN,DF,Nordsjælland,22,2001,4,2,250,2.8,0,2,2,0,0,0,0,0,0.00,0.72,0.72,0.00,0.72,Matches,2,2,100.0,0.72,0.72,0.00,0.00,,63,8.7,90,2,2,35,0,2.00,5,2,+3,+1.08,+1.29,0,0,3,0,16,2,1,,,0
304,Oliver Ross,dk DEN,"FW,MF",Aalborg,19,2004,30,24,1852,20.6,2,1,3,2,0,1,3,0,0.10,0.05,0.15,0.10,0.15,Matches,37,12,32.4,1.80,0.58,0.05,0.17,,62,64.3,71,5,6,26,1,0.80,19,41,-22,-1.07,-0.11,0,19,26,8,44,4,12,,,0
323,Oliver Sonne,pe PER,DF,Silkeborg,23,2000,16,15,1394,15.5,3,4,7,3,0,0,4,0,0.19,0.26,0.45,0.19,0.45,Matches,13,6,46.2,0.84,0.39,0.23,0.50,,87,48.4,90,14,1,45,0,1.44,26,22,+4,+0.26,-0.41,0,9,10,1,61,15,22,,,1
369,Oliver Zandén,se SWE,DF,Randers,22,2001,4,4,321,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.28,0.00,0.00,,,80,11.1,80,2,0,,3,2.00,6,3,+3,+0.84,+0.70,0,5,1,0,11,7,3,,,0
163,Olti Hyseni,dk DEN,"FW,MF",SønderjyskE,17,2007,20,13,978,10.9,2,2,4,2,0,0,2,0,0.18,0.18,0.37,0.18,0.37,Matches,30,9,30.0,2.76,0.83,0.07,0.22,,49,34.0,64,0,7,21,5,1.35,20,18,+2,+0.18,+1.08,0,26,16,5,15,6,8,,,0
327,Orri Steinn Óskarsson,is ISL,FW,FC Copenhagen,19,2004,6,5,476,5.3,5,0,5,5,0,0,0,0,0.95,0.00,0.95,0.95,0.95,Matches,20,8,40.0,3.78,1.51,0.25,0.63,,79,16.5,86,2,1,45,0,1.83,11,7,+4,+0.76,-0.10,0,3,1,8,2,1,1,,,0
154,Oscar Hedvall,dk DEN,GK,Viborg,25,1998,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,43.8,90,14,0,,18,1.64,23,16,+7,+0.50,+0.50,0,0,3,0,0,0,2,,,0
313,Oscar Schwartau,dk DEN,MF,Brøndby,18,2006,4,1,144,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2,1,50.0,1.25,0.62,0.00,0.00,,36,5.0,62,0,3,27,0,2.25,3,1,+2,+1.25,+0.92,0,1,3,0,0,0,3,,,0
54,Oskar Boesen,dk DEN,MF,Silkeborg,19,2005,17,2,412,4.6,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches,5,1,20.0,1.09,0.22,0.00,0.00,,24,14.3,69,0,15,18,14,1.61,7,5,+2,+0.44,-0.04,0,6,2,1,3,1,9,,,0
72,Oskar Buur,dk DEN,DF,Lyngby,26,1998,13,11,865,9.6,0,1,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,Matches,3,2,66.7,0.31,0.21,0.00,0.00,,67,30.0,74,4,2,26,0,1.08,8,9,-1,-0.10,+0.61,0,5,10,1,22,11,12,,,0
150,Oskar Haugstrup,,MF,AGF,,,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,1,0.0,,0,1,1,5,0.00,0,0,0,0.00,-0.22,0,0,0,0,0,0,0,,,0
,Oskar Snorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,32,,,,,,,,,,,,,,,,
99,Oumar Diakhite,sn SEN,DF,Aalborg,30,1993,13,9,866,9.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,3,0,0.0,0.31,0.00,0.00,,,67,30.1,85,8,4,25,10,0.77,6,24,-18,-1.87,-1.20,0,6,3,1,0,17,10,,,1
100,Ousmane Diao,sn SEN,DF,Midtjylland,20,2004,25,24,2062,22.9,4,1,5,4,0,0,8,2,0.17,0.04,0.22,0.17,0.22,Matches,19,6,31.6,0.83,0.26,0.21,0.67,,82,71.6,85,19,1,13,5,1.72,40,33,+7,+0.31,-1.34,2,22,5,0,1,25,30,,,1
,Ovie Ejeheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,
149,Pantelis Hatzidiakos,gr GRE,DF,FC Copenhagen,27,1997,24,24,2152,23.9,1,2,3,1,0,0,7,0,0.04,0.08,0.13,0.04,0.13,Matches,5,1,20.0,0.21,0.04,0.20,1.00,,90,74.7,90,23,0,,0,1.92,45,25,+20,+0.84,-0.03,0,20,10,2,1,19,23,,,0
132,Pascal Gregor,dk DEN,DF,Lyngby,30,1994,15,10,990,11.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,8,1,12.5,0.73,0.09,0.00,0.00,,66,34.4,86,9,5,27,1,0.60,7,15,-8,-0.73,-0.30,0,10,7,0,4,10,7,,,1
251,Patrick Mortensen,dk DEN,FW,AGF,35,1989,32,31,2705,30.1,20,0,20,17,3,4,2,0,0.67,0.00,0.67,0.57,0.57,Matches,69,39,56.5,2.30,1.30,0.25,0.44,,85,93.9,86,22,1,28,0,1.25,50,41,+9,+0.30,+1.33,0,39,26,8,1,7,4,,,0
284,Patrick Pentz,at AUT,GK,Brøndby,27,1997,30,30,2699,30.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,93.7,90,29,0,,0,1.63,55,44,+11,+0.37,-0.13,1,0,5,0,0,0,0,,,0
171,Paul Izzo,au AUS,GK,Randers,29,1995,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,100.0,90,32,0,,0,1.45,57,50,+7,+0.22,,0,0,5,0,0,0,0,,,0
280,Paulinho,br BRA,DF,Midtjylland,29,1995,12,3,445,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.20,0.00,0.00,,,37,15.5,74,0,9,25,3,1.67,10,7,+3,+0.61,-0.10,0,5,11,3,26,8,7,,,0
59,Pedro Bravo,co COL,MF,Midtjylland,19,2004,23,14,1328,14.8,1,2,3,1,0,0,4,0,0.07,0.14,0.20,0.07,0.20,Matches,4,2,50.0,0.27,0.14,0.25,0.50,,58,46.1,81,8,9,22,2,1.83,32,22,+10,+0.68,-0.02,0,22,11,0,4,17,46,,,0
128,Pedro Ganchas,pt POR,DF,Silkeborg,24,2000,25,25,2250,25.0,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches,8,4,50.0,0.32,0.16,0.13,0.25,,90,78.1,90,25,0,,5,1.62,44,32,+12,+0.48,+0.05,0,23,17,0,2,38,12,,,0
243,Pelle Mattsson,dk DEN,MF,Silkeborg,22,2001,25,25,2113,23.5,1,3,4,1,0,0,7,0,0.04,0.13,0.17,0.04,0.17,Matches,22,8,36.4,0.94,0.34,0.05,0.13,,85,73.4,85,20,0,,0,1.54,39,27,+12,+0.51,+0.16,0,35,75,0,7,35,34,,,0
25,Peter Ankersen,dk DEN,DF,Nordsjælland,33,1990,29,29,2601,28.9,3,4,7,3,0,0,9,0,0.10,0.14,0.24,0.10,0.24,Matches,35,14,40.0,1.21,0.48,0.09,0.21,,90,90.3,90,26,0,,0,1.59,50,45,+5,+0.17,+2.75,0,19,27,4,118,16,31,,,0
,Peter Bjur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,
214,Peter Langhoff,dk DEN,MF,Lyngby,20,2004,17,14,1300,14.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,3,2,66.7,0.21,0.14,0.00,0.00,,76,45.1,89,13,3,17,9,1.24,14,17,-3,-0.21,+0.59,0,23,17,0,10,16,24,,,0
354,Peter Villum Berthelsen,dk DEN,FW,Nordsjælland,18,2006,6,2,145,1.6,0,1,1,0,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches,2,1,50.0,1.24,0.62,0.00,0.00,,24,5.0,61,0,4,6,4,1.17,1,2,-1,-0.62,-0.55,0,8,0,0,0,1,1,,,0
