Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
301,Pontus Rödin,se SWE,DF,Silkeborg,23,2000,14,14,1247,13.9,2,0,2,2,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches,9,4,44.4,0.65,0.29,0.22,0.50,,89,43.3,89,13,0,,1,1.79,28,15,+13,+0.94,+0.83,0,5,2,0,3,15,14,,,0
276,Ramazan Orazov,kz KAZ,"MF,FW",Silkeborg,26,1998,16,4,448,5.0,2,0,2,2,0,0,0,0,0.40,0.00,0.40,0.40,0.40,Matches,6,3,50.0,1.21,0.60,0.33,0.67,,28,15.6,66,1,12,15,13,2.19,12,5,+7,+1.41,+1.11,0,5,2,1,8,4,5,,,0
118,Rasmus Falk,dk DEN,MF,FC Copenhagen,32,1992,12,4,490,5.4,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches,7,2,28.6,1.29,0.37,0.00,0.00,,41,17.0,82,2,8,20,8,1.83,11,3,+8,+1.47,+0.75,0,2,9,0,4,4,11,,,0
219,Rasmus Lauritsen,dk DEN,DF,Brøndby,28,1996,16,13,1185,13.2,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,12,3,25.0,0.91,0.23,0.00,0.00,,74,41.1,87,11,3,18,11,1.88,20,17,+3,+0.23,-0.25,0,17,9,0,0,5,5,,,0
338,Rasmus Thelander,dk DEN,DF,Lyngby,33,1991,12,10,955,10.6,1,0,1,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches,7,2,28.6,0.66,0.19,0.14,0.50,,80,33.2,90,10,2,28,2,1.08,11,16,-5,-0.47,+0.09,0,9,3,1,0,13,5,,,0
339,Rasmus Thelander,dk DEN,DF,Silkeborg,33,1991,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7,2,28.6,0.66,0.19,0.14,0.50,,80,33.2,90,10,2,28,2,1.08,11,16,-5,-0.47,+0.09,0,9,3,1,0,13,5,,,0
355,Rasmus Vinderslev,dk DEN,MF,SønderjyskE,26,1997,23,22,1891,21.0,0,2,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,6,3,50.0,0.29,0.14,0.00,0.00,,82,65.7,85,16,1,19,0,0.87,27,46,-19,-0.90,-1.09,0,36,23,0,5,31,23,,,0
188,Renato Junior,br BRA,FW,Viborg,22,2002,29,24,1820,20.2,4,4,8,4,0,0,8,0,0.20,0.20,0.40,0.20,0.40,Matches,49,13,26.5,2.42,0.64,0.08,0.31,,63,63.2,73,4,5,16,1,1.48,40,27,+13,+0.64,+1.15,0,21,44,4,5,13,6,,,0
86,Rezan Corlu,dk DEN,MF,Lyngby,26,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,5.00,0.00,0.00,,,18,0.6,,0,1,18,1,0.00,0,1,-1,-5.00,-4.50,0,0,0,0,1,1,0,,,0
180,Richard Jensen,fi FIN,DF,Vejle BK,28,1996,11,6,602,6.7,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,1,1,100.0,0.15,0.15,1.00,1.00,,55,20.9,88,5,5,15,11,1.00,6,16,-10,-1.50,-0.82,0,2,1,1,0,10,7,,,0
137,Richmond Gyamfi,gh GHA,FW,AGF,19,2004,4,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,9,1.3,,0,4,9,10,2.25,0,0,0,0.00,-0.22,0,1,1,0,1,0,0,,,0
300,Robert,br BRA,MF,FC Copenhagen,19,2005,14,9,612,6.8,1,3,4,1,0,0,0,0,0.15,0.44,0.59,0.15,0.59,Matches,16,8,50.0,2.35,1.18,0.06,0.13,,44,21.3,56,0,5,22,9,2.07,14,3,+11,+1.62,+0.98,0,8,9,4,7,5,7,,,0
89,Robin Dahl Østrøm,no NOR,DF,Silkeborg,21,2002,31,26,2231,24.8,0,3,3,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,11,3,27.3,0.44,0.12,0.00,0.00,,72,77.5,84,18,5,12,1,1.63,41,33,+8,+0.32,-0.65,0,15,4,1,17,16,22,,,1
30,Rocco Ascone,fr FRA,FW,Nordsjælland,20,2003,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,16,1.1,,0,2,16,8,0.00,0,0,0,0.00,+0.09,0,0,0,0,0,0,0,,,0
161,Rodrigo Huescas,mx MEX,"DF,MF",FC Copenhagen,20,2003,19,16,1504,16.7,1,2,3,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches,19,6,31.6,1.14,0.36,0.05,0.17,,79,52.2,90,16,3,21,7,2.11,31,14,+17,+1.02,+0.36,0,13,17,3,66,24,26,,,0
53,Rody de Boer,nl NED,GK,Aalborg,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,3.1,90,1,0,,23,0.00,0,2,-2,-2.00,-1.00,0,0,0,0,0,0,0,,,0
38,Roony Bardghji,se SWE,MF,FC Copenhagen,18,2005,5,2,229,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5,1,20.0,1.97,0.39,0.00,0.00,,46,8.0,70,0,3,30,2,1.80,6,4,+2,+0.79,-0.06,0,2,3,0,8,2,3,,,0
,Rúnar Alex Rúnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,17,,,,,,,,,,,,,,,,
146,Sabil Hansen,no NOR,"DF,MF",Randers,18,2005,14,6,539,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2,0,0.0,0.33,0.00,0.00,,,39,18.7,65,0,8,19,12,1.36,10,15,-5,-0.83,-1.30,0,9,5,0,7,9,21,,,0
299,Sander Ravn,dk DEN,MF,Vejle BK,17,2007,3,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,3,0.3,,0,3,3,7,1.00,0,0,0,0.00,+0.85,0,1,0,0,0,0,1,,,0
198,Sean Klaiber,sr SUR,"DF,MF",Brøndby,30,1994,26,21,1765,19.6,0,3,3,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,24,9,37.5,1.22,0.46,0.00,0.00,,68,61.3,79,11,5,19,1,1.46,35,38,-3,-0.15,-1.36,0,19,10,1,57,23,22,,,1
,Sebastian Laustsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,
248,Sebastian Mikkelsen,dk DEN,FW,Silkeborg,17,2006,3,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,7,0.7,,0,3,7,3,1.33,2,0,+2,+8.57,+8.16,0,0,1,0,0,0,0,,,0
278,Sebastian Otoa,dk DEN,DF,Aalborg,20,2004,10,9,718,8.0,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,6,1,16.7,0.75,0.13,0.00,0.00,,72,24.9,76,5,1,34,2,1.00,5,16,-11,-1.38,-0.46,0,13,10,0,3,8,11,,,0
314,Sebastian Sebulonsen,no NOR,"MF,DF",Brøndby,24,2000,28,24,2110,23.4,1,4,5,1,0,0,1,0,0.04,0.17,0.21,0.04,0.21,Matches,29,6,20.7,1.24,0.26,0.03,0.17,,75,73.3,84,16,4,26,0,1.64,45,28,+17,+0.73,+1.31,0,25,9,2,69,22,30,,,0
114,Sefer Emini,mk MKD,MF,SønderjyskE,24,2000,28,26,2180,24.2,1,3,4,1,0,0,4,1,0.04,0.12,0.17,0.04,0.17,Matches,62,11,17.7,2.56,0.45,0.02,0.09,,78,75.7,81,16,2,35,0,1.07,33,46,-13,-0.54,-0.02,0,31,30,3,32,43,33,,,0
315,Serginho,,FW,Viborg,23,2001,24,22,1792,19.9,5,11,16,5,0,0,4,1,0.25,0.55,0.80,0.25,0.80,Matches,61,27,44.3,3.06,1.36,0.08,0.19,,75,62.2,78,4,2,35,0,1.42,39,33,+6,+0.30,+0.22,1,17,43,10,167,4,9,,,0
151,Sigurd Hauso Haugen,no NOR,FW,AGF,27,1997,2,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,17,1.2,,0,2,17,5,0.50,0,2,-2,-5.29,-5.58,0,0,1,1,1,0,0,,,0
55,Simen Bolkan Nordli,no NOR,MF,Randers,24,1999,31,31,2415,26.8,14,12,26,9,5,6,2,0,0.52,0.45,0.97,0.34,0.78,Matches,64,22,34.4,2.39,0.82,0.14,0.41,,78,83.9,78,5,0,,0,1.50,49,36,+13,+0.48,+1.65,0,28,33,7,145,21,17,,,0
,Simon Maass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
,Simon Wæver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
110,Sindre Egeli,no NOR,"FW,MF",Nordsjælland,18,2006,31,28,2384,26.5,9,5,14,8,1,1,6,0,0.34,0.19,0.53,0.30,0.49,Matches,99,40,40.4,3.74,1.51,0.08,0.20,,77,82.8,83,9,3,18,0,1.48,42,45,-3,-0.11,-0.11,0,35,27,6,91,7,11,,,0
46,Sofus Berger Brix,dk DEN,MF,Silkeborg,21,2003,8,0,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2,1,50.0,1.96,0.98,0.00,0.00,,12,3.2,,0,8,12,0,1.50,1,2,-1,-0.98,-1.49,0,0,3,0,1,0,1,,,0
47,Sofus Berger Brix,dk DEN,MF,Viborg,21,2003,3,0,49,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2,1,50.0,1.96,0.98,0.00,0.00,,12,3.2,,0,8,12,0,1.50,1,2,-1,-0.98,-1.49,0,0,3,0,1,0,1,,,0
183,Sofus Johannesen,dk DEN,MF,Midtjylland,17,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,1,0.0,,0,1,1,3,3.00,0,0,0,0.00,-0.69,0,0,0,0,0,0,1,,,0
210,Srđan Kuzmić,si SVN,DF,Viborg,20,2004,21,14,1496,16.6,1,2,3,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18,Matches,13,3,23.1,0.78,0.18,0.08,0.33,,71,51.9,86,8,7,42,8,1.48,32,29,+3,+0.18,-0.08,0,16,21,1,8,23,24,,,0
351,Stefan Velkov,bg BUL,DF,Vejle BK,27,1996,23,23,1998,22.2,3,0,3,3,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches,15,4,26.7,0.68,0.18,0.20,0.75,,87,69.4,87,20,0,,4,0.96,24,43,-19,-0.86,-0.04,0,26,9,1,0,28,14,,,0
,Stefen Tchamche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,
4,Stephen Acquah,gh GHA,DF,Nordsjælland,18,2006,5,0,73,0.8,1,1,2,1,0,0,0,0,1.23,1.23,2.47,1.23,2.47,Matches,4,2,50.0,4.93,2.47,0.25,0.50,,15,2.5,,0,5,15,8,0.80,2,3,-1,-1.23,-1.17,0,0,0,0,0,0,0,,,0
267,Stephen Odey,ng NGA,"MF,FW",Randers,26,1998,23,9,931,10.3,1,1,2,1,0,0,3,0,0.10,0.10,0.19,0.10,0.19,Matches,24,9,37.5,2.32,0.87,0.04,0.11,,40,32.3,68,0,14,23,7,1.75,17,18,-1,-0.10,-0.47,0,15,16,6,6,3,6,,,0
325,Stijn Spierings,nl NED,MF,Brøndby,28,1996,12,4,389,4.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2,0,0.0,0.46,0.00,0.00,,,32,13.5,72,1,8,13,13,1.42,6,7,-1,-0.23,-0.70,0,12,1,0,0,8,6,,,0
293,Stipe Radić,hr CRO,DF,Viborg,24,2000,20,18,1669,18.5,3,1,4,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,Matches,9,3,33.3,0.49,0.16,0.33,1.00,,83,58.0,88,17,2,47,11,1.70,38,30,+8,+0.43,+0.51,0,10,9,0,0,16,5,,,0
234,Sævar Magnússon,is ISL,"MF,FW",Lyngby,24,2000,31,30,2540,28.2,4,2,6,4,0,1,5,0,0.14,0.07,0.21,0.14,0.21,Matches,44,11,25.0,1.56,0.39,0.09,0.36,,82,88.2,82,16,1,68,0,0.87,21,35,-14,-0.50,+0.30,0,54,54,3,125,26,49,,,0
21,Søren Andreasen,dk DEN,FW,SønderjyskE,28,1996,3,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3,2,66.7,4.82,3.21,0.00,0.00,,19,1.9,,0,3,19,2,0.33,0,1,-1,-1.61,-1.10,0,1,0,1,1,0,1,,,0
37,Tammer Bany,dk DEN,"MF,FW",Randers,20,2003,15,8,726,8.1,2,4,6,2,0,0,3,0,0.25,0.50,0.74,0.25,0.74,Matches,24,3,12.5,2.98,0.37,0.08,0.67,,48,25.2,66,0,7,29,1,1.87,15,7,+8,+0.99,+1.03,0,24,20,1,3,6,20,,,0
311,Theo Sander,dk DEN,GK,FC Copenhagen,19,2005,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,9.4,90,3,0,,0,2.33,6,3,+3,+1.00,+0.17,0,0,0,0,0,0,0,,,0
97,Thomas Delaney,dk DEN,MF,FC Copenhagen,32,1991,24,20,1649,18.3,5,3,8,5,0,0,8,0,0.27,0.16,0.44,0.27,0.44,Matches,23,10,43.5,1.26,0.55,0.22,0.50,,69,57.3,76,12,4,31,0,1.92,30,17,+13,+0.71,-0.31,0,41,30,0,14,34,25,,,0
136,Thomas Gundelund,dk DEN,"MF,DF",Vejle BK,22,2001,22,20,1690,18.8,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches,10,3,30.0,0.53,0.16,0.10,0.33,,77,58.7,83,13,2,16,1,1.27,25,30,-5,-0.27,+1.40,0,12,27,1,27,14,22,,,0
191,Thomas Jørgensen,dk DEN,MF,Viborg,18,2005,27,22,1741,19.3,3,3,6,3,0,0,0,0,0.16,0.16,0.31,0.16,0.31,Matches,25,10,40.0,1.29,0.52,0.12,0.30,,,,,0,0,,2,,,,,,,0,13,24,0,52,19,33,,,0
249,Thomas Mikkelsen,dk DEN,GK,Brøndby,40,1983,1,1,90,1.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,3.1,90,1,0,,26,2.00,3,3,0,0.00,-0.39,0,0,0,0,0,0,0,,,0
24,Tobias Anker,dk DEN,DF,AGF,23,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,6,0.2,,0,1,6,5,0.00,0,1,-1,-15.00,-15.25,0,0,0,0,0,0,0,,,0
32,Tobias Bach,ru RUS,"DF,MF",AGF,21,2003,16,3,296,3.3,0,1,1,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,Matches,4,2,50.0,1.22,0.61,0.00,0.00,,19,10.3,65,0,13,8,10,1.31,7,10,-3,-0.91,-1.26,0,6,4,0,12,4,6,,,0
43,Tobias Bech,dk DEN,FW,AGF,22,2002,30,27,2262,25.1,8,2,10,8,0,0,6,1,0.32,0.08,0.40,0.32,0.40,Matches,70,24,34.3,2.79,0.95,0.11,0.33,,75,78.5,82,12,3,17,0,1.33,43,32,+11,+0.44,+1.02,1,17,23,6,28,3,8,,,0
173,Tobias Jakobsen,dk DEN,GK,Vejle BK,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,3.1,90,1,0,,31,0.00,2,3,-1,-1.00,-0.16,0,0,0,0,0,0,0,,,0
201,Tobias Klysner,dk DEN,"DF,FW",SønderjyskE,23,2001,20,9,892,9.9,1,2,3,1,0,0,0,0,0.10,0.20,0.30,0.10,0.30,Matches,3,1,33.3,0.30,0.10,0.33,1.00,,45,31.0,72,3,11,22,2,1.25,17,16,+1,+0.10,+0.92,0,4,3,0,22,18,13,,,0
220,Tobias Lauritsen,dk DEN,MF,Vejle BK,20,2004,17,14,1165,12.9,2,2,4,2,0,0,3,0,0.15,0.15,0.31,0.15,0.31,Matches,20,6,30.0,1.55,0.46,0.10,0.33,,69,40.5,76,2,3,34,5,0.71,16,24,-8,-0.62,+0.38,0,34,9,1,11,10,14,,,0
,Tobias Lykkebak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
255,Tobias Mølgaard,dk DEN,DF,AGF,28,1996,16,10,1044,11.6,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,2,1,50.0,0.17,0.09,0.50,1.00,,65,36.3,82,5,6,37,0,0.63,13,25,-12,-1.03,-1.97,0,16,4,1,16,18,25,,,0
310,Tobias Salquist,dk DEN,DF,Nordsjælland,29,1995,11,8,762,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3,1,33.3,0.35,0.12,0.00,0.00,,69,26.5,84,5,3,31,0,1.00,12,15,-3,-0.35,-0.35,0,1,3,0,0,9,5,,,0
322,Tobias Sommer,dk DEN,"MF,DF",SønderjyskE,22,2001,25,16,1603,17.8,3,3,6,3,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches,11,6,54.5,0.62,0.34,0.27,0.50,,64,55.7,87,12,9,24,7,1.40,28,33,-5,-0.28,+0.57,0,20,21,2,5,30,15,,,0
329,Tobias Storm,dk DEN,"MF,DF",Lyngby,20,2004,10,9,720,8.0,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches,6,2,33.3,0.75,0.25,0.00,0.00,,72,25.0,79,4,1,12,2,0.80,5,10,-5,-0.62,-0.13,0,5,2,0,13,3,6,,,0
5,Tonni Adamsen,dk DEN,FW,Silkeborg,29,1994,32,30,2575,28.6,15,4,19,10,5,5,2,0,0.52,0.14,0.66,0.35,0.49,Matches,82,38,46.3,2.87,1.33,0.12,0.26,,80,89.4,83,16,2,40,0,1.58,52,38,+14,+0.49,+0.19,0,18,26,6,78,6,8,,,0
152,Travis Hearnes,no NOR,MF,Aalborg,18,2005,12,9,767,8.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,64,26.6,76,2,3,27,3,0.50,7,16,-9,-1.06,-0.03,0,8,9,0,1,17,4,,,0
,Tómas Óli Kristjánsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
22,Valdemar Andreasen,dk DEN,MF,Midtjylland,19,2005,22,10,925,10.3,2,2,4,2,0,0,0,1,0.19,0.19,0.39,0.19,0.39,Matches,23,8,34.8,2.24,0.78,0.09,0.25,,42,32.1,67,1,12,21,4,1.86,21,12,+9,+0.88,+0.28,0,8,17,2,54,15,15,,,0
92,Valdemar Damgaard,dk DEN,MF,Aalborg,17,2007,3,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,1.11,0.00,0.00,,,27,2.8,63,0,2,9,8,2.00,0,2,-2,-2.22,-1.23,0,2,0,0,1,0,1,,,0
124,Victor Froholdt,dk DEN,MF,FC Copenhagen,18,2006,30,21,2022,22.5,3,2,5,3,0,0,4,0,0.13,0.09,0.22,0.13,0.22,Matches,17,7,41.2,0.76,0.31,0.18,0.43,,67,70.2,87,17,9,22,1,2.03,44,25,+19,+0.85,+0.01,0,16,29,1,18,39,39,,,0
181,Victor Jensen,dk DEN,DF,Midtjylland,20,2003,21,18,1447,16.1,1,3,4,1,0,0,0,0,0.06,0.19,0.25,0.06,0.25,Matches,7,5,71.4,0.44,0.31,0.14,0.20,,69,50.2,74,7,3,36,5,1.90,30,19,+11,+0.68,-0.01,0,18,7,1,35,24,27,,,0
224,Victor Lind,dk DEN,"FW,MF",Midtjylland,21,2003,3,0,56,0.6,1,0,1,1,0,0,0,0,1.61,0.00,1.61,1.61,1.61,Matches,2,1,50.0,3.21,1.61,0.50,1.00,,19,1.9,,0,3,19,2,1.33,3,0,+3,+4.82,+4.22,0,0,0,0,3,1,0,,,0
,Viggo Matthiesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,
83,Viktor Claesson,se SWE,"MF,FW",FC Copenhagen,32,1992,28,15,1465,16.3,6,4,10,6,0,0,1,0,0.37,0.25,0.61,0.37,0.61,Matches,38,13,34.2,2.33,0.80,0.16,0.46,,52,50.9,79,7,13,22,2,2.00,32,15,+17,+1.04,+0.41,0,19,8,3,6,6,14,,,0
252,Vincent Müller,de GER,GK,Aalborg,23,2000,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,93.8,90,30,0,,1,0.80,33,62,-29,-0.97,+1.03,0,0,7,0,0,0,1,,,0
94,Wessel Dammers,nl NED,DF,Randers,29,1995,31,31,2790,31.0,6,0,6,6,0,0,3,0,0.19,0.00,0.19,0.19,0.19,Matches,15,9,60.0,0.48,0.29,0.40,0.67,,90,96.9,90,31,0,,0,1.47,56,49,+7,+0.23,+0.23,0,12,16,0,1,31,15,,,0
84,William Clem,dk DEN,MF,FC Copenhagen,20,2004,13,6,631,7.0,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,14,2,14.3,2.00,0.29,0.00,0.00,,49,21.9,79,2,7,22,9,1.85,16,11,+5,+0.71,-0.17,0,13,10,0,4,14,17,,,0
231,William Lykke,dk DEN,GK,Nordsjælland,19,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,6.3,90,2,0,,27,0.00,0,3,-3,-1.50,-1.50,0,0,0,0,0,0,0,,,0
,William Sonne Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,
326,William Steindorsson,dk DEN,MF,Lyngby,19,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,17,0.6,,0,1,17,2,3.00,1,0,+1,+5.29,+5.86,0,0,1,0,0,0,0,,,0
209,Willy Kumado,gh GHA,"MF,DF",Lyngby,21,2002,17,12,1096,12.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3,1,33.3,0.25,0.08,0.00,0.00,,64,38.1,82,9,5,22,0,0.59,7,15,-8,-0.66,-0.20,0,11,11,2,34,5,7,,,0
260,Yeni Ngbakoto,cd COD,"MF,FW",Vejle BK,32,1992,21,6,670,7.4,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,15,3,20.0,2.01,0.40,0.07,0.33,,32,23.3,68,0,15,17,10,0.48,7,17,-10,-1.34,-0.65,0,11,6,1,16,3,3,,,0
265,Yonis Njoh,fr FRA,FW,Viborg,20,2004,14,9,808,9.0,6,0,6,6,0,0,0,0,0.67,0.00,0.67,0.67,0.67,Matches,22,8,36.4,2.45,0.89,0.27,0.75,,58,28.1,79,3,5,19,0,1.79,20,10,+10,+1.11,+1.24,0,4,9,0,10,5,4,,,0
35,Younes Bakiz,dk DEN,"FW,MF",Silkeborg,25,1999,25,24,1881,20.9,10,7,17,10,0,0,4,0,0.48,0.33,0.81,0.48,0.81,Matches,58,26,44.8,2.78,1.24,0.17,0.38,,75,65.3,77,5,1,33,0,1.52,40,20,+20,+0.96,+1.41,0,29,43,2,38,6,13,,,0
34,Youssouph Badji,sn SEN,FW,AGF,22,2001,15,2,365,4.1,1,3,4,1,0,0,0,0,0.25,0.74,0.99,0.25,0.99,Matches,8,3,37.5,1.97,0.74,0.13,0.33,,24,12.7,71,0,13,17,4,1.00,10,7,+3,+0.74,+0.60,0,7,4,0,3,1,5,,,0
330,Yuito Suzuki,jp JPN,"MF,FW",Brøndby,22,2001,32,30,2597,28.9,12,4,16,11,1,2,3,0,0.42,0.14,0.55,0.38,0.52,Matches,70,29,41.4,2.43,1.01,0.16,0.38,,81,90.2,84,12,2,35,0,1.59,54,45,+9,+0.31,-0.64,0,34,21,3,102,10,25,,,0
316,Zidan Sertdemir,dk DEN,"MF,FW",Nordsjælland,19,2005,31,10,1116,12.4,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches,9,2,22.2,0.73,0.16,0.11,0.50,,36,38.8,69,2,21,20,1,1.48,24,27,-3,-0.24,-0.24,0,17,17,0,3,7,14,,,0
368,Žan Zaletel,si SVN,DF,Viborg,24,1999,5,5,374,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.24,0.00,0.00,,,75,13.0,75,4,0,,0,0.40,8,12,-4,-0.96,-1.36,0,1,1,1,0,5,2,,,0
