Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls.1;Ast.1;G+A.1;G-PK.1;G+A-PK;Matches;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Min%;PPM;+/-90;On-Off;MP_per90;Starts_per90;Min_per90;Gls_per90;Ast_per90;G+A_per90;G-PK_per90;PK_per90;PKatt_per90;CrdY_per90;CrdR_per90;Sh_per90;SoT_per90;Dist_per90;Mn/MP_per90;Mn/Start_per90;Compl_per90;Subs_per90;Mn/Sub_per90;unSub_per90;onG_per90;onGA_per90;+/-_per90;2CrdY_per90;Fls_per90;Fld_per90;Off_per90;Crs_per90;Int_per90;TklW_per90;PKwon_per90;PKcon_per90;OG_per90
240,0;Emiliano Martínez;uy URU;MF;Midtjylland;24,0;1999,0;12,1;0,0;0,08;0,08;0,0;0,08;Matches;11,1;0,74;0,08;0,0;0,0;37,8;2,13;0,58;-0,17;1,24;1,07;89,92;0,0;0,08;0,08;0,0;0,0;0,0;0,33;0,0;0,74;0,08;;6,03;6,53;0,41;0,17;2,64;0,0;1,74;1,16;0,58;0,0;1,16;0,91;0,0;0,41;1,65;2,31;;;0,0
366,0;Emmanuel Yeboah;gh GHA;FW;Vejle BK;21,0;2003,0;4,6;0,0;0,0;0,0;0,0;0,0;Matches;40,0;8,04;3,21;0,4;1,0;1,9;1,4;1,61;1,26;1,96;0,65;89,13;0,0;0,0;0,0;0,0;0,0;0,0;0,43;0,0;1,09;0,43;;2,39;;0,0;1,09;2,39;0,43;0,43;0,22;0,22;0,0;0,87;0,0;0,22;0,43;0,0;0,22;;;0,0
194,0;Eric Kahl;se SWE;DF;AGF;22,0;2001,0;20,7;0,0;0,1;0,1;0,0;0,1;Matches;20,0;0,48;0,1;0,0;0,0;64,7;1,44;0,58;1,02;1,21;1,01;89,95;0,0;0,1;0,1;0,0;0,0;0,0;0,19;0,0;0,48;0,1;;3,57;4,01;0,63;0,19;1,35;0,1;1,69;1,11;0,58;0,0;0,82;0,72;0,0;2,9;0,97;1,16;;;0,0
241,0;Erik Marxen;dk DEN;DF;Nordsjælland;33,0;1990,0;3,7;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;11,6;1,88;0,27;0,41;2,16;1,08;90,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;11,35;20,54;0,54;1,08;1,89;2,43;1,89;1,62;0,27;0,0;0,27;0,81;0,0;0,0;0,81;0,27;;;0,0
45,0;Felix Beijmo;se SWE;MF,DF;AGF;26,0;1998,0;28,1;0,07;0,11;0,18;0,07;0,18;Matches;48,0;0,89;0,43;0,08;0,17;87,7;1,29;0,39;1,41;1,1;1,07;89,86;0,07;0,11;0,18;0,07;0,0;0,0;0,14;0,04;0,89;0,43;;2,88;2,95;0,6;0,04;1,14;0,0;1,78;1,39;0,39;0,04;0,6;0,39;0,04;6,87;0,6;0,75;;;0,0
66,0;Filip Bundgaard;dk DEN;MF,FW;Brøndby;20,0;2004,0;7,6;0,26;0,13;0,4;0,26;0,4;Matches;26,1;3,03;0,79;0,09;0,33;23,7;1,29;1,05;0,89;3,16;1,05;89,87;0,26;0,13;0,39;0,26;0,0;0,0;0,26;0,0;3,03;0,79;;3,68;8,03;0,0;2,11;1,58;0,92;1,84;0,79;1,05;0,0;1,32;0,66;0,13;1,71;0,66;1,32;;;0,0
95,0;Florian Danho Seke;fr FRA;FW;Randers;24,0;2000,0;11,4;0,18;0,26;0,44;0,18;0,44;Matches;39,4;2,9;1,14;0,06;0,15;35,6;1,63;0,44;0,34;1,67;1,32;89,91;0,18;0,26;0,44;0,18;0,0;0,0;0,26;0,09;2,89;1,14;;4,74;5,53;0,0;0,35;1,93;0,26;1,93;1,49;0,44;0,0;1,67;2,11;0,96;0,26;0,09;0,35;;;0,0
104,0;Franculino Djú;gw GNB;FW;Midtjylland;20,0;2004,0;18,7;0,59;0,16;0,75;0,53;0,7;Matches;45,2;3,32;1,5;0,16;0,36;58,4;2,0;0,64;-0,11;1,5;1,18;90,0;0,59;0,16;0,75;0,53;0,05;0,05;0,16;0,0;3,32;1,5;;3,21;3,8;0,27;0,32;1,12;0,0;2,03;1,39;0,64;0,0;0,53;0,64;0,37;0,7;0,27;0,59;;;0,0
58,0;Frederik Brandhof;dk DEN;MF;AGF;28,0;1996,0;6,9;0,0;0,0;0,0;0,0;0,0;Matches;33,3;0,44;0,15;0,0;0,0;21,5;1,27;0,58;0,46;3,19;0,72;89,57;0,0;0,0;0,0;0,0;0,0;0,0;0,29;0,0;0,43;0,14;;4,06;10,72;0,0;2,46;2,17;1,45;1,88;1,3;0,58;0,0;1,74;2,17;0,0;1,3;1,01;1,59;;;0,0
138,0;Frederik Gytkjær;dk DEN;FW;Lyngby;31,0;1993,0;16,0;0,5;0,12;0,62;0,44;0,56;Matches;38,7;1,93;0,75;0,23;0,58;50,1;0,85;-0,44;0,19;1,69;0,88;90,19;0,5;0,12;0,62;0,44;0,06;0,06;0,31;0,0;1,94;0,75;;3,31;4,88;0,19;0,81;1,75;0,06;1,06;1,5;-0,44;0,0;3,06;1,88;1,12;0,75;0,25;0,38;;;0,0
167,0;Frederik Ibsen;dk DEN;DF;Brøndby;24,0;1999,0;18,2;0,11;0,0;0,11;0,11;0,11;Matches;57,1;0,38;0,22;0,29;0,5;56,9;1,5;0,38;0,02;1,21;0,99;90,11;0,11;0,0;0,11;0,11;0,0;0,0;0,11;0,0;0,38;0,22;;4,12;4,78;0,88;0,22;0,93;0,22;1,87;1,48;0,38;0,0;0,55;0,27;0,0;0,0;1,15;1,04;;;0,0
218,0;Frederik Lauenborg;dk DEN;MF,DF;Randers;27,0;1997,0;3,9;0,52;0,0;0,52;0,52;0,52;Matches;50,0;1,03;0,52;0,5;1,0;12,1;1,47;-0,52;-0,84;3,59;1,03;89,23;0,51;0,0;0,51;0,51;0,0;0,0;0,51;0,0;1,03;0,51;;6,41;10,51;0,0;2,56;4,87;1,54;1,79;2,31;-0,51;0,0;0,77;0,51;0,0;0,26;1,03;1,54;;;0,0
341,0;Frederik Tingager;dk DEN;DF;AGF;31,0;1993,0;28,7;0,07;0,0;0,07;0,07;0,07;Matches;40,0;0,7;0,28;0,1;0,25;89,7;1,33;0,49;2,6;1,05;1,05;89,97;0,07;0,0;0,07;0,07;0,0;0,0;0,0;0,0;0,7;0,28;;3,0;3,0;0,94;0,0;;0,0;1,71;1,22;0,49;0,0;0,63;0,73;0,0;0,03;0,73;0,87;;;0,03
285,0;Gabriel Pereira;br BRA;DF;FC Copenhagen;24,0;2000,0;23,8;0,13;0,04;0,17;0,13;0,17;Matches;33,3;0,63;0,21;0,2;0,6;74,5;1,81;0,67;-0,68;1,09;1,05;90,17;0,13;0,04;0,17;0,13;0,0;0,0;0,21;0,0;0,63;0,21;;3,49;3,57;0,84;0,04;1,05;0,08;1,85;1,18;0,67;0,0;0,5;0,46;0,04;0,25;1,3;0,63;;;0,0
274,0;German Onugkha;ru RUS;FW;Vejle BK;28,0;1996,0;20,3;0,64;0,05;0,69;0,59;0,64;Matches;27,3;4,67;1,27;0,0;0,0;7,4;1,75;-0,42;-1,37;1,03;1,03;90,0;0,64;0,05;0,69;0,59;0,05;0,05;0,05;0,0;0,54;0,15;;2,61;3,35;0,05;0,05;0,34;0,2;0,1;0,15;-0,05;0,0;0,15;0,05;0,05;0,05;0,0;0,1;;;0,0
225,0;Gift Links;za RSA;MF,DF;AGF;25,0;1998,0;21,4;0,09;0,14;0,23;0,09;0,23;Matches;29,5;2,06;0,61;0,05;0,15;66,8;1,48;0,65;1,31;1,17;1,12;89,95;0,09;0,14;0,23;0,09;0,0;0,0;0,09;0,0;2,06;0,61;;3,6;3,64;0,23;0,05;2,1;0,0;1,87;1,21;0,65;0,0;1,26;1,45;0,33;9,81;1,03;1,12;;;0,0
130,0;Giorgi Gocholeishvili;ge GEO;DF;FC Copenhagen;23,0;2001,0;15,5;0,06;0,06;0,13;0,06;0,13;Matches;21,1;1,22;0,26;0,05;0,25;48,5;1,81;0,52;-0,64;1,35;0,97;90,13;0,06;0,06;0,13;0,06;0,0;0,0;0,19;0,0;1,23;0,26;;4,32;5,03;0,45;0,39;2,45;0,45;1,81;1,29;0,52;0,0;0,52;2,0;0,13;4,58;0,97;2,26;;;0,0
122,0;Gustav Fraulo;dk DEN;MF,DF;Lyngby;19,0;2005,0;3,4;0,0;0,0;0,0;0,0;0,0;Matches;25,0;1,19;0,3;0,0;0,0;10,5;1,1;-1,19;-0,73;2,94;0,88;89,12;0,0;0,0;0,0;0,0;0,0;0,0;0,29;0,0;1,18;0,29;;8,82;25,59;0,59;2,06;1,76;2,94;1,47;2,65;-1,18;0,0;0,88;2,65;0,0;2,35;0,88;1,18;;;0,0
362,0;Gustav Wikheim;no NOR;FW;Nordsjælland;31,0;1993,0;5,1;0,2;0,0;0,2;0,2;0,2;Matches;60,0;0,98;0,59;0,2;0,33;15,9;1,67;-0,59;-0,59;2,35;0,98;89,61;0,2;0,0;0,2;0,2;0,0;0,0;0,0;0,0;0,98;0,59;;7,45;11,37;0,0;1,37;4,71;0,2;1,76;2,35;-0,59;0,0;0,78;1,37;0,2;1,37;0,2;0,98;;;0,0
40,0;Hamza Barry;gm GAM;MF;Vejle BK;29,0;1994,0;15,8;0,06;0,32;0,38;0,06;0,38;Matches;20,0;0,63;0,13;0,1;0,5;49,4;0,73;-1,33;-0,96;1,39;1,01;90,06;0,06;0,32;0,38;0,06;0,0;0,0;0,25;0,0;0,63;0,13;;4,11;4,94;0,44;0,38;1,9;0,19;1,01;2,34;-1,33;0,0;1,65;1,33;0,06;2,91;0,89;0,63;;;0,0
91,0;Henrik Dalsgaard;dk DEN;DF;AGF;35,0;1989,0;20,1;0,05;0,0;0,05;0,05;0,05;Matches;44,4;0,45;0,2;0,11;0,25;62,9;1,27;0,3;0,21;1,29;1,04;90,15;0,05;0,0;0,05;0,05;0,0;0,0;0,1;0,0;0,45;0,2;;3,48;4,08;0,75;0,25;0,85;0,05;1,69;1,39;0,3;0,0;1,09;0,95;0,05;0,95;1,04;0,8;;;0,0
309,0;Ibrahim Said;ng NGA;FW;Viborg;22,0;2002,0;4,6;0,0;0,0;0,0;0,0;0,0;Matches;18,2;2,41;0,44;0,0;0,0;14,2;1,14;-1,1;-1,53;3,04;0,65;89,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,39;0,43;;6,3;15,22;0,0;2,39;3,91;1,3;0,87;1,96;-1,09;0,0;0,87;0,87;0,43;3,48;0,65;1,09;;;0,0
350,0;Igor Vekič;si SVN;GK;Vejle BK;26,0;1998,0;31,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;96,9;0,9;-0,84;0,16;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;2,9;2,9;1,0;0,0;;0,03;1,13;1,97;-0,84;0,0;0,0;0,1;0,0;0,0;0,0;0,0;;;0,0
147,0;Isak Hansen-Aarøen;no NOR;MF,FW;Aalborg;19,0;2004,0;8,5;0,0;0,0;0,0;0,0;0,0;Matches;11,1;1,06;0,12;0,0;0,0;26,6;0,5;-1,17;-0,19;1,65;1,06;90,24;0,0;0,0;0,0;0,0;0,0;0,12;0,12;0,0;1,06;0,12;;6,47;9,06;0,12;0,59;1,65;0,12;1,18;2,35;-1,18;0,0;1,18;0,59;0,0;2,82;0,82;0,47;;;0,0
177,0;Isak Jensen;dk DEN;FW;Viborg;20,0;2003,0;21,7;0,41;0,09;0,51;0,32;0,41;Matches;37,0;2,49;0,92;0,13;0,35;67,8;1,26;0,0;-0,68;1,24;1,06;90,0;0,41;0,09;0,51;0,32;0,09;0,09;0,05;0,0;2,49;0,92;;3,32;3,64;0,37;0,18;1,47;0,05;1,66;1,66;0,0;0,0;0,6;1,47;0,23;5,16;0,23;0,37;;;0,0
103,0;Ivan Djantou;cm CMR;FW;SønderjyskE;22,0;2002,0;9,5;0,42;0,0;0,42;0,42;0,42;Matches;47,1;1,8;0,85;0,24;0,5;29,5;1,1;-0,53;0,0;3,16;0,63;89,58;0,42;0,0;0,42;0,42;0,0;0,0;0,42;0,0;1,79;0,84;;2,95;7,05;0,11;2,53;2,0;0,21;1,47;2,0;-0,53;0,0;2,84;1,68;0,53;0,11;0,21;0,53;;;0,0
264,0;Ivan Nikolov;mk MKD;MF,FW;SønderjyskE;22,0;2002,0;3,7;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,54;0,0;0,0;;11,5;0,9;-0,82;-0,32;2,7;0,81;89,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,54;0,0;;8,92;15,95;0,0;1,89;5,95;1,89;0,54;1,35;-0,81;0,0;1,35;0,54;0,27;0,27;0,27;1,62;;;0,0
258,0;Ivan Näsberg;no NOR;DF;Viborg;28,0;1996,0;12,5;0,24;0,0;0,24;0,24;0,24;Matches;21,4;1,12;0,24;0,21;1,0;39,2;1,43;-0,32;-0,88;1,12;1,04;90,24;0,24;0,0;0,24;0,24;0,0;0,0;0,08;0,0;1,12;0,24;;6,48;6,88;0,8;0,08;0,32;0,48;1,2;1,52;-0,32;0,0;0,48;0,4;0,0;0,08;0,56;0,16;;;0,08
13,0;Jacob Andersen;dk DEN;MF;AGF;20,0;2004,0;4,6;0,0;0,22;0,22;0,0;0,22;Matches;50,0;0,43;0,22;0,0;0,0;14,5;1,69;0,0;-0,26;3,48;0,65;90,87;0,0;0,22;0,22;0,0;0,0;0,0;0,65;0,0;0,43;0,22;;5,65;13,26;0,0;2,83;3,91;0,22;1,3;1,3;0,0;0,0;2,61;2,61;0,43;3,04;0,65;0,65;;;0,0
298,0;Jacob Rasmussen;dk DEN;DF;Brøndby;27,0;1997,0;28,0;0,0;0,04;0,04;0,0;0,04;Matches;18,8;0,57;0,11;0,0;0,0;87,5;1,54;0,36;-0,14;1,0;1,0;90,0;0,0;0,04;0,04;0,0;0,0;0,0;0,14;0,0;0,57;0,11;;3,21;3,21;1,0;0,0;;0,0;1,86;1,5;0,36;0,0;0,64;0,54;0,04;0,36;0,86;1,04;;;0,0
71,0;Jakob Busk;dk DEN;GK;SønderjyskE;30,0;1993,0;13,6;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;42,4;1,07;-0,74;-0,36;1,03;0,96;89,85;0,0;0,0;0,0;0,0;0,0;0,0;0,07;0,0;0,0;0,0;;6,4;6,62;0,96;0,07;3,82;0,22;1,47;2,21;-0,74;0,0;0,0;0,29;0,0;0,0;0,0;0,0;;;0,0
353,0;Jakob Vester;dk DEN;MF,FW;Viborg;19,0;2004,0;12,2;0,33;0,0;0,33;0,33;0,33;Matches;40,0;1,64;0,66;0,2;0,5;38,0;1,46;0,33;0,18;2,13;0,9;89,75;0,33;0,0;0,33;0,33;0,0;0,0;0,16;0,0;1,64;0,66;;3,44;5,57;0,16;1,23;1,89;0,16;1,97;1,64;0,33;0,0;0,82;1,31;0,08;0,41;0,33;1,23;;;0,0
208,0;Jan Kuchta;cz CZE;FW;Midtjylland;27,0;1997,0;6,0;0,17;0,17;0,33;0,17;0,33;Matches;50,0;1,34;0,67;0,13;0,25;18,7;1,44;-0,84;-1,87;1,5;1,17;89,67;0,17;0,17;0,33;0,17;0,0;0,0;0,0;0,0;1,33;0,67;;10,0;11,17;0,17;0,33;5,5;0,33;1,17;2,0;-0,83;0,0;0,17;0,17;1,0;0,5;0,17;0,33;;;0,0
328,0;Jannich Storch;dk DEN;GK;Lyngby;31,0;1993,0;22,4;0,0;0,04;0,04;0,0;0,04;Matches;;0,0;0,0;;;69,9;0,79;-0,63;-0,31;1,07;1,03;89,87;0,0;0,04;0,04;0,0;0,0;0,0;0,09;0,0;0,0;0,0;;3,75;3,88;0,98;0,04;0,22;0,36;0,76;1,38;-0,62;0,0;0,13;0,13;0,0;0,0;0,0;0,0;;;0,0
245,0;Jean-Manuel Mbom;de GER;DF;Viborg;24,0;2000,0;25,4;0,04;0,08;0,12;0,04;0,12;Matches;14,3;0,55;0,08;0,07;0,5;79,3;1,41;0,2;-0,1;1,14;0,98;89,88;0,04;0,08;0,12;0,04;0,0;0,0;0,04;0,0;0,55;0,08;;3,11;3,43;0,79;0,16;1,02;0,04;1,73;1,54;0,2;0,0;0,55;0,67;0,0;1,54;0,91;1,02;;;0,0
239,0;Jens Martin Gammelby;dk DEN;DF;Silkeborg;29,0;1995,0;11,6;0,17;0,17;0,35;0,17;0,35;Matches;43,8;1,38;0,6;0,13;0,29;36,2;1,47;0,78;0,48;1,55;1,03;89,83;0,17;0,17;0,34;0,17;0,0;0,0;0,17;0,0;1,38;0,6;;5,0;7,16;0,78;0,52;0,6;1,03;2,07;1,29;0,78;0,0;0,95;0,17;0,17;1,81;0,43;0,52;;;0,0
14,0;Jeppe Andersen;dk DEN;MF,FW;Silkeborg;31,0;1992,0;19,3;0,16;0,05;0,21;0,16;0,21;Matches;32,0;1,3;0,41;0,12;0,38;60,3;1,53;0,31;-0,4;1,61;0,88;89,95;0,16;0,05;0,21;0,16;0,0;0,0;0,21;0,0;1,3;0,41;;2,9;4,09;0,21;0,73;1,45;0,05;1,66;1,35;0,31;0,0;1,04;1,04;0,16;0,57;0,41;0,47;;;0,0
135,0;Jeppe Grønning;dk DEN;MF;Viborg;33,0;1991,0;22,9;0,13;0,0;0,13;0,04;0,04;Matches;22,2;0,79;0,17;0,06;0,25;71,5;1,42;0,0;-0,77;1,14;1,14;89,87;0,13;0,0;0,13;0,04;0,09;0,13;0,44;0,0;0,79;0,17;;3,45;3,45;0,7;0,0;;0,09;1,62;1,62;0,0;0,0;2,14;1,22;0,04;0,35;1,7;1,4;;;0,04
320,0;Jeppe Simonsen;ht HAI;DF,MF;SønderjyskE;28,0;1995,0;3,3;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,31;0,0;0,0;;10,2;1,0;-0,92;-0,43;1,21;1,21;89,39;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,3;0,0;;22,42;22,42;0,3;0,0;;0,61;0,91;1,82;-0,91;0,0;0,61;0,3;0,0;0,91;1,52;1,52;;;0,0
346,0;Jeppe Tverskov;dk DEN;MF,DF;Nordsjælland;31,0;1993,0;14,8;0,07;0,27;0,34;0,07;0,34;Matches;28,6;0,47;0,13;0,14;0,5;46,4;1,53;0,27;0,68;1,01;1,01;90,27;0,07;0,27;0,34;0,07;0,0;0,0;0,27;0,0;0,47;0,14;;6,01;6,01;0,95;0,0;;0,0;1,76;1,49;0,27;0,0;0,61;1,22;0,0;0,41;1,62;1,22;;;0,0
88,0;Jesper Cornelius;dk DEN;FW,MF;Lyngby;23,0;2001,0;10,2;0,1;0,0;0,1;0,1;0,1;Matches;27,3;2,16;0,59;0,05;0,17;31,8;1,21;0,1;0,92;1,37;1,08;89,9;0,1;0,0;0,1;0,1;0,0;0,0;0,1;0,0;2,16;0,59;;6,47;7,16;0,1;0,29;3,63;0,0;1,18;1,08;0,1;0,0;1,08;1,18;0,29;0,49;0,49;0,49;;;0,0
143,0;Jesper Hansen;dk DEN;GK;AGF;39,0;1985,0;28,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;87,5;1,43;0,5;2,25;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;3,21;3,21;1,0;0,0;;0,14;1,71;1,21;0,5;0,0;0,0;0,14;0,0;0,0;0,0;0,04;;;0,0
20,0;Joel Andersson;se SWE;DF,MF;Midtjylland;27,0;1996,0;16,8;0,06;0,18;0,24;0,06;0,24;Matches;50,0;0,24;0,12;0,25;0,5;52,5;1,92;0,77;0,18;1,49;0,89;90,0;0,06;0,18;0,24;0,06;0,0;0,0;0,12;0,0;0,24;0,12;;3,57;5,06;0,71;0,6;1,37;0,24;2,02;1,25;0,77;0,0;0,48;0,48;0,06;4,82;0,77;1,07;;;0,0
51,0;John Björkengren;se SWE;MF;Randers;25,0;1998,0;31,0;0,03;0,06;0,1;0,03;0,1;Matches;16,7;0,19;0,03;0,17;1,0;96,7;1,5;0,32;3,2;1,0;1,0;89,87;0,03;0,06;0,1;0,03;0,0;0,0;0,19;0,0;0,19;0,03;;2,9;2,9;0,97;0,0;;0,0;1,77;1,45;0,32;0,0;0,97;1,26;0,0;0,39;1,16;1,65;;;0,0
170,0;John Iredale;au AUS;FW;Aalborg;24,0;1999,0;8,0;0,37;0,0;0,37;0,37;0,37;Matches;38,1;2,61;1,0;0,14;0,38;25,1;0,79;-0,5;0,71;1,75;1,25;90,38;0,38;0,0;0,38;0,38;0,0;0,0;0,0;0,0;2,62;1,0;;6,5;8,0;0,12;0,5;2,62;0,25;1,5;2,0;-0,5;0,0;0,62;0,25;0,88;0,12;0,12;0,25;;;0,0
1,0;Jonas Abbew;dk DEN;DF;AGF;22,0;2002,0;9,6;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,1;0,0;0,0;;30,0;1,41;-0,52;-1,06;1,77;1,04;90,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,1;0,0;;5,31;7,6;0,1;0,73;1,98;1,15;1,25;1,77;-0,52;0,0;0,83;0,1;0,1;0,21;0,94;0,52;;;0,0
207,0;Jonas Krumrey;de GER;GK;Lyngby;20,0;2003,0;3,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;9,4;1,0;-0,33;0,22;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;30,0;30,0;1,0;0,0;;0,67;0,67;1,0;-0,33;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;0,0
229,0;Jonas Lössl;dk DEN;GK;Midtjylland;35,0;1989,0;10,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;31,3;2,0;1,2;0,75;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;9,0;9,0;1,0;0,0;;2,2;2,4;1,2;1,2;0,0;0,0;0,1;0,0;0,0;0,0;0,0;;;0,0
12,0;Jonathan Amon;us USA;FW,MF;Lyngby;25,0;1999,0;15,8;0,19;0,0;0,19;0,19;0,19;Matches;35,0;1,26;0,44;0,15;0,43;49,5;0,65;-0,82;-0,57;1,46;1,01;90,25;0,19;0,0;0,19;0,19;0,0;0,0;0,06;0,0;1,27;0,44;;3,92;4,81;0,25;0,44;1,96;0,25;0,51;1,33;-0,82;0,0;1,01;1,46;0,25;2,28;0,32;0,44;;;0,0
370,0;Jonathan Ægidius;dk DEN;GK;Lyngby;22,0;2002,0;5,9;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;18,6;1,33;-0,34;0,24;1,02;1,02;90,68;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;15,08;15,08;0,85;0,0;;1,53;1,19;1,53;-0,34;0,0;0,0;0,17;0,0;0,0;0,0;0,0;;;0,0
217,0;Jordan Larsson;se SWE;MF,FW;FC Copenhagen;27,0;1997,0;14,3;0,56;0,14;0,7;0,56;0,7;Matches;45,2;2,16;0,98;0,26;0,57;44,8;2,21;0,77;-0,14;1,33;1,26;90,21;0,56;0,14;0,7;0,56;0,0;0,0;0,28;0,0;2,17;0,98;;4,76;4,97;0,07;0,07;0,42;0,35;1,75;0,98;0,77;0,0;0,84;1,12;0,07;1,4;0,63;0,56;;;0,0
348,0;Jordi Vanlerberghe;be BEL;DF;Brøndby;28,0;1996,0;15,9;0,13;0,0;0,13;0,13;0,13;Matches;18,8;1,01;0,19;0,13;0,67;49,7;1,73;0,69;0,63;1,38;1,01;89,94;0,13;0,0;0,13;0,13;0,0;0,0;0,31;0,0;1,01;0,19;;4,09;5,22;0,75;0,38;1,13;0,19;1,76;1,07;0,69;0,0;0,63;0,88;0,13;1,45;1,57;2,14;;;0,0
126,0;Jose Gallegos;us USA;MF,FW;SønderjyskE;22,0;2001,0;5,0;0,2;0,0;0,2;0,2;0,2;Matches;20,0;1,0;0,2;0,2;1,0;15,7;0,8;-1,39;-1,02;3,0;0,8;90,4;0,2;0,0;0,2;0,2;0,0;0,0;0,2;0,0;1,0;0,2;;6,0;12,0;0,0;2,2;3,8;2,6;1,2;2,6;-1,4;0,0;0,8;1,2;0,0;1,6;0,6;2,0;;;0,0
294,0;Josip Radošević;hr CRO;MF;Brøndby;30,0;1994,0;9,6;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,31;0,0;0,0;;29,9;1,73;0,63;0,36;1,56;1,15;89,79;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,31;0,0;;5,94;7,71;0,42;0,42;1,35;0,21;1,88;1,25;0,62;0,0;1,04;0,52;0,0;0,94;0,83;1,35;;;0,0
6,0;Jubril Adedeji;ng NGA;FW,MF;Aalborg;24,0;2000,0;3,3;0,0;0,0;0,0;0,0;0,0;Matches;0,0;2,75;0,0;0,0;;10,2;0,75;0,0;1,15;2,42;0,91;89,39;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;2,73;0,0;;11,21;18,18;0,0;1,52;6,97;1,21;1,52;1,52;0,0;0,0;1,82;3,64;0,3;0,61;0,61;0,3;;;0,0
213,0;Juho Lähteenmäki;fi FIN;DF;Nordsjælland;18,0;2006,0;11,9;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,25;0,0;0,0;;37,1;1,33;0,0;0,15;1,26;1,09;89,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,25;0,0;;5,97;6,64;0,42;0,17;1,68;0,0;1,6;1,6;0,0;0,0;0,59;0,84;0,0;1,01;0,59;1,51;;;0,0
