Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls.1;Ast.1;G+A.1;G-PK.1;G+A-PK;Matches;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Min%;PPM;+/-90;On-Off;MP_per90;Starts_per90;Min_per90;Gls_per90;Ast_per90;G+A_per90;G-PK_per90;PK_per90;PKatt_per90;CrdY_per90;CrdR_per90;Sh_per90;SoT_per90;Dist_per90;Mn/MP_per90;Mn/Start_per90;Compl_per90;Subs_per90;Mn/Sub_per90;unSub_per90;onG_per90;onGA_per90;+/-_per90;2CrdY_per90;Fls_per90;Fld_per90;Off_per90;Crs_per90;Int_per90;TklW_per90;PKwon_per90;PKcon_per90;OG_per90
261,0;Julius Nielsen;dk DEN;DF,MF;Silkeborg;18,0;2006,0;7,1;0,0;0,0;0,0;0,0;0,0;Matches;50,0;0,56;0,28;0,0;0,0;22,2;1,6;-0,14;-0,78;2,82;0,7;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,56;0,28;;4,51;9,72;0,28;2,11;2,68;1,69;1,27;1,41;-0,14;0,0;1,41;0,0;0,42;2,11;0,7;1,97;;;0,0
187,0;Juninho;br BRA;DF;Midtjylland;28,0;1995,0;4,7;0,21;0,0;0,21;0,21;0,21;Matches;33,3;1,93;0,64;0,11;0,33;14,5;1,78;0,21;-0,55;1,91;0,85;89,15;0,21;0,0;0,21;0,21;0,0;0,0;0,21;0,0;1,91;0,64;;10,0;16,6;0,43;1,06;4,68;0,85;1,7;1,49;0,21;0,0;1,06;0,21;0,0;0,43;1,06;0,64;;;0,0
227,0;Justin Lonwijk;sr SUR;MF;Viborg;24,0;1999,0;10,5;0,1;0,1;0,19;0,1;0,19;Matches;29,4;1,62;0,48;0,06;0,2;32,8;1,45;0,0;-0,33;1,9;1,05;90,0;0,1;0,1;0,19;0,1;0,0;0,0;0,57;0,0;1,62;0,48;;4,48;6,67;0,1;0,86;1,9;0,29;1,81;1,81;0,0;0,0;1,81;1,52;0,1;0,76;1,33;1,43;;;0,0
96,0;Kasper Davidsen;dk DEN;MF;Aalborg;19,0;2005,0;19,7;0,0;0,05;0,05;0,0;0,05;Matches;30,8;0,66;0,2;0,0;0,0;61,5;0,7;-0,81;0,56;1,37;1,22;89,85;0,0;0,05;0,05;0,0;0,0;0,0;0,3;0,0;0,66;0,2;;3,35;3,55;0,41;0,15;1,52;0,2;1,12;1,93;-0,81;0,0;1,88;1,62;0,0;0,1;1,22;2,03;;;0,0
254,0;Kasper Mølgaard Jørgensen;dk DEN;DF;Aalborg;24,0;1999,0;29,6;0,13;0,07;0,2;0,1;0,17;Matches;24,0;1,69;0,4;0,06;0,25;92,6;0,7;-1,05;-0,2;1,01;1,01;90,1;0,14;0,07;0,2;0,1;0,03;0,03;0,14;0,0;1,69;0,41;;3,01;3,01;0,95;0,0;;0,0;1,01;2,06;-1,05;0,0;0,47;0,68;0,03;3,72;1,08;0,74;;;0,0
184,0;Kelvin John;tz TAN;FW;Aalborg;21,0;2003,0;8,2;0,12;0,12;0,24;0,12;0,24;Matches;66,7;0,73;0,49;0,17;0,25;25,7;0,87;-2,44;-1,89;2,8;0,61;90,12;0,12;0,12;0,24;0,12;0,0;0,0;0,12;0,0;0,73;0,49;;3,9;8,54;0,0;2,2;2,68;0,98;0,49;2,93;-2,44;0,0;0,98;0,85;0,49;1,22;0,24;0,73;;;0,0
101,0;Kevin Diks;id IDN;DF;FC Copenhagen;27,0;1996,0;18,3;0,27;0,11;0,38;0,0;0,11;Matches;40,0;1,09;0,44;0,0;0,0;57,1;1,92;0,6;-0,56;1,31;1,04;89,84;0,27;0,11;0,38;0,0;0,27;0,27;0,11;0,0;1,09;0,44;;3,77;4,43;0,77;0,27;1,2;0,0;1,69;1,09;0,6;0,0;0,49;1,09;0,0;1,26;1,09;1,2;;;0,0
244,0;Kevin Mbabu;ch SUI;DF;Midtjylland;29,0;1995,0;19,4;0,1;0,05;0,15;0,1;0,15;Matches;33,3;0,62;0,21;0,17;0,5;60,6;1,96;0,41;-0,7;1,19;1,13;89,95;0,1;0,05;0,15;0,1;0,0;0,0;0,36;0,0;0,62;0,21;;3,92;4,07;0,57;0,05;0,36;0,0;1,8;1,39;0,41;0,0;1,49;0,88;0,1;4,74;1,19;1,6;;;0,0
144,0;Kian Hansen;dk DEN;DF;Nordsjælland;35,0;1989,0;12,5;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,24;0,0;0,0;;39,0;1,25;-0,72;-1,03;1,28;1,2;89,76;0,0;0,0;0,0;0,0;0,0;0,0;0,16;0,0;0,24;0,0;;5,6;5,84;0,48;0,08;1,92;0,48;1,36;2,08;-0,72;0,0;0,48;0,4;0,0;0,32;0,8;0,56;;;0,0
119,0;Kolbeinn Finnsson;is ISL;MF,DF;Lyngby;24,0;1999,0;5,0;0,0;0,0;0,0;0,0;0,0;Matches;20,0;1,0;0,2;0,0;0,0;15,6;0,4;-1,0;-0,56;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,2;;18,0;18,0;1,0;0,0;;0,0;0,6;1,6;-1,0;0,0;1,0;0,6;0,2;4,0;0,8;0,4;;;0,0
237,0;Kristall Máni Ingason;is ISL;FW,MF;SønderjyskE;22,0;2002,0;15,6;0,06;0,06;0,13;0,06;0,13;Matches;36,8;1,22;0,45;0,05;0,14;48,6;1,05;-1,09;-1,09;1,28;1,03;89,74;0,06;0,06;0,13;0,06;0,0;0,0;0,19;0,0;1,22;0,45;;4,49;5,0;0,32;0,26;2,44;0,0;1,15;2,24;-1,09;0,0;0,96;1,15;0,13;3,33;0,58;0,64;;;0,0
29,0;Kristian Arnstad;no NOR;MF;AGF;20,0;2003,0;18,0;0,06;0,06;0,11;0,06;0,11;Matches;30,0;1,11;0,33;0,05;0,17;56,2;0,88;-0,44;-1,51;1,33;1,0;89,89;0,06;0,06;0,11;0,06;0,0;0,0;0,33;0,0;1,11;0,33;;3,72;4,39;0,33;0,33;1,83;0,0;1,22;1,67;-0,44;0,0;1,61;1,39;0,0;2,17;0,72;1,5;;;0,0
196,0;Kristian Kirkegaard;dk DEN;MF,FW;Vejle BK;26,0;1997,0;20,6;0,1;0,05;0,15;0,1;0,15;Matches;16,7;1,45;0,24;0,07;0,4;64,5;0,86;-0,39;1,28;1,41;0,92;90,15;0,1;0,05;0,15;0,1;0,0;0,0;0,29;0,0;1,46;0,24;;3,11;4,03;0,49;0,49;1,36;0,0;1,41;1,8;-0,39;0,0;1,7;1,84;0,15;1,65;1,02;1,02;;;0,0
31,0;Kristoffer Askildsen;no NOR;MF;Midtjylland;23,0;2001,0;6,0;0,0;0,0;0,0;0,0;0,0;Matches;20,0;0,83;0,17;0,0;0,0;18,9;1,5;0,17;-0,64;2,0;1,0;90,5;0,0;0,0;0,0;0,0;0,0;0,0;0,17;0,0;0,83;0,17;;7,5;12,0;0,17;1,0;3,0;0,67;1,83;1,67;0,17;0,0;1,17;1,67;0,0;0,83;2,0;1,33;;;0,0
205,0;Lars Kramer;nl NED;DF;Aalborg;25,0;1999,0;28,0;0,0;0,04;0,04;0,0;0,04;Matches;15,0;0,71;0,11;0,0;0,0;87,6;0,83;-1,0;0,27;1,04;1,0;90,14;0,0;0,04;0,04;0,0;0,0;0,0;0,18;0,0;0,71;0,11;;3,11;3,14;0,96;0,04;1,71;0,07;1,21;2,21;-1,0;0,0;0,71;0,5;0,0;0,07;1,25;0,86;;;0,04
120,0;Lasse Flö;dk DEN;DF;Vejle BK;18,0;2005,0;7,9;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,13;0,0;0,0;;24,6;1,36;-0,38;0,61;1,39;1,27;89,62;0,0;0,0;0,0;0,0;0,0;0,0;0,13;0,0;0,13;0,0;;8,1;8,73;0,25;0,13;2,91;0,13;1,27;1,65;-0,38;0,0;0,63;1,27;0,0;1,9;1,52;1,14;;;0,0
312,0;Lauge Sandgrav;dk DEN;MF,FW;Lyngby;19,0;2004,0;24,5;0,04;0,12;0,16;0,04;0,16;Matches;5,0;0,82;0,04;0,05;1,0;76,5;0,84;-0,78;-1,04;1,31;1,06;89,92;0,04;0,12;0,16;0,04;0,0;0,0;0,04;0,0;0,82;0,04;;2,82;3,18;0,41;0,24;1,22;0,0;0,65;1,43;-0,78;0,0;0,9;1,31;0,08;0,69;0,98;1,27;;;0,0
283,0;Laurits Pedersen;dk DEN;MF;Randers;18,0;2006,0;6,3;0,0;0,16;0,16;0,0;0,16;Matches;0,0;0,16;0,0;0,0;;19,7;1,41;-0,32;-0,67;2,7;0,63;89,84;0,0;0,16;0,16;0,0;0,0;0,0;0,48;0,0;0,16;0,0;;5,24;10,48;0,0;2,06;3,65;1,27;1,9;2,22;-0,32;0,0;1,75;0,16;0,0;0,32;1,11;2,06;;;0,0
141,0;Lee Hanbeom;kr KOR;DF;Midtjylland;22,0;2002,0;8,1;0,0;0,12;0,12;0,0;0,12;Matches;20,0;0,61;0,12;0,0;0,0;25,5;2,82;1,6;1,22;1,36;0,99;90,49;0,0;0,12;0,12;0,0;0,0;0,0;0,0;0,0;0,62;0,12;;8,27;10,86;0,86;0,37;1,23;2,35;2,59;0,99;1,6;0,0;1,23;0,37;0,12;0,12;1,11;0,99;;;0,0
199,0;Leon Klassen;ru RUS;DF,MF;Lyngby;24,0;2000,0;18,5;0,05;0,16;0,22;0,05;0,22;Matches;36,4;0,59;0,22;0,09;0,25;57,9;0,95;-0,65;-0,28;1,19;0,97;90,11;0,05;0,16;0,22;0,05;0,0;0,0;0,38;0,05;0,59;0,22;;4,11;4,65;0,76;0,22;1,62;0,0;0,76;1,41;-0,65;0,05;0,81;1,19;0,0;6,54;1,73;1,03;;;0,0
357,0;Leopold Wahlstedt;se SWE;GK;AGF;25,0;1999,0;4,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;12,5;0,0;-1,75;-2,25;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;22,5;22,5;1,0;0,0;;5,0;1,25;3,0;-1,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;0,0
259,0;Levy Nene;gh GHA;FW;Nordsjælland;18,0;2006,0;6,5;0,46;0,15;0,61;0,46;0,61;Matches;58,3;3,67;2,14;0,13;0,21;20,5;1,53;-0,61;-0,65;2,92;0,92;90,62;0,46;0,15;0,62;0,46;0,0;0,0;0,15;0,0;3,69;2,15;;4,77;10,0;0,15;2,0;2,31;0,92;1,54;2,15;-0,62;0,0;2,0;2,0;0,77;0,31;0,46;0,46;;;0,0
292,0;Lirim Qamili;mk MKD;FW,MF;SønderjyskE;26,0;1998,0;22,9;0,48;0,22;0,7;0,39;0,61;Matches;47,3;2,4;1,14;0,16;0,35;71,5;1,15;-0,52;0,02;1,14;1,0;89,91;0,48;0,22;0,7;0,39;0,09;0,13;0,13;0,0;2,4;1,14;;3,45;3,76;0,57;0,13;1,27;0,0;1,57;2,1;-0,52;0,0;1,57;1,4;0,44;1,27;0,48;0,96;;;0,0
157,0;Lucas Hey;dk DEN;DF;Nordsjælland;21,0;2003,0;16,0;0,06;0,13;0,19;0,06;0,19;Matches;50,0;0,25;0,13;0,25;0,5;49,9;1,53;0,19;0,56;1,06;1,0;89,88;0,06;0,12;0,19;0,06;0,0;0,0;0,19;0,0;0,25;0,12;;5,31;5,56;0,94;0,06;1,0;0,0;1,81;1,62;0,19;0,0;0,75;1,44;0,0;0,12;1,06;0,69;;;0,0
165,0;Lucas Høgsberg;dk DEN;DF;Nordsjælland;18,0;2006,0;23,9;0,0;0,04;0,04;0,0;0,04;Matches;0,0;0,13;0,0;0,0;;74,8;1,36;-0,13;-0,13;1,17;0,96;90,13;0,0;0,04;0,04;0,0;0,0;0,0;0,21;0,0;0,13;0,0;;3,22;3,77;0,96;0,21;0,71;0,13;1,63;1,76;-0,13;0,0;0,71;1,05;0,0;0,59;1,0;1,0;;;0,04
226,0;Lucas Lissens;be BEL;DF;Lyngby;23,0;2001,0;27,1;0,04;0,04;0,07;0,04;0,07;Matches;21,7;0,85;0,18;0,04;0,2;84,6;0,93;-0,52;0,09;1,03;1,0;89,89;0,04;0,04;0,07;0,04;0,0;0,0;0,15;0,0;0,85;0,18;;3,21;3,28;0,96;0,04;1,66;0,0;0,85;1,37;-0,52;0,0;0,85;0,74;0,04;0,41;1,85;1,33;;;0,0
230,0;Lucas Lund Pedersen;dk DEN;GK;Viborg;24,0;2000,0;18,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;56,3;1,33;0,0;-0,5;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;5,0;5,0;1,0;0,0;;0,78;1,89;1,89;0,0;0,0;0,0;0,11;0,0;0,0;0,0;0,0;;;0,0
162,0;Luka Hujber;hr CRO;DF,MF;Vejle BK;25,0;1999,0;10,4;0,0;0,1;0,1;0,0;0,1;Matches;0,0;0,29;0,0;0,0;;32,5;0,74;-1,06;-0,32;1,83;0,87;90,0;0,0;0,1;0,1;0,0;0,0;0,0;0,19;0,0;0,29;0,0;;4,71;7,31;0,38;0,96;2,5;0,77;1,15;2,21;-1,06;0,0;1,73;0,48;0,0;1,44;1,44;2,69;;;0,0
52,0;Lukas Björklund;se SWE;MF;SønderjyskE;20,0;2004,0;20,0;0,1;0,1;0,2;0,1;0,2;Matches;57,1;0,7;0,4;0,14;0,25;62,4;1,1;-0,7;-0,45;1,55;1,25;89,85;0,1;0,1;0,2;0,1;0,0;0,0;0,3;0,0;0,7;0,4;;2,9;3,3;0,05;0,3;1,3;0,0;1,5;2,2;-0,7;0,0;2,3;1,0;0,1;0,9;0,75;0,4;;;0,0
222,0;Lukas Lerager;dk DEN;MF;FC Copenhagen;31,0;1993,0;17,4;0,06;0,0;0,06;0,06;0,06;Matches;35,3;0,98;0,35;0,06;0,17;54,3;2,25;0,98;0,29;1,38;0,92;89,94;0,06;0,0;0,06;0,06;0,0;0,0;0,17;0,0;0,98;0,34;;3,74;4,89;0,69;0,46;1,55;0,23;1,9;0,92;0,98;0,0;2,01;0,86;0,23;0,46;0,92;2,13;;;0,0
156,0;Lundrim Hetemi;dk DEN;MF;Vejle BK;24,0;2000,0;27,4;0,0;0,04;0,04;0,0;0,04;Matches;15,4;0,95;0,15;0,0;0,0;85,6;0,88;-0,73;0,78;1,17;1,09;89,93;0,0;0,04;0,04;0,0;0,0;0,0;0,15;0,0;0,95;0,15;;2,81;2,96;0,69;0,07;0,73;0,0;1,2;1,93;-0,73;0,0;1,02;1,46;0,0;0,22;0,99;1,35;;;0,0
7,0;Mads Agger;dk DEN;FW,MF;SønderjyskE;24,0;1999,0;17,7;0,45;0,17;0,62;0,45;0,62;Matches;52,6;2,15;1,13;0,21;0,4;55,2;1,12;-0,4;0,3;1,47;1,13;89,77;0,45;0,17;0,62;0,45;0,0;0,0;0,17;0,0;2,15;1,13;;3,45;3,9;0,17;0,34;1,98;0,06;1,58;1,98;-0,4;0,0;0,51;0,4;0,28;4,18;0,51;1,13;;;0,0
42,0;Mads Bech Sørensen;dk DEN;DF;Midtjylland;25,0;1999,0;30,3;0,03;0,07;0,1;0,03;0,1;Matches;18,2;0,36;0,07;0,09;0,5;94,8;1,97;0,73;0,73;1,02;0,99;90,1;0,03;0,07;0,1;0,03;0,0;0,0;0,03;0,0;0,36;0,07;;2,9;2,97;0,99;0,03;0,99;0,03;2,05;1,32;0,73;0,0;0,63;1,02;0,03;0,53;0,92;0,66;;;0,0
56,0;Mads Bomholt;dk DEN;MF;Aalborg;18,0;2005,0;16,2;0,19;0,0;0,19;0,19;0,19;Matches;40,9;1,36;0,56;0,14;0,33;50,6;0,72;-0,68;0,71;1,79;0,93;89,94;0,19;0,0;0,19;0,19;0,0;0,0;0,12;0,0;1,36;0,56;;3,09;4,69;0,19;0,86;1,42;0,12;1,23;1,91;-0,68;0,0;1,6;1,05;0,0;0,62;0,93;1,42;;;0,0
113,0;Mads Emil Madsen;dk DEN;MF;AGF;26,0;1998,0;29,3;0,17;0,1;0,27;0,17;0,27;Matches;38,8;1,67;0,65;0,1;0,26;91,5;1,19;0,03;-2,17;1,06;1,02;89,93;0,17;0,1;0,27;0,17;0,0;0,0;0,17;0,03;1,67;0,65;;2,9;2,97;0,75;0,03;0,99;0,0;1,54;1,5;0,03;0,03;0,78;1,23;0,03;1,23;1,02;1,64;;;0,0
117,0;Mads Enggård;dk DEN;MF;Randers;20,0;2004,0;3,7;0,27;0,0;0,27;0,27;0,27;Matches;100,0;0,27;0,27;1,0;1,0;11,7;1,75;0,27;0,06;1,08;1,08;90,81;0,27;0,0;0,27;0,27;0,0;0,0;0,0;0,0;0,27;0,27;;22,7;22,7;0,54;0,0;;0,0;1,89;1,62;0,27;0,0;1,35;1,08;0,0;8,92;0,27;1,62;;;0,0
123,0;Mads Freundlich;dk DEN;MF;Silkeborg;21,0;2003,0;18,3;0,05;0,05;0,11;0,05;0,11;Matches;40,0;0,27;0,11;0,2;0,5;57,2;1,54;0,22;-0,58;1,48;1,09;89,95;0,05;0,05;0,11;0,05;0,0;0,0;0,16;0,0;0,27;0,11;;3,33;4,1;0,27;0,38;1,2;0,05;1,53;1,31;0,22;0,0;1,2;1,69;0,0;0,49;1,37;0,82;;;0,0
215,0;Mads Larsen;dk DEN;MF;Silkeborg;22,0;2001,0;26,4;0,04;0,11;0,15;0,04;0,15;Matches;16,7;0,68;0,11;0,06;0,33;82,5;1,58;0,3;-0,95;1,21;1,14;90,04;0,04;0,11;0,15;0,04;0,0;0,0;0,0;0,0;0,68;0,11;;2,8;2,88;0,49;0,08;1,89;0,0;1,7;1,4;0,3;0,0;0,49;1,1;0,0;0,49;1,48;0,64;;;0,0
332,0;Mads Søndergaard;dk DEN;MF;Viborg;21,0;2002,0;5,3;0,0;0,57;0,57;0,0;0,57;Matches;0,0;0,76;0,0;0,0;;16,5;1,5;1,13;1,1;2,64;0,57;89,81;0,0;0,57;0,57;0,0;0,0;0,0;0,94;0,0;0,75;0,0;;6,42;16,42;0,19;2,08;3,58;0,94;2,26;1,13;1,13;0,0;3,58;0,94;0,0;2,45;0,75;1,51;;;0,0
178,0;Magnus Jensen;dk DEN;DF;Lyngby;27,0;1996,0;24,7;0,04;0,12;0,16;0,04;0,16;Matches;29,4;0,69;0,2;0,06;0,2;77,0;0,86;-0,41;0,55;1,13;0,97;89,84;0,04;0,12;0,16;0,04;0,0;0,0;0,2;0,0;0,69;0,2;;3,2;3,56;0,93;0,16;1,09;0,0;0,85;1,26;-0,4;0,0;0,69;0,65;0,08;0,45;1,05;0,81;;;0,0
242,0;Magnus Mattsson;dk DEN;MF,FW;FC Copenhagen;25,0;1999,0;14,3;0,21;0,07;0,28;0,14;0,21;Matches;41,0;2,72;1,12;0,05;0,13;44,8;2,03;0,77;-0,14;2,17;1,12;90,21;0,21;0,07;0,28;0,14;0,07;0,07;0,14;0,0;2,73;1,12;;2,94;4,48;0,07;1,05;1,26;0,0;2,03;1,26;0,77;0,0;1,47;1,33;0,07;4,06;0,49;1,33;;;0,0
358,0;Magnus Warming;dk DEN;FW;Lyngby;24,0;2000,0;5,0;0,0;0,0;0,0;0,0;0,0;Matches;40,0;2,0;0,8;0,0;0,0;15,6;0,64;0,2;0,87;2,2;0,8;89,8;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;2,0;0,8;;8,2;13,2;0,2;1,4;5,2;0,8;1,6;1,4;0,2;0,0;2,4;1,8;0,2;1,8;0,4;0,4;;;0,0
360,0;Magnus Westergaard;dk DEN;MF;Viborg;26,0;1998,0;13,5;0,15;0,22;0,37;0,15;0,37;Matches;23,8;1,56;0,37;0,1;0,4;42,1;1,2;0,15;-0,12;1,11;1,11;89,85;0,15;0,22;0,37;0,15;0,0;0,0;0,44;0,07;1,56;0,37;;6,0;6,0;0,44;0,0;;0,0;1,56;1,41;0,15;0,07;1,7;1,93;0,15;0,52;1,33;1,33;;;0,0
2,0;Malik Abubakari;gh GHA;FW;Lyngby;24,0;2000,0;7,4;0,0;0,0;0,0;0,0;0,0;Matches;13,0;3,11;0,41;0,0;0,0;23,1;0,71;-0,27;0,34;2,3;0,95;89,86;0,0;0,0;0,0;0,0;0,0;0,14;0,68;0,0;3,11;0,41;;5,27;10,0;0,54;1,35;2,03;0,54;0,95;1,22;-0,27;0,0;2,3;0,68;0,14;0,54;0,14;0,14;;;0,0
90,0;Marc Dal Hende;dk DEN;DF;SønderjyskE;33,0;1990,0;12,9;0,08;0,15;0,23;0,08;0,23;Matches;16,7;0,46;0,08;0,17;1,0;40,4;1,59;0,31;1,41;1,32;0,93;90,23;0,08;0,16;0,23;0,08;0,0;0,0;0,23;0,0;0,47;0,08;;5,27;6,98;0,85;0,39;1,32;0,85;1,86;1,55;0,31;0,0;0,62;0,54;0,0;1,09;1,32;1,24;;;0,0
262,0;Marc Nielsen;dk DEN;DF;Aalborg;23,0;2001,0;3,2;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;9,9;1,0;-2,52;-1,65;3,75;0,31;89,38;0,0;0,0;0,0;0,0;0,0;0,0;0,62;0,0;0,0;0,0;;7,5;28,12;0,31;3,44;5,62;4,38;0,62;3,12;-2,5;0,0;0,94;1,88;0,0;2,81;0,94;0,94;;;0,0
308,0;Marcel Rømer;dk DEN;MF;Lyngby;32,0;1991,0;3,7;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,27;0,0;0,0;;11,4;0,73;-0,82;-0,33;2,97;0,81;88,92;0,0;0,0;0,0;0,0;0,0;0,0;0,81;0,0;0,27;0,0;;8,11;19,73;0,27;2,16;3,78;2,7;0,54;1,35;-0,81;0,0;2,7;2,7;0,0;1,35;1,08;0,81;;;0,0
228,0;Marcos López;pe PER;DF;FC Copenhagen;24,0;1999,0;14,2;0,07;0,21;0,28;0,07;0,28;Matches;25,0;0,85;0,21;0,08;0,33;44,3;2,18;1,27;0,76;1,2;1,06;89,86;0,07;0,21;0,28;0,07;0,0;0,0;0,14;0,07;0,85;0,21;;5,28;5,63;0,63;0,14;2,82;0,28;2,18;0,92;1,27;0,0;0,92;1,76;0,0;4,44;1,41;1,41;;;0,0
68,0;Marcus Bundgaard Sørensen;dk DEN;GK;SønderjyskE;22,0;2001,0;14,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;43,8;1,29;-0,14;0,69;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;6,43;6,43;1,0;0,0;;0,0;1,64;1,79;-0,14;0,0;0,0;0,14;0,0;0,0;0,07;0,0;;;0,0
169,0;Marcus Ingvartsen;dk DEN;FW;Nordsjælland;28,0;1996,0;15,3;0,33;0,07;0,39;0,26;0,33;Matches;40,0;2,62;1,05;0,1;0,25;47,8;1,53;0,2;0,56;1,11;1,11;89,93;0,33;0,07;0,39;0,26;0,07;0,2;0,2;0,0;2,61;1,05;;5,29;5,29;0,65;0,0;;0,0;1,9;1,7;0,2;0,0;1,76;0,65;0,26;0,39;0,39;0,13;;;0,07
105,0;Mario Dorgeless;ci CIV;MF,FW;Nordsjælland;19,0;2004,0;24,7;0,08;0,16;0,24;0,08;0,24;Matches;28,6;1,7;0,49;0,05;0,17;77,3;1,43;0,08;0,77;1,21;1,13;90,08;0,08;0,16;0,24;0,08;0,0;0,0;0,12;0,0;1,7;0,49;;3,0;3,12;0,32;0,08;1,3;0,04;1,74;1,66;0,08;0,0;0,93;1,13;0,08;1,05;0,93;1,34;;;0,0
202,0;Marius Kolind;dk DEN;MF,DF;Vejle BK;22,0;2002,0;11,1;0,0;0,09;0,09;0,0;0,09;Matches;36,4;0,99;0,36;0,0;0,0;34,8;0,71;-1,17;-0,5;1,89;0,72;90,36;0,0;0,09;0,09;0,0;0,0;0,0;0,18;0,0;0,99;0,36;;4,32;7,66;0,54;1,17;2,25;0,54;0,9;2,07;-1,17;0,0;1,62;1,26;0,0;1,62;0,99;0,81;;;0,0
60,0;Mark Brink;dk DEN;MF;Nordsjælland;26,0;1998,0;22,5;0,0;0,04;0,04;0,0;0,04;Matches;14,3;0,62;0,09;0,0;0,0;70,3;1,46;0,0;0,32;1,07;1,07;89,96;0,0;0,04;0,04;0,0;0,0;0,0;0,09;0,0;0,62;0,09;;3,73;3,73;0,53;0,0;;0,0;1,6;1,6;0,0;0,0;0,71;0,4;0,0;0,4;0,8;1,11;;;0,0
61,0;Mark Brink;dk DEN;MF;Silkeborg;26,0;1998,0;5,0;0,0;0,2;0,2;0,0;0,2;Matches;14,3;0,62;0,09;0,0;0,0;70,3;1,46;0,0;0,32;1,0;1,0;89,8;0,0;0,2;0,2;0,0;0,0;0,0;0,0;0,2;2,8;0,4;;16,8;16,8;2,4;0,0;;0,0;7,2;7,2;0,0;0,0;3,2;1,8;0,0;1,8;3,6;5,0;;;0,0
102,0;Marko Divkovic;hr CRO;MF,DF;Brøndby;25,0;1999,0;16,4;0,06;0,18;0,24;0,06;0,24;Matches;30,4;1,4;0,43;0,04;0,14;51,4;1,41;0,06;-0,65;1,65;0,79;90,24;0,06;0,18;0,24;0,06;0,0;0,0;0,12;0,0;1,4;0,43;;3,35;5,18;0,55;0,85;1,65;0,0;1,65;1,59;0,06;0,0;0,91;0,98;0,06;5,12;1,4;1,59;;;0,0
134,0;Mathias Greve;dk DEN;MF;Randers;29,0;1995,0;22,4;0,22;0,22;0,45;0,22;0,45;Matches;33,3;2,14;0,71;0,33;1,0;4,4;2,25;0,71;0,35;1,07;1,07;89,87;0,22;0,22;0,45;0,22;0,0;0,0;0,0;0,0;0,13;0,04;;1,43;2,77;0,0;0,13;0,94;0,09;0,04;0,0;0,04;0,0;0,04;0,0;0,0;0,04;0,04;0,04;;;0,0
