Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls.1;Ast.1;G+A.1;G-PK.1;G+A-PK;Matches;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Min%;PPM;+/-90;On-Off;MP_per90;Starts_per90;Min_per90;Gls_per90;Ast_per90;G+A_per90;G-PK_per90;PK_per90;PKatt_per90;CrdY_per90;CrdR_per90;Sh_per90;SoT_per90;Dist_per90;Mn/MP_per90;Mn/Start_per90;Compl_per90;Subs_per90;Mn/Sub_per90;unSub_per90;onG_per90;onGA_per90;+/-_per90;2CrdY_per90;Fls_per90;Fld_per90;Off_per90;Crs_per90;Int_per90;TklW_per90;PKwon_per90;PKcon_per90;OG_per90
214,0;Peter Langhoff;dk DEN;MF;Lyngby;20,0;2004,0;14,4;0,0;0,0;0,0;0,0;0,0;Matches;66,7;0,21;0,14;0,0;0,0;45,1;1,24;-0,21;0,59;1,18;0,97;90,28;0,0;0,0;0,0;0,0;0,0;0,0;0,21;0,0;0,21;0,14;;5,28;6,18;0,9;0,21;1,18;0,62;0,97;1,18;-0,21;0,0;1,6;1,18;0,0;0,69;1,11;1,67;;;0,0
301,0;Pontus Rödin;se SWE;DF;Silkeborg;23,0;2000,0;13,9;0,14;0,0;0,14;0,14;0,14;Matches;44,4;0,65;0,29;0,22;0,5;43,3;1,79;0,94;0,83;1,01;1,01;89,71;0,14;0,0;0,14;0,14;0,0;0,0;0,0;0,0;0,65;0,29;;6,4;6,4;0,94;0,0;;0,07;2,01;1,08;0,94;0,0;0,36;0,14;0,0;0,22;1,08;1,01;;;0,0
276,0;Ramazan Orazov;kz KAZ;MF,FW;Silkeborg;26,0;1998,0;5,0;0,4;0,0;0,4;0,4;0,4;Matches;50,0;1,21;0,6;0,33;0,67;15,6;2,19;1,41;1,11;3,2;0,8;89,6;0,4;0,0;0,4;0,4;0,0;0,0;0,0;0,0;1,2;0,6;;5,6;13,2;0,2;2,4;3,0;2,6;2,4;1,0;1,4;0,0;1,0;0,4;0,2;1,6;0,8;1,0;;;0,0
118,0;Rasmus Falk;dk DEN;MF;FC Copenhagen;32,0;1992,0;5,4;0,0;0,18;0,18;0,0;0,18;Matches;28,6;1,29;0,37;0,0;0,0;17,0;1,83;1,47;0,75;2,22;0,74;90,74;0,0;0,19;0,19;0,0;0,0;0,0;0,0;0,0;1,3;0,37;;7,59;15,19;0,37;1,48;3,7;1,48;2,04;0,56;1,48;0,0;0,37;1,67;0,0;0,74;0,74;2,04;;;0,0
219,0;Rasmus Lauritsen;dk DEN;DF;Brøndby;28,0;1996,0;13,2;0,0;0,0;0,0;0,0;0,0;Matches;25,0;0,91;0,23;0,0;0,0;41,1;1,88;0,23;-0,25;1,21;0,98;89,77;0,0;0,0;0,0;0,0;0,0;0,0;0,23;0,08;0,91;0,23;;5,61;6,59;0,83;0,23;1,36;0,83;1,52;1,29;0,23;0,0;1,29;0,68;0,0;0,0;0,38;0,38;;;0,0
338,0;Rasmus Thelander;dk DEN;DF;Lyngby;33,0;1991,0;10,6;0,09;0,0;0,09;0,09;0,09;Matches;28,6;0,66;0,19;0,14;0,5;33,2;1,08;-0,47;0,09;1,13;0,94;90,09;0,09;0,0;0,09;0,09;0,0;0,0;0,38;0,0;0,66;0,19;;7,55;8,49;0,94;0,19;2,64;0,19;1,04;1,51;-0,47;0,0;0,85;0,28;0,09;0,0;1,23;0,47;;;0,0
339,0;Rasmus Thelander;dk DEN;DF;Silkeborg;33,0;1991,0;9,0;0,0;0,0;0,0;0,0;0,0;Matches;28,6;0,66;0,19;0,14;0,5;33,2;1,08;-0,47;0,09;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,11;0,0;0,78;0,22;;8,89;10,0;1,11;0,22;3,11;0,22;1,22;1,78;-0,56;0,0;1,0;0,33;0,11;0,0;1,44;0,56;;;0,0
355,0;Rasmus Vinderslev;dk DEN;MF;SønderjyskE;26,0;1997,0;21,0;0,0;0,1;0,1;0,0;0,1;Matches;50,0;0,29;0,14;0,0;0,0;65,7;0,87;-0,9;-1,09;1,1;1,05;90,05;0,0;0,1;0,1;0,0;0,0;0,0;0,19;0,0;0,29;0,14;;3,9;4,05;0,76;0,05;0,9;0,0;1,29;2,19;-0,9;0,0;1,71;1,1;0,0;0,24;1,48;1,1;;;0,0
188,0;Renato Junior;br BRA;FW;Viborg;22,0;2002,0;20,2;0,2;0,2;0,4;0,2;0,4;Matches;26,5;2,42;0,64;0,08;0,31;63,2;1,48;0,64;1,15;1,44;1,19;90,1;0,2;0,2;0,4;0,2;0,0;0,0;0,4;0,0;2,43;0,64;;3,12;3,61;0,2;0,25;0,79;0,05;1,98;1,34;0,64;0,0;1,04;2,18;0,2;0,25;0,64;0,3;;;0,0
180,0;Richard Jensen;fi FIN;DF;Vejle BK;28,0;1996,0;6,7;0,15;0,0;0,15;0,15;0,15;Matches;100,0;0,15;0,15;1,0;1,0;20,9;1,0;-1,5;-0,82;1,64;0,9;89,85;0,15;0,0;0,15;0,15;0,0;0,0;0,15;0,0;0,15;0,15;;8,21;13,13;0,75;0,75;2,24;1,64;0,9;2,39;-1,49;0,0;0,3;0,15;0,15;0,0;1,49;1,04;;;0,0
300,0;Robert;br BRA;MF;FC Copenhagen;19,0;2005,0;6,8;0,15;0,44;0,59;0,15;0,59;Matches;50,0;2,35;1,18;0,06;0,13;21,3;2,07;1,62;0,98;2,06;1,32;90,0;0,15;0,44;0,59;0,15;0,0;0,0;0,0;0,0;2,35;1,18;;6,47;8,24;0,0;0,74;3,24;1,32;2,06;0,44;1,62;0,0;1,18;1,32;0,59;1,03;0,74;1,03;;;0,0
89,0;Robin Dahl Østrøm;no NOR;DF;Silkeborg;21,0;2002,0;24,8;0,0;0,12;0,12;0,0;0,12;Matches;27,3;0,44;0,12;0,0;0,0;77,5;1,63;0,32;-0,65;1,25;1,05;89,96;0,0;0,12;0,12;0,0;0,0;0,0;0,08;0,0;0,44;0,12;;2,9;3,39;0,73;0,2;0,48;0,04;1,65;1,33;0,32;0,0;0,6;0,16;0,04;0,69;0,65;0,89;;;0,04
161,0;Rodrigo Huescas;mx MEX;DF,MF;FC Copenhagen;20,0;2003,0;16,7;0,06;0,12;0,18;0,06;0,18;Matches;31,6;1,14;0,36;0,05;0,17;52,2;2,11;1,02;0,36;1,14;0,96;90,06;0,06;0,12;0,18;0,06;0,0;0,0;0,3;0,0;1,14;0,36;;4,73;5,39;0,96;0,18;1,26;0,42;1,86;0,84;1,02;0,0;0,78;1,02;0,18;3,95;1,44;1,56;;;0,0
146,0;Sabil Hansen;no NOR;DF,MF;Randers;18,0;2005,0;6,0;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,33;0,0;0,0;;18,7;1,36;-0,83;-1,3;2,33;1,0;89,83;0,0;0,0;0,0;0,0;0,0;0,0;0,17;0,0;0,33;0,0;;6,5;10,83;0,0;1,33;3,17;2,0;1,67;2,5;-0,83;0,0;1,5;0,83;0,0;1,17;1,5;3,5;;;0,0
198,0;Sean Klaiber;sr SUR;DF,MF;Brøndby;30,0;1994,0;19,6;0,0;0,15;0,15;0,0;0,15;Matches;37,5;1,22;0,46;0,0;0,0;61,3;1,46;-0,15;-1,36;1,33;1,07;90,05;0,0;0,15;0,15;0,0;0,0;0,0;0,1;0,0;1,22;0,46;;3,47;4,03;0,56;0,26;0,97;0,05;1,79;1,94;-0,15;0,0;0,97;0,51;0,05;2,91;1,17;1,12;;;0,05
278,0;Sebastian Otoa;dk DEN;DF;Aalborg;20,0;2004,0;8,0;0,0;0,13;0,13;0,0;0,13;Matches;16,7;0,75;0,13;0,0;0,0;24,9;1,0;-1,38;-0,46;1,25;1,12;89,75;0,0;0,12;0,12;0,0;0,0;0,0;0,0;0,0;0,75;0,12;;9,0;9,5;0,62;0,12;4,25;0,25;0,62;2,0;-1,38;0,0;1,62;1,25;0,0;0,38;1,0;1,38;;;0,0
314,0;Sebastian Sebulonsen;no NOR;MF,DF;Brøndby;24,0;2000,0;23,4;0,04;0,17;0,21;0,04;0,21;Matches;20,7;1,24;0,26;0,03;0,17;73,3;1,64;0,73;1,31;1,2;1,03;90,17;0,04;0,17;0,21;0,04;0,0;0,0;0,04;0,0;1,24;0,26;;3,21;3,59;0,68;0,17;1,11;0,0;1,92;1,2;0,73;0,0;1,07;0,38;0,09;2,95;0,94;1,28;;;0,0
114,0;Sefer Emini;mk MKD;MF;SønderjyskE;24,0;2000,0;24,2;0,04;0,12;0,17;0,04;0,17;Matches;17,7;2,56;0,45;0,02;0,09;75,7;1,07;-0,54;-0,02;1,16;1,07;90,08;0,04;0,12;0,17;0,04;0,0;0,0;0,17;0,04;2,56;0,45;;3,22;3,35;0,66;0,08;1,45;0,0;1,36;1,9;-0,54;0,0;1,28;1,24;0,12;1,32;1,78;1,36;;;0,0
315,0;Serginho;;FW;Viborg;23,0;2001,0;19,9;0,25;0,55;0,8;0,25;0,8;Matches;44,3;3,06;1,36;0,08;0,19;62,2;1,42;0,3;0,22;1,21;1,11;90,05;0,25;0,55;0,8;0,25;0,0;0,0;0,2;0,05;3,07;1,36;;3,77;3,92;0,2;0,1;1,76;0,0;1,96;1,66;0,3;0,05;0,85;2,16;0,5;8,39;0,2;0,45;;;0,0
55,0;Simen Bolkan Nordli;no NOR;MF;Randers;24,0;1999,0;26,8;0,52;0,45;0,97;0,34;0,78;Matches;34,4;2,39;0,82;0,14;0,41;83,9;1,5;0,48;1,65;1,16;1,16;90,11;0,52;0,45;0,97;0,34;0,19;0,22;0,07;0,0;2,39;0,82;;2,91;2,91;0,19;0,0;;0,0;1,83;1,34;0,49;0,0;1,04;1,23;0,26;5,41;0,78;0,63;;;0,0
110,0;Sindre Egeli;no NOR;FW,MF;Nordsjælland;18,0;2006,0;26,5;0,34;0,19;0,53;0,3;0,49;Matches;40,4;3,74;1,51;0,08;0,2;82,8;1,48;-0,11;-0,11;1,17;1,06;89,96;0,34;0,19;0,53;0,3;0,04;0,04;0,23;0,0;3,74;1,51;;2,91;3,13;0,34;0,11;0,68;0,0;1,58;1,7;-0,11;0,0;1,32;1,02;0,23;3,43;0,26;0,42;;;0,0
210,0;Srđan Kuzmić;si SVN;DF;Viborg;20,0;2004,0;16,6;0,06;0,12;0,18;0,06;0,18;Matches;23,1;0,78;0,18;0,08;0,33;51,9;1,48;0,18;-0,08;1,27;0,84;90,12;0,06;0,12;0,18;0,06;0,0;0,0;0,18;0,0;0,78;0,18;;4,28;5,18;0,48;0,42;2,53;0,48;1,93;1,75;0,18;0,0;0,96;1,27;0,06;0,48;1,39;1,45;;;0,0
351,0;Stefan Velkov;bg BUL;DF;Vejle BK;27,0;1996,0;22,2;0,14;0,0;0,14;0,14;0,14;Matches;26,7;0,68;0,18;0,2;0,75;69,4;0,96;-0,86;-0,04;1,04;1,04;90,0;0,14;0,0;0,14;0,14;0,0;0,0;0,23;0,0;0,68;0,18;;3,92;3,92;0,9;0,0;;0,18;1,08;1,94;-0,86;0,0;1,17;0,41;0,05;0,0;1,26;0,63;;;0,0
267,0;Stephen Odey;ng NGA;MF,FW;Randers;26,0;1998,0;10,3;0,1;0,1;0,19;0,1;0,19;Matches;37,5;2,32;0,87;0,04;0,11;32,3;1,75;-0,1;-0,47;2,23;0,87;90,39;0,1;0,1;0,19;0,1;0,0;0,0;0,29;0,0;2,33;0,87;;3,88;6,6;0,0;1,36;2,23;0,68;1,65;1,75;-0,1;0,0;1,46;1,55;0,58;0,58;0,29;0,58;;;0,0
325,0;Stijn Spierings;nl NED;MF;Brøndby;28,0;1996,0;4,3;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,46;0,0;0,0;;13,5;1,42;-0,23;-0,7;2,79;0,93;90,47;0,0;0,0;0,0;0,0;0,0;0,0;0,47;0,0;0,47;0,0;;7,44;16,74;0,23;1,86;3,02;3,02;1,4;1,63;-0,23;0,0;2,79;0,23;0,0;0,0;1,86;1,4;;;0,0
293,0;Stipe Radić;hr CRO;DF;Viborg;24,0;2000,0;18,5;0,16;0,05;0,22;0,16;0,22;Matches;33,3;0,49;0,16;0,33;1,0;58,0;1,7;0,43;0,51;1,08;0,97;90,22;0,16;0,05;0,22;0,16;0,0;0,0;0,05;0,0;0,49;0,16;;4,49;4,76;0,92;0,11;2,54;0,59;2,05;1,62;0,43;0,0;0,54;0,49;0,0;0,0;0,86;0,27;;;0,0
234,0;Sævar Magnússon;is ISL;MF,FW;Lyngby;24,0;2000,0;28,2;0,14;0,07;0,21;0,14;0,21;Matches;25,0;1,56;0,39;0,09;0,36;88,2;0,87;-0,5;0,3;1,1;1,06;90,07;0,14;0,07;0,21;0,14;0,0;0,04;0,18;0,0;1,56;0,39;;2,91;2,91;0,57;0,04;2,41;0,0;0,74;1,24;-0,5;0,0;1,91;1,91;0,11;4,43;0,92;1,74;;;0,0
37,0;Tammer Bany;dk DEN;MF,FW;Randers;20,0;2003,0;8,1;0,25;0,5;0,74;0,25;0,74;Matches;12,5;2,98;0,37;0,08;0,67;25,2;1,87;0,99;1,03;1,85;0,99;89,63;0,25;0,49;0,74;0,25;0,0;0,0;0,37;0,0;2,96;0,37;;5,93;8,15;0,0;0,86;3,58;0,12;1,85;0,86;0,99;0,0;2,96;2,47;0,12;0,37;0,74;2,47;;;0,0
311,0;Theo Sander;dk DEN;GK;FC Copenhagen;19,0;2005,0;3,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;9,4;2,33;1,0;0,17;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;30,0;30,0;1,0;0,0;;0,0;2,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;0,0
97,0;Thomas Delaney;dk DEN;MF;FC Copenhagen;32,0;1991,0;18,3;0,27;0,16;0,44;0,27;0,44;Matches;43,5;1,26;0,55;0,22;0,5;57,3;1,92;0,71;-0,31;1,31;1,09;90,11;0,27;0,16;0,44;0,27;0,0;0,0;0,44;0,0;1,26;0,55;;3,77;4,15;0,66;0,22;1,69;0,0;1,64;0,93;0,71;0,0;2,24;1,64;0,0;0,77;1,86;1,37;;;0,0
136,0;Thomas Gundelund;dk DEN;MF,DF;Vejle BK;22,0;2001,0;18,8;0,05;0,05;0,11;0,05;0,11;Matches;30,0;0,53;0,16;0,1;0,33;58,7;1,27;-0,27;1,4;1,17;1,06;89,89;0,05;0,05;0,11;0,05;0,0;0,0;0,11;0,0;0,53;0,16;;4,1;4,41;0,69;0,11;0,85;0,05;1,33;1,6;-0,27;0,0;0,64;1,44;0,05;1,44;0,74;1,17;;;0,0
191,0;Thomas Jørgensen;dk DEN;MF;Viborg;18,0;2005,0;19,3;0,16;0,16;0,31;0,16;0,31;Matches;40,0;1,29;0,52;0,12;0,3;;;;;1,4;1,14;90,21;0,16;0,16;0,31;0,16;0,0;0,0;0,0;0,0;1,3;0,52;;;;0,0;0,0;;0,1;;;;0,0;0,67;1,24;0,0;2,69;0,98;1,71;;;0,0
32,0;Tobias Bach;ru RUS;DF,MF;AGF;21,0;2003,0;3,3;0,0;0,3;0,3;0,0;0,3;Matches;50,0;1,22;0,61;0,0;0,0;10,3;1,31;-0,91;-1,26;4,85;0,91;89,7;0,0;0,3;0,3;0,0;0,0;0,0;0,3;0,0;1,21;0,61;;5,76;19,7;0,0;3,94;2,42;3,03;2,12;3,03;-0,91;0,0;1,82;1,21;0,0;3,64;1,21;1,82;;;0,0
43,0;Tobias Bech;dk DEN;FW;AGF;22,0;2002,0;25,1;0,32;0,08;0,4;0,32;0,4;Matches;34,3;2,79;0,95;0,11;0,33;78,5;1,33;0,44;1,02;1,2;1,08;90,12;0,32;0,08;0,4;0,32;0,0;0,0;0,24;0,04;2,79;0,96;;2,99;3,27;0,48;0,12;0,68;0,0;1,71;1,27;0,44;0,04;0,68;0,92;0,24;1,12;0,12;0,32;;;0,0
201,0;Tobias Klysner;dk DEN;DF,FW;SønderjyskE;23,0;2001,0;9,9;0,1;0,2;0,3;0,1;0,3;Matches;33,3;0,3;0,1;0,33;1,0;31,0;1,25;0,1;0,92;2,02;0,91;90,1;0,1;0,2;0,3;0,1;0,0;0,0;0,0;0,0;0,3;0,1;;4,55;7,27;0,3;1,11;2,22;0,2;1,72;1,62;0,1;0,0;0,4;0,3;0,0;2,22;1,82;1,31;;;0,0
220,0;Tobias Lauritsen;dk DEN;MF;Vejle BK;20,0;2004,0;12,9;0,15;0,15;0,31;0,15;0,31;Matches;30,0;1,55;0,46;0,1;0,33;40,5;0,71;-0,62;0,38;1,32;1,09;90,31;0,16;0,16;0,31;0,16;0,0;0,0;0,23;0,0;1,55;0,47;;5,35;5,89;0,16;0,23;2,64;0,39;1,24;1,86;-0,62;0,0;2,64;0,7;0,08;0,85;0,78;1,09;;;0,0
255,0;Tobias Mølgaard;dk DEN;DF;AGF;28,0;1996,0;11,6;0,09;0,0;0,09;0,09;0,09;Matches;50,0;0,17;0,09;0,5;1,0;36,3;0,63;-1,03;-1,97;1,38;0,86;90,0;0,09;0,0;0,09;0,09;0,0;0,0;0,17;0,0;0,17;0,09;;5,6;7,07;0,43;0,52;3,19;0,0;1,12;2,16;-1,03;0,0;1,38;0,34;0,09;1,38;1,55;2,16;;;0,0
310,0;Tobias Salquist;dk DEN;DF;Nordsjælland;29,0;1995,0;8,5;0,0;0,0;0,0;0,0;0,0;Matches;33,3;0,35;0,12;0,0;0,0;26,5;1,0;-0,35;-0,35;1,29;0,94;89,65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,35;0,12;;8,12;9,88;0,59;0,35;3,65;0,0;1,41;1,76;-0,35;0,0;0,12;0,35;0,0;0,0;1,06;0,59;;;0,0
322,0;Tobias Sommer;dk DEN;MF,DF;SønderjyskE;22,0;2001,0;17,8;0,17;0,17;0,34;0,17;0,34;Matches;54,5;0,62;0,34;0,27;0,5;55,7;1,4;-0,28;0,57;1,4;0,9;90,06;0,17;0,17;0,34;0,17;0,0;0,0;0,17;0,0;0,62;0,34;;3,6;4,89;0,67;0,51;1,35;0,39;1,57;1,85;-0,28;0,0;1,12;1,18;0,11;0,28;1,69;0,84;;;0,0
329,0;Tobias Storm;dk DEN;MF,DF;Lyngby;20,0;2004,0;8,0;0,0;0,12;0,12;0,0;0,12;Matches;33,3;0,75;0,25;0,0;0,0;25,0;0,8;-0,62;-0,13;1,25;1,12;90,0;0,0;0,12;0,12;0,0;0,0;0,0;0,0;0,0;0,75;0,25;;9,0;9,88;0,5;0,12;1,5;0,25;0,62;1,25;-0,62;0,0;0,62;0,25;0,0;1,62;0,38;0,75;;;0,0
5,0;Tonni Adamsen;dk DEN;FW;Silkeborg;29,0;1994,0;28,6;0,52;0,14;0,66;0,35;0,49;Matches;46,3;2,87;1,33;0,12;0,26;89,4;1,58;0,49;0,19;1,12;1,05;90,03;0,52;0,14;0,66;0,35;0,17;0,17;0,07;0,0;2,87;1,33;;2,8;2,9;0,56;0,07;1,4;0,0;1,82;1,33;0,49;0,0;0,63;0,91;0,21;2,73;0,21;0,28;;;0,0
152,0;Travis Hearnes;no NOR;MF;Aalborg;18,0;2005,0;8,5;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;26,6;0,5;-1,06;-0,03;1,41;1,06;90,24;0,0;0,0;0,0;0,0;0,0;0,0;0,12;0,0;0,0;0,0;;7,53;8,94;0,24;0,35;3,18;0,35;0,82;1,88;-1,06;0,0;0,94;1,06;0,0;0,12;2,0;0,47;;;0,0
22,0;Valdemar Andreasen;dk DEN;MF;Midtjylland;19,0;2005,0;10,3;0,19;0,19;0,39;0,19;0,39;Matches;34,8;2,24;0,78;0,09;0,25;32,1;1,86;0,88;0,28;2,14;0,97;89,81;0,19;0,19;0,39;0,19;0,0;0,0;0,0;0,1;2,23;0,78;;4,08;6,5;0,1;1,17;2,04;0,39;2,04;1,17;0,87;0,0;0,78;1,65;0,19;5,24;1,46;1,46;;;0,0
124,0;Victor Froholdt;dk DEN;MF;FC Copenhagen;18,0;2006,0;22,5;0,13;0,09;0,22;0,13;0,22;Matches;41,2;0,76;0,31;0,18;0,43;70,2;2,03;0,85;0,01;1,33;0,93;89,87;0,13;0,09;0,22;0,13;0,0;0,0;0,18;0,0;0,76;0,31;;2,98;3,87;0,76;0,4;0,98;0,04;1,96;1,11;0,84;0,0;0,71;1,29;0,04;0,8;1,73;1,73;;;0,0
181,0;Victor Jensen;dk DEN;DF;Midtjylland;20,0;2003,0;16,1;0,06;0,19;0,25;0,06;0,25;Matches;71,4;0,44;0,31;0,14;0,2;50,2;1,9;0,68;-0,01;1,3;1,12;89,88;0,06;0,19;0,25;0,06;0,0;0,0;0,0;0,0;0,43;0,31;;4,29;4,6;0,43;0,19;2,24;0,31;1,86;1,18;0,68;0,0;1,12;0,43;0,06;2,17;1,49;1,68;;;0,0
83,0;Viktor Claesson;se SWE;MF,FW;FC Copenhagen;32,0;1992,0;16,3;0,37;0,25;0,61;0,37;0,61;Matches;34,2;2,33;0,8;0,16;0,46;50,9;2,0;1,04;0,41;1,72;0,92;89,88;0,37;0,25;0,61;0,37;0,0;0,0;0,06;0,0;2,33;0,8;;3,19;4,85;0,43;0,8;1,35;0,12;1,96;0,92;1,04;0,0;1,17;0,49;0,18;0,37;0,37;0,86;;;0,0
252,0;Vincent Müller;de GER;GK;Aalborg;23,0;2000,0;30,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;93,8;0,8;-0,97;1,03;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,0;;3,0;3,0;1,0;0,0;;0,03;1,1;2,07;-0,97;0,0;0,0;0,23;0,0;0,0;0,0;0,03;;;0,0
94,0;Wessel Dammers;nl NED;DF;Randers;29,0;1995,0;31,0;0,19;0,0;0,19;0,19;0,19;Matches;60,0;0,48;0,29;0,4;0,67;96,9;1,47;0,23;0,23;1,0;1,0;90,0;0,19;0,0;0,19;0,19;0,0;0,0;0,1;0,0;0,48;0,29;;2,9;2,9;1,0;0,0;;0,0;1,81;1,58;0,23;0,0;0,39;0,52;0,0;0,03;1,0;0,48;;;0,0
84,0;William Clem;dk DEN;MF;FC Copenhagen;20,0;2004,0;7,0;0,0;0,14;0,14;0,0;0,14;Matches;14,3;2,0;0,29;0,0;0,0;21,9;1,85;0,71;-0,17;1,86;0,86;90,14;0,0;0,14;0,14;0,0;0,0;0,0;0,14;0,0;2,0;0,29;;7,0;11,29;0,29;1,0;3,14;1,29;2,29;1,57;0,71;0,0;1,86;1,43;0,0;0,57;2,0;2,43;;;0,0
209,0;Willy Kumado;gh GHA;MF,DF;Lyngby;21,0;2002,0;12,2;0,0;0,0;0,0;0,0;0,0;Matches;33,3;0,25;0,08;0,0;0,0;38,1;0,59;-0,66;-0,2;1,39;0,98;89,84;0,0;0,0;0,0;0,0;0,0;0,0;0,16;0,0;0,25;0,08;;5,25;6,72;0,74;0,41;1,8;0,0;0,57;1,23;-0,66;0,0;0,9;0,9;0,16;2,79;0,41;0,57;;;0,0
260,0;Yeni Ngbakoto;cd COD;MF,FW;Vejle BK;32,0;1992,0;7,4;0,13;0,0;0,13;0,13;0,13;Matches;20,0;2,01;0,4;0,07;0,33;23,3;0,48;-1,34;-0,65;2,84;0,81;90,54;0,14;0,0;0,14;0,14;0,0;0,0;0,14;0,0;2,03;0,41;;4,32;9,19;0,0;2,03;2,3;1,35;0,95;2,3;-1,35;0,0;1,49;0,81;0,14;2,16;0,41;0,41;;;0,0
265,0;Yonis Njoh;fr FRA;FW;Viborg;20,0;2004,0;9,0;0,67;0,0;0,67;0,67;0,67;Matches;36,4;2,45;0,89;0,27;0,75;28,1;1,79;1,11;1,24;1,56;1,0;89,78;0,67;0,0;0,67;0,67;0,0;0,0;0,0;0,0;2,44;0,89;;6,44;8,78;0,33;0,56;2,11;0,0;2,22;1,11;1,11;0,0;0,44;1,0;0,0;1,11;0,56;0,44;;;0,0
35,0;Younes Bakiz;dk DEN;FW,MF;Silkeborg;25,0;1999,0;20,9;0,48;0,33;0,81;0,48;0,81;Matches;44,8;2,78;1,24;0,17;0,38;65,3;1,52;0,96;1,41;1,2;1,15;90,0;0,48;0,33;0,81;0,48;0,0;0,0;0,19;0,0;2,78;1,24;;3,59;3,68;0,24;0,05;1,58;0,0;1,91;0,96;0,96;0,0;1,39;2,06;0,1;1,82;0,29;0,62;;;0,0
34,0;Youssouph Badji;sn SEN;FW;AGF;22,0;2001,0;4,1;0,25;0,74;0,99;0,25;0,99;Matches;37,5;1,97;0,74;0,13;0,33;12,7;1,0;0,74;0,6;3,66;0,49;89,02;0,24;0,73;0,98;0,24;0,0;0,0;0,0;0,0;1,95;0,73;;5,85;17,32;0,0;3,17;4,15;0,98;2,44;1,71;0,73;0,0;1,71;0,98;0,0;0,73;0,24;1,22;;;0,0
330,0;Yuito Suzuki;jp JPN;MF,FW;Brøndby;22,0;2001,0;28,9;0,42;0,14;0,55;0,38;0,52;Matches;41,4;2,43;1,01;0,16;0,38;90,2;1,59;0,31;-0,64;1,11;1,04;89,86;0,42;0,14;0,55;0,38;0,03;0,07;0,1;0,0;2,42;1,0;;2,8;2,91;0,42;0,07;1,21;0,0;1,87;1,56;0,31;0,0;1,18;0,73;0,1;3,53;0,35;0,87;;;0,0
316,0;Zidan Sertdemir;dk DEN;MF,FW;Nordsjælland;19,0;2005,0;12,4;0,08;0,08;0,16;0,08;0,16;Matches;22,2;0,73;0,16;0,11;0,5;38,8;1,48;-0,24;-0,24;2,5;0,81;90,0;0,08;0,08;0,16;0,08;0,0;0,0;0,08;0,0;0,73;0,16;;2,9;5,56;0,16;1,69;1,61;0,08;1,94;2,18;-0,24;0,0;1,37;1,37;0,0;0,24;0,56;1,13;;;0,0
368,0;Žan Zaletel;si SVN;DF;Viborg;24,0;1999,0;4,2;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,24;0,0;0,0;;13,0;0,4;-0,96;-1,36;1,19;1,19;89,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,24;0,0;;17,86;17,86;0,95;0,0;;0,0;1,9;2,86;-0,95;0,0;0,24;0,24;0,24;0,0;1,19;0,48;;;0,0
